,Renewable Invesment Cost,Battery Unitary Invesment Cost,Deep of Discharge,Battery Cycles,GenSet Unitary Invesment Cost,Generator Efficiency,Low Heating Value,Fuel Cost,HouseHolds,Renewable Energy Unit Total
140,1100,350,0.2,5500,1100,0.33,9.9,0.8359466666666667,8.766877603659138,422.29399600000005
141,1100,350,0.2,5500,1100,0.33,9.9,0.8179733333333333,8.56037229876114,414.738672
142,1100,350,0.2,5500,1100,0.33,9.9,0.8467306666666667,28.545905605594275,412.333409
143,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,32.63185381360831,417.378456
144,1100,350,0.2,5500,1100,0.33,9.9,0.8287573333333333,7.960027095229085,417.743057
145,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,7.403980725410271,597.159907
146,1100,350,0.2,5500,1100,0.33,9.9,0.8107840000000001,11.66797490003345,611.806531
147,1100,350,0.2,5500,1100,0.33,9.9,0.8287573333333333,7.5842004959075195,619.987628
148,1100,350,0.2,5500,1100,0.33,9.9,0.8359466666666667,52.25971477736103,582.4925719999999
149,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,8.56037229876114,594.3478750000003
150,1100,350,0.2,5500,1100,0.33,9.9,0.8,12.127317136394225,608.9956729999999
151,1100,350,0.2,5500,1100,0.33,9.9,0.8215680000000001,35.093795947574925,606.8017339999999
152,1100,350,0.2,5500,1100,0.33,9.9,0.8,10.244657708595613,611.4686439999998
153,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,5.098146616512031,592.5798870000001
154,1100,350,0.2,5500,1100,0.33,9.9,0.8107840000000001,9.610036706464522,645.455305
155,1100,350,0.2,5500,1100,0.33,9.9,0.8143786666666667,29.250094564789826,622.1826679999998
156,1100,350,0.2,5500,1100,0.33,9.9,0.8359466666666667,13.925444523415981,609.191429
157,1100,350,0.2,5500,1100,0.33,9.9,0.8826773333333334,16.110438004473906,577.381321
158,1100,350,0.2,5500,1100,0.33,9.9,0.8395413333333334,13.452013613592397,573.4629399999999
159,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,9.990804336543317,595.9262319999998
160,1100,350,0.2,5500,1100,0.33,9.9,0.8611093333333334,18.775695248581666,621.0664859999998
161,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,98.85010673141578,619.7630709999999
162,1100,350,0.2,5500,1100,0.33,9.9,0.864704,7.337461970784513,587.8608099999999
163,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,14.33656333677324,595.96712
164,1100,350,0.2,5500,1100,0.33,9.9,0.864704,48.94778070871346,592.2024319999998
165,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,3.490403036194131,621.943398
166,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,49.8776456634957,597.818166
167,1100,350,0.2,5500,1100,0.33,9.9,0.8323520000000001,2.684568932964106,609.8019989999998
168,1100,350,0.2,5500,1100,0.33,9.9,0.8251626666666667,15.92005419045817,638.5526929999999
169,1100,350,0.2,5500,1100,0.33,9.9,0.8575146666666668,39.80101087469602,619.903017
170,1100,350,0.2,5500,1100,0.33,9.9,0.8611093333333334,16.744918006974963,622.9039270000002
171,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,8.195726155177482,621.9251840000002
172,1100,350,0.2,5500,1100,0.33,9.9,0.8251626666666667,22.012385915278287,600.860616
173,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,19.770021345990678,601.076416
174,1100,350,0.2,5500,1100,0.33,9.9,0.8215680000000001,20.987849649137075,591.1501179999998
175,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,7.542950867557734,617.9295579999998
176,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,959.0766725470434,617.0155589999998
177,1100,350,0.2,5500,1100,0.33,9.9,0.8143786666666667,62.00378062124607,594.4985090000001
178,1100,350,0.2,5500,1100,0.33,9.9,0.8107840000000001,1.222910328561577,634.9999439999998
179,1100,350,0.2,5500,1100,0.33,9.9,0.8323520000000001,17.12074460044703,605.4336859999999
180,1100,350,0.2,5500,1100,0.33,9.9,0.8395413333333334,14.674923941569025,611.5652399999999
181,1100,350,0.2,5500,1100,0.33,9.9,0.8215680000000001,6.114551642807885,650.0853050000002
182,1100,350,0.2,5500,1100,0.33,9.9,0.8287573333333333,17.152987576947005,601.630383
183,1100,350,0.2,5500,1100,0.33,9.9,0.8107840000000001,8.766877603659138,645.5173619999998
184,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,8.612802382848836,597.022649
185,1100,350,0.2,5500,1100,0.33,9.9,0.8287573333333333,14.272952799872387,590.731579
186,1100,350,0.2,5500,1100,0.33,9.9,0.8503253333333334,12.4435988342388,591.286468
187,1100,350,0.2,5500,1100,0.33,9.9,0.8179733333333333,18.21789804656465,635.911575
188,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,2.445820657123154,639.793176
189,1100,350,0.2,5500,1100,0.33,9.9,0.8575146666666668,24.5226925242315,623.3510799999998
190,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,20.79949864288912,494.383806
191,1100,350,0.2,5500,1100,0.33,9.9,0.8179733333333333,30.572758228663183,446.8192700000001
192,1100,350,0.2,5500,1100,0.33,9.9,0.8467306666666667,5.114268102129744,479.290016
193,1100,350,0.2,5500,1100,0.33,9.9,0.8179733333333333,5.323822619703072,462.974462
194,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,120.1220942334195,575.947897
195,1100,350,0.2,5500,1100,0.33,9.9,0.8862720000000001,10.217496744934383,463.720815
196,1100,350,0.2,5500,1100,0.33,9.9,0.8718933333333334,66.47543748483159,460.522665
197,1100,350,0.2,5500,1100,0.33,9.9,0.8107840000000001,13.698752144564905,459.904614
198,1100,350,0.2,5500,1100,0.33,9.9,0.8,4.741631713358683,476.52321400000005
199,1100,350,0.2,5500,1100,0.33,9.9,0.8682986666666668,0.20650530255819843,471.50853
200,1100,350,0.2,5500,1100,0.33,9.9,0.8215680000000001,2.2715583260928582,467.431377
201,1100,350,0.2,5500,1100,0.33,9.9,0.8179733333333333,2.0489315387943705,465.346357
202,1100,350,0.2,5500,1100,0.33,9.9,0.8251626666666667,4.891641314831258,469.14181
203,1100,350,0.2,5500,1100,0.33,9.9,0.8215680000000001,0.20650530255819843,465.179995
204,1100,350,0.2,5500,1100,0.33,9.9,0.8107840000000001,281.80859256220464,508.51364
205,1100,350,0.2,5500,1100,0.33,9.9,0.8395413333333334,4.891641314831258,472.127887
206,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,0.20650530255819843,483.182182
207,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,8.975415715447486,618.680046
208,1100,350,0.2,5500,1100,0.33,9.9,0.8143786666666667,1.0325265113286157,502.041575
209,1100,350,0.2,5500,1100,0.33,9.9,0.8359466666666667,22.012385915278287,469.415245
210,1100,350,0.2,5500,1100,0.33,9.9,0.8,3.081458050122987,466.983901
211,1100,350,0.2,5500,1100,0.33,9.9,0.8251626666666667,0.6195159073821203,465.364676
212,1100,350,0.2,5500,1100,0.33,9.9,0.8143786666666667,1.222910328561577,507.29541000000006
213,1100,350,0.2,5500,1100,0.33,9.9,0.8179733333333333,5.306684728885331,507.461593
214,1100,350,0.2,5500,1100,0.33,9.9,0.8179733333333333,5.098146616512031,468.523543
215,1100,350,0.2,5500,1100,0.33,9.9,0.8107840000000001,13.862991410063595,495.105493
216,1100,350,0.2,5500,1100,0.33,9.9,0.8107840000000001,5.549498626988762,509.69429900000006
217,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,6.319024134673557,466.55646400000006
218,1100,350,0.2,5500,1100,0.33,9.9,0.8287573333333333,0.20650530255819843,465.357142
219,1100,350,0.2,5500,1100,0.33,9.9,0.864704,66.67403163420565,473.322953
220,1100,350,0.2,5500,1100,0.33,9.9,0.8107840000000001,0.6195159073821203,465.19964
221,1100,350,0.2,5500,1100,0.33,9.9,0.8143786666666667,1.222910328561577,465.71483200000006
222,1100,350,0.2,5500,1100,0.33,9.9,0.8179733333333333,1.222910328561577,467.777013
223,1100,350,0.2,5500,1100,0.33,9.9,0.8359466666666667,18.582403199585006,468.95201399999996
224,1100,350,0.2,5500,1100,0.33,9.9,0.8143786666666667,5.162632577116341,465.523997
225,1100,350,0.2,5500,1100,0.33,9.9,0.8287573333333333,6.114551642807885,465.211129
226,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,11.341670137827155,467.713684
227,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,13.731136099929179,512.897448
228,1100,350,0.2,5500,1100,0.33,9.9,0.8,45.68920171478792,574.120778
229,1100,350,0.2,5500,1100,0.33,9.9,0.8431360000000001,4.5149393023353435,437.30790599999995
230,1100,350,0.2,5500,1100,0.33,9.9,0.9617600000000001,0.41301060511639687,523.475215
231,1100,350,0.2,5500,1100,0.33,9.9,0.8934613333333334,1.6349045287704231,412.227335
232,1100,350,0.2,5500,1100,0.33,9.9,0.8143786666666667,0.20650530255819843,615.2175730000001
233,1100,350,0.2,5500,1100,0.33,9.9,0.8179733333333333,4.497801408885327,420.31161
234,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,12.638048269347115,575.2840769999998
235,1100,350,0.2,5500,1100,0.33,9.9,0.8143786666666667,4.336611351674848,465.87786600000004
236,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,40.44582075119203,478.590242
237,1100,350,0.2,5500,1100,0.33,9.9,0.8251626666666667,15.897834272470403,624.6637450000002
238,1100,350,0.2,5500,1100,0.33,9.9,0.8,93.69204181451731,564.162828
239,1100,350,0.2,5500,1100,0.33,9.9,0.8323520000000001,12.638048269347115,437.339883
240,1100,350,0.2,5500,1100,0.33,9.9,0.8287573333333333,1.222910328561577,415.194953
241,1100,350,0.2,5500,1100,0.33,9.9,0.8359466666666667,57.071196452308776,431.918671
242,1100,350,0.2,5500,1100,0.33,9.9,0.8179733333333333,0.6195159073821203,413.613493
243,1100,350,0.2,5500,1100,0.33,9.9,0.8251626666666667,24.45820657123154,429.620982
244,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,78.39887093035661,431.202036
245,1100,350,0.2,5500,1100,0.33,9.9,0.8107840000000001,15.085901738332694,416.056525
246,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,3.0653365633353733,430.511066
247,1100,350,0.2,5500,1100,0.33,9.9,0.8251626666666667,4.891641314831258,436.96719
248,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,2.445820657123154,436.138095
249,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,12.884927787373224,587.77684
250,1100,350,0.2,5500,1100,0.33,9.9,0.8323520000000001,5.323822619703072,447.058266
251,1100,350,0.2,5500,1100,0.33,9.9,0.8143786666666667,47.01257498183248,453.280901
252,1100,350,0.2,5500,1100,0.33,9.9,0.8,4.497801408885327,511.94209500000005
253,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,17.12074460044703,577.3237240000002
254,1100,350,0.2,5500,1100,0.33,9.9,0.8179733333333333,33.04864803967982,497.985147
255,1100,350,0.2,5500,1100,0.33,9.9,0.8323520000000001,1.8424262353587468,452.887486
256,1100,350,0.2,5500,1100,0.33,9.9,0.8287573333333333,4.081741590216177,514.761261
257,1100,350,0.2,5500,1100,0.33,9.9,0.8215680000000001,51.795572497296625,443.159027
258,1100,350,0.2,5500,1100,0.33,9.9,0.8287573333333333,30.572758228663183,461.46028799999993
259,1100,350,0.2,5500,1100,0.33,9.9,0.8107840000000001,26.998864348546984,586.2076910000002
260,1100,350,0.2,5500,1100,0.33,9.9,0.8718933333333334,5.549357633500711,465.559277
261,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,18.986407157531193,547.085515
262,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,27.397504271581305,536.167049
263,1100,350,0.2,5500,1100,0.33,9.9,0.8179733333333333,11.006192957639144,565.411626
264,1100,350,0.2,5500,1100,0.33,9.9,0.8503253333333334,29.349847888987547,461.09646299999997
265,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,8.377978730225285,516.098941
266,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,7.1470781541365005,587.075358
267,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,8.211847656588851,575.8286500000003
268,1100,350,0.2,5500,1100,0.33,9.9,0.8179733333333333,15.897834272470403,558.3091730000001
269,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,4.92591709880654,598.6548710000002
270,1100,350,0.2,5500,1100,0.33,9.9,0.8287573333333333,27.98607559902671,607.6887520000001
271,1100,350,0.2,5500,1100,0.33,9.9,0.8431360000000001,58.699695777975094,444.80046600000003
272,1100,350,0.2,5500,1100,0.33,9.9,0.8287573333333333,11.006192957639144,620.4096320000001
273,1100,350,0.2,5500,1100,0.33,9.9,0.8395413333333334,19.818526805398598,624.8991860000001
274,1100,350,0.2,5500,1100,0.33,9.9,0.8143786666666667,12.683363523761555,575.330571
275,1100,350,0.2,5500,1100,0.33,9.9,0.8107840000000001,7.771676088981129,564.1213349999998
276,1100,350,0.2,5500,1100,0.33,9.9,0.8,16.581836112379218,571.5550999999998
277,1100,350,0.2,5500,1100,0.33,9.9,0.8251626666666667,46.71733102040708,467.989067
278,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,20.266688580171962,581.924952
279,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,12.22910328561577,509.153299
280,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,21.22673892256073,595.484634
281,1100,350,0.2,5500,1100,0.33,9.9,0.8071893333333334,1.4294156311197752,618.7854
282,1100,350,0.2,5500,1100,0.33,9.9,0.8143786666666667,18.66315165625864,535.481682
283,1100,350,0.2,5500,1100,0.33,9.9,0.875488,8.23813317782822,520.884861
284,1100,350,0.2,5500,1100,0.33,9.9,0.8,31.706220254532383,580.98047
285,1100,350,0.2,5500,1100,0.33,9.9,0.8035946666666667,14.953905460740518,603.6342370000001
