,Total PV Energy
1497,615.0067949999999
1498,574.0644599999999
1499,483.504198
1500,521.989375
1501,593.284759
1502,461.61894200000006
1503,444.0998359999999
1504,449.79248600000005
1505,579.638049
1506,451.423804
1507,612.915132
1508,616.836447
1509,618.793003
1510,596.977782
1511,438.987641
1512,619.1498819999999
1513,618.0816230000001
1514,614.792338
1515,623.0780870000001
1516,618.866903
1517,639.008863
1518,639.9106459999999
1519,626.3224789999999
1520,631.542907
1521,642.0337519999999
1522,625.857319
1523,627.756078
1524,633.6112999999999
1525,627.8969529999999
1526,646.280309
1527,624.2084859999999
1528,642.5682959999999
1529,624.820482
1530,640.929314
1531,626.4186129999999
1532,642.446763
1533,638.4069260000001
1534,641.7884710000001
1535,639.349777
1536,635.5924819999999
1537,622.383131
1538,604.212095
1539,646.744468
1540,630.742431
1541,623.582263
1542,650.619763
1543,642.393492
1544,646.4792420000001
1545,640.400746
1546,410.48528600000003
1547,411.67349300000006
1548,419.5105
1549,415.62593599999997
1550,419.323865
1551,418.36960899999997
1552,417.73232599999994
1553,580.7162250000001
1554,604.898067
1555,588.0991130000001
1556,607.501962
1557,618.7034380000001
1558,626.3025140000001
1559,621.48091
1560,642.9111029999999
1561,622.404708
1562,635.683732
1563,643.974424
1564,592.766946
1565,609.69451
1566,621.2951290000001
1567,646.4770970000001
1568,571.772786
1569,573.038978
1570,590.7541880000001
1571,595.21899
1572,609.541524
1573,570.362331
1574,610.6726239999999
1575,598.143192
1576,600.7173170000001
1577,608.122771
1578,580.3499230000001
1579,608.560917
1580,572.7375
1581,605.838751
1582,621.079949
1583,619.06003
1584,477.083052
1585,448.94031200000006
1586,467.925
1587,473.70446
1588,464.53619100000003
1589,485.31144100000006
1590,476.20423900000003
1591,473.232078
1592,465.730384
1593,462.813107
1594,508.35553100000004
1595,466.372994
1596,466.57259099999993
1597,499.88821800000005
1598,473.634122
1599,466.881939
1600,465.327005
1601,462.861939
1602,507.644459
1603,482.7950660000001
1604,499.92046600000003
1605,466.31707600000004
1606,466.89516900000007
1607,464.941017
1608,466.99102
1609,475.75734299999993
1610,492.102364
1611,466.042004
1612,434.586871
1613,465.446386
1614,467.01946899999996
