,FinalElecCode2012,Demand_Name2025,Elevation,HouseHolds,LCOE_SHS2025,LCOE_MG_Hybrid_LowLands2025,LCOE_MG_Hybrid_HighLands2025,LCOE_Grid2025,MinimumOverall2025,MinimumOverallLCOE2025,NewConnections2025,PVcapacity2025,GenSetcapacity2025,Batterycapacity2025,NewCapacity2025,NPC2025,InvestmentCapita2025,InvestmentCost2025,MinGridDist2025
8487,SA_PV2012,Highlands,2228,51.15762032944122,99.0,99.0,0.6787979000000001,99.0,MG_Hybrid_HighLands2025,0.6787979000000001,174.91272,2.3127037999999995,6.4093266,13.643414000000002,22.365444,170638.45,685.0497,119823.91,0.0
8515,SA_PV2012,Highlands,2354,62.58712891223972,99.0,99.0,0.63481784,99.0,MG_Hybrid_HighLands2025,0.63481784,213.99129,3.7536654,7.5150647,14.802110999999998,26.07084,189610.12,604.03143,129257.45,0.0
8781,SA_PV2012,Lowlands,272,62.17296091194496,99.0,0.6993436,99.0,99.0,MG_Hybrid_LowLands2025,0.6993436,212.5752,3.5589129999999995,6.1031995000000006,11.487343,21.149454000000002,167840.92,748.9286,159203.64,0.0
8962,Non,Lowlands,224,56.25387512787135,99.0,0.7228264,99.0,99.0,MG_Hybrid_LowLands2025,0.7228264,192.3373,3.5521479,5.668147,9.568673,18.788969,164878.34,815.9865,156944.64,0.0
9158,SA_Diesel2012,Lowlands,129,58.325167572292045,99.0,0.7089833999999999,99.0,99.0,MG_Hybrid_LowLands2025,0.7089833999999999,199.41924,3.1230477999999997,5.82028,11.247819,20.191147,160359.62,762.36035,152029.31,0.0
9183,Non,Lowlands,154,57.476785438299466,99.0,0.69937134,99.0,99.0,MG_Hybrid_LowLands2025,0.69937134,196.51854,3.017267,5.757906,11.216944999999999,19.992119,156255.25,754.3359,148240.98,0.0
9442,SA_Diesel2012,Lowlands,298,64.44175202257523,99.0,0.6904614,99.0,99.0,MG_Hybrid_LowLands2025,0.6904614,220.33241,3.8721629999999996,6.2700295,11.566956,21.709148000000003,171833.98,740.3416,163121.25,0.0
9847,SA_PV2012,Lowlands,249,113.55930643648682,99.0,0.61332357,99.0,99.0,MG_Hybrid_LowLands2025,0.61332357,388.26996,8.909281,9.881229,16.767597,35.55811,256903.19,630.50366,244805.62,0.0
9854,SA_PV2012,Lowlands,294,63.43740286109697,99.0,0.7201974,99.0,99.0,MG_Hybrid_LowLands2025,0.7201974,216.89845,4.1624017,6.1962657,10.620321,20.978989000000002,180250.33,789.15955,171167.48,0.0
9867,SA_Diesel2012,Lowlands,193,90.78247703689159,99.0,0.66536653,99.0,99.0,MG_Hybrid_LowLands2025,0.66536653,310.39383,6.5414977,8.206657,14.132456,28.880611,225877.84,690.1067,214204.88,0.0
10023,Non,Lowlands,227,52.58514413809196,99.0,0.7073184,99.0,99.0,MG_Hybrid_LowLands2025,0.7073184,179.79355,3.085543,5.3983946,10.073487,18.557425,152988.1,808.1497,145300.11,0.0
10035,SA_Diesel2012,Lowlands,561,62.75678645304132,99.0,0.85214424,99.0,99.0,MG_Hybrid_LowLands2025,0.85214424,214.57135,3.6986396,6.146139,11.405031,21.24981,209330.4,913.7627,196067.3,0.0
10290,SA_PV2012,Highlands,2864,59.3100640429441,99.0,99.0,0.65781635,99.0,MG_Hybrid_HighLands2025,0.65781635,202.78668000000002,3.644854,7.1980844,13.674037,24.516975,187506.72,629.5534700000001,127665.06,0.0
10622,SA_PV2012,Highlands,3765,82.1494875552293,99.0,99.0,0.60934806,99.0,MG_Hybrid_HighLands2025,0.60934806,280.87683,7.984418400000001,9.405698,15.902785,33.2929,232394.7,539.3561,151492.62,0.0
10626,SA_Diesel2012,Highlands,3904,57.88064839047365,99.0,99.0,0.6460383000000001,99.0,MG_Hybrid_HighLands2025,0.6460383000000001,197.89938,5.007395,7.0568266,14.908567000000001,26.972788,178088.66,640.1827400000001,126691.766,0.0
10754,Non,Lowlands,215,56.25387512787135,99.0,0.723629,99.0,99.0,MG_Hybrid_LowLands2025,0.723629,192.3373,3.5034037000000002,5.6681356,9.598258,18.769796,164464.73,813.83606,156531.03,0.0
10799,Non,Lowlands,223,64.81424741785824,99.0,0.70480484,99.0,99.0,MG_Hybrid_LowLands2025,0.70480484,221.606,4.3910290000000005,6.2975154,10.096158,20.784702,179944.86,773.7154,171459.98,0.0
10802,SA_Diesel2012,Lowlands,224,72.37012954702931,99.0,0.68768376,99.0,99.0,MG_Hybrid_LowLands2025,0.68768376,247.44027999999997,4.9698105,6.853003,11.876902000000001,23.699714999999998,192209.0,737.4968,182486.42,0.0
10931,SA_PV2012,Lowlands,143,60.4435260629638,99.0,0.7753061,99.0,99.0,MG_Hybrid_LowLands2025,0.7753061,206.66211,3.3779812000000007,5.976031,11.315168,20.669179999999997,181912.72,829.59863,171446.6,0.0
10933,SA_Diesel2012,Lowlands,156,72.43198928682901,99.0,0.6956698,99.0,99.0,MG_Hybrid_LowLands2025,0.6956698,247.65177999999997,4.3490148,6.857419,12.643919,23.850353,189030.2,722.64734,178964.9,0.0
10950,SA_PV2012,Lowlands,160,54.23007172186489,99.0,0.7309374,99.0,99.0,MG_Hybrid_LowLands2025,0.7309374,185.41772,2.7960494,5.5192175,10.83276,19.148027,156667.1,800.0141,148336.78,0.0
11168,SA_PV2012,Highlands,2808,67.90355470798157,99.0,99.0,0.6557168999999999,99.0,MG_Hybrid_HighLands2025,0.6557168999999999,232.16863999999998,4.45105,8.029645,15.012423499999999,27.493118,211453.69,618.09625,143502.56,0.0
11363,Non,Lowlands,322,61.14551642807885,99.0,0.68853855,99.0,99.0,MG_Hybrid_LowLands2025,0.68853855,209.06226999999998,3.5824644999999995,6.0276947,11.244454,20.854614,164374.47,746.7739999999999,156122.27,0.0
11445,SA_Diesel2012,Lowlands,220,51.362092802003524,99.0,0.73380667,99.0,99.0,MG_Hybrid_LowLands2025,0.73380667,175.61183,2.5826860000000003,5.3083773,10.528969,18.42003,151440.31,816.72205,143426.05,0.0
11458,SA_PV2012,Lowlands,192,65.40936960921397,99.0,0.6928593000000001,99.0,99.0,MG_Hybrid_LowLands2025,0.6928593000000001,223.6408,3.9201827000000007,6.3411436,11.632556,21.893883,173241.98,735.68536,164529.25,0.0
11592,SA_PV2012,Lowlands,250,51.362092802003524,99.0,0.72842073,99.0,99.0,MG_Hybrid_LowLands2025,0.72842073,175.61183,3.1140516,5.3085012,9.771264,18.193817000000003,156072.16,843.0975,148057.89,0.0
11697,Non,Lowlands,209,64.81424741785824,99.0,0.68843853,99.0,99.0,MG_Hybrid_LowLands2025,0.68843853,221.606,4.203256,6.2974744000000005,11.075997000000001,21.576726999999998,174456.66,748.9498,165971.78,0.0
11754,Non,Highlands,4811,51.36223379841635,99.0,99.0,0.6782574,99.0,MG_Hybrid_HighLands2025,0.6782574,175.6123,2.617093,6.429336,12.755022,21.80145,171332.66,671.61127,117943.21,0.0
11773,SA_Diesel2012,Lowlands,183,75.20891471915216,99.0,0.66211367,99.0,99.0,MG_Hybrid_LowLands2025,0.66211367,257.14636,4.698633999999999,7.061602000000001,12.832531,24.592768,186258.0,688.16205,176958.36,0.0
11824,SA_PV2012,Lowlands,135,50.96026265964444,99.0,0.7313424,99.0,99.0,MG_Hybrid_LowLands2025,0.7313424,174.23793,2.4693704,5.2788075999999995,10.610122,18.3583,148813.97,809.01715,140961.47,0.0
11951,SA_PV2012,Lowlands,692,59.31907069186917,99.0,0.7353099,99.0,99.0,MG_Hybrid_LowLands2025,0.7353099,202.81749,4.1349053,5.893566000000001,9.451284,19.479754999999997,178003.88,834.697,169291.14,0.0
11974,SA_PV2012,Lowlands,688,60.778837471170384,99.0,0.7423919,99.0,99.0,MG_Hybrid_LowLands2025,0.7423919,207.80856,4.248031,6.000881,9.756375,20.005287,183001.92,836.2222,173774.14,0.0
12019,SA_PV2012,Highlands,2095,66.63532913377979,99.0,99.0,0.6351693,99.0,MG_Hybrid_HighLands2025,0.6351693,227.83246,4.187817,7.907396,14.605929000000001,26.701143,201631.84,587.6856700000001,133893.88,0.0
12042,SA_PV2012,Lowlands,634,57.703477855172316,99.0,0.6952842,99.0,99.0,MG_Hybrid_LowLands2025,0.6952842,197.29362,4.2224708,5.77482,9.431141,19.42843,167093.97,803.92413,158609.11,0.0
12054,SA_PV2012,Highlands,1082,66.23945642620806,99.0,99.0,0.6351562,99.0,MG_Hybrid_HighLands2025,0.6351562,226.47893,3.7048507000000006,7.8693967,15.165934,26.740181,201061.67,593.1183,134328.8,0.0
12131,SA_Diesel2012,Lowlands,179,65.2552943635433,99.0,0.7191644,99.0,99.0,MG_Hybrid_LowLands2025,0.7191644,223.11397999999997,3.7976635,6.329806,11.8337345,21.961203,179798.06,762.2806400000001,170075.47,0.0
12149,SA_Diesel2012,Highlands,979,79.33131250625533,99.0,99.0,0.6106651,99.0,MG_Hybrid_HighLands2025,0.6106651,271.2412,4.7879605000000005,9.138584,15.942924,29.869469,230981.48,523.2188,141918.52,0.0
12326,SA_Diesel2012,Lowlands,187,58.72584031450067,99.0,0.7285706000000001,99.0,99.0,MG_Hybrid_LowLands2025,0.7285706000000001,200.78916999999998,3.2583637000000003,5.8497580000000005,11.116598,20.22472,166773.98,786.4558,157911.81,0.0
12525,SA_PV2012,Lowlands,225,63.79566858357963,99.0,0.69453007,99.0,99.0,MG_Hybrid_LowLands2025,0.69453007,218.1234,4.198580000000001,6.2226152,10.997978999999999,21.419173999999998,175429.05,763.63605,166566.88,0.0
12563,SA_Diesel2012,Lowlands,220,189.85199090743302,99.0,0.52886873,99.0,99.0,MG_Hybrid_LowLands2025,0.52886873,649.1218,16.669810000000002,15.490302999999999,27.847873999999997,60.00798399999999,375453.22,555.11224,360335.44,0.0
12567,SA_PV2012,Lowlands,221,68.32396213969147,99.0,0.6800161,99.0,99.0,MG_Hybrid_LowLands2025,0.6800161,233.60605,4.4539194,6.5555205,11.554742999999998,22.564182000000002,181023.69,734.79517,171652.61,0.0
12573,SA_Diesel2012,Lowlands,282,89.71710196467346,99.0,0.97489405,99.0,99.0,MG_Hybrid_LowLands2025,0.97489405,306.75122000000005,6.716444500000001,8.128389,13.644495000000001,28.489328000000004,336414.47,1016.6386,311855.12,0.0
12906,Non,Highlands,826,67.26006806796198,99.0,99.0,0.62159395,99.0,MG_Hybrid_HighLands2025,0.62159395,229.9685,3.6661214999999996,7.968538799999999,15.252951999999999,26.887611,200018.5,571.4399,131413.17,0.0
13092,SA_PV2012,Lowlands,321,70.76673360198029,99.0,0.69000876,99.0,99.0,MG_Hybrid_LowLands2025,0.69000876,241.95811,4.3108177,6.735004400000001,12.342887,23.388707999999998,184099.45,721.5573,174586.64,0.0
13264,SA_PV2012,Highlands,3403,80.91350497595343,99.0,99.0,0.59730697,99.0,MG_Hybrid_HighLands2025,0.59730697,276.65088,7.612972999999999,9.286145,16.385529000000002,33.28465,224397.16,532.9671599999999,147445.83,0.0
