,FinalElecCode2012,Demand_Name2025,Elevation,HouseHolds,LCOE_SHS2025,LCOE_MG_Hybrid_LowLands2025,LCOE_MG_Hybrid_HighLands2025,LCOE_Grid2025,MinimumOverall2025,MinimumOverallLCOE2025,NewConnections2025,PVcapacity2025,GenSetcapacity2025,Batterycapacity2025,NewCapacity2025,NPC2025,InvestmentCapita2025,InvestmentCost2025,MinGridDist2025
196,SA_Diesel2012,Lowlands,351,66.47543748483159,99.0,0.5700510999999999,99.0,99.0,MG_Hybrid_LowLands2025,0.5700510999999999,227.28578,1.6311103,6.419839,10.618616000000001,18.669565,159281.61,660.8366,150198.77,0.0
244,SA_Diesel2012,Lowlands,160,78.39887093035661,99.0,0.6554012,99.0,99.0,MG_Hybrid_LowLands2025,0.6554012,268.0531,1.414434,7.2963586,10.946496,19.657288,210974.08,733.2477,196549.33,0.0
257,SA_PV2012,Lowlands,193,51.79557249729663,99.0,0.58641016,99.0,99.0,MG_Hybrid_LowLands2025,0.58641016,177.09393,0.18951185,5.340509,9.191355,14.721375,133405.42,709.42487,125634.836,0.0
271,Non,Highlands,1621,58.699695777975094,99.0,99.0,0.5167108,99.0,MG_Hybrid_HighLands2025,0.5167108,200.69978,-1.0916415000000002,7.1422567,13.428719500000001,19.479333999999998,158400.42,508.43102999999996,102041.99,0.0
400,SA_PV2012,Lowlands,158,80.86358026808682,99.0,0.6743314,99.0,99.0,MG_Hybrid_LowLands2025,0.6743314,276.4802,1.5447856000000002,7.477539500000001,10.97006,19.992386,222211.89,748.27936,206884.4,0.0
434,SA_PV2012,Highlands,4133,54.03068124459283,99.0,99.0,0.5450772,99.0,MG_Hybrid_HighLands2025,0.5450772,184.73598,1.1510477,6.684786999999999,13.937185000000001,21.773020000000002,151737.94,587.5912,108549.24,0.0
435,SA_PV2012,Highlands,4415,63.47532128833297,99.0,99.0,0.5687331,99.0,MG_Hybrid_HighLands2025,0.5687331,217.02809,-0.14464447,7.601375999999999,15.390310999999999,22.847042000000002,179475.94,593.4361,128792.305,0.0
535,SA_PV2012,Lowlands,232,59.1652774448736,99.0,0.59351367,99.0,99.0,MG_Hybrid_LowLands2025,0.59351367,202.29166,1.1183406,5.882398,9.926289,16.927027,150677.22,700.31305,141667.48,0.0
577,SA_Diesel2012,Lowlands,146,52.60126562195483,99.0,0.59493047,99.0,99.0,MG_Hybrid_LowLands2025,0.59493047,179.84868,-0.10777461,5.399685400000001,8.997278,14.289189000000002,136589.36,714.4627,128495.17,0.0
625,SA_PV2012,Highlands,4082,92.49115616860192,99.0,99.0,0.5043537,99.0,MG_Hybrid_HighLands2025,0.5043537,316.23596000000003,4.6798954,10.407776,20.120835999999997,35.208508,229152.75,501.9026,158719.64,0.0
691,SA_PV2012,Lowlands,219,50.99250562444543,99.0,0.63765514,99.0,99.0,MG_Hybrid_LowLands2025,0.63765514,174.34818,0.8200223,5.2815447,9.596366999999999,15.697934,142973.06,770.5029,134335.78,0.0
803,SA_PV2012,Highlands,3689,83.00004349603469,99.0,99.0,0.4750595,99.0,MG_Hybrid_HighLands2025,0.4750595,283.78494,1.6801041,9.492303,17.809351,28.981758000000003,193850.34,456.87207,129653.42,0.0
869,SA_PV2012,Highlands,1654,60.570299348560454,99.0,99.0,0.5465074000000001,99.0,MG_Hybrid_HighLands2025,0.5465074000000001,207.09555,-0.27579653,7.32163,13.511326,20.55716,166357.72,555.1388,114966.78,0.0
922,SA_Diesel2012,Lowlands,193,61.3681432241516,99.0,0.5723269,99.0,99.0,MG_Hybrid_LowLands2025,0.5723269,209.82346,0.49814165,6.044247,9.690362,16.232751999999998,149206.84,669.58246,140494.11,0.0
996,SA_PV2012,Highlands,3792,51.8045791435894,99.0,99.0,0.5553873,99.0,MG_Hybrid_HighLands2025,0.5553873,177.12473,1.3161321000000001,6.4690075,13.516709,21.30185,149696.16,606.5763,107439.664,0.0
1084,SA_Diesel2012,Lowlands,127,63.19024134673556,99.0,0.5720833000000001,99.0,99.0,MG_Hybrid_LowLands2025,0.5720833000000001,216.05337999999998,0.35968506,6.178167299999999,9.577867999999999,16.11572,152657.81,664.8731,143648.08,0.0
1086,SA_PV2012,Lowlands,168,60.160478961013965,99.0,0.57578486,99.0,99.0,MG_Hybrid_LowLands2025,0.57578486,205.69433999999998,0.61109376,5.955488,9.750695,16.317277999999998,147798.42,676.54333,139161.12,0.0
1235,SA_Diesel2012,Lowlands,379,80.69262899365296,99.0,0.5268094,99.0,99.0,MG_Hybrid_LowLands2025,0.5268094,275.8957,2.7953,7.465147999999999,11.657772,21.91822,175155.42,599.3701,165363.62,0.0
1242,SA_PV2012,Lowlands,249,55.547537149130584,99.0,0.68343383,99.0,99.0,MG_Hybrid_LowLands2025,0.68343383,189.92226000000002,0.99021155,5.616428400000001,9.720824,16.327463,164038.25,806.5483,153181.47,0.0
1316,SA_PV2012,Highlands,3847,83.17794844575779,99.0,99.0,0.49275297,99.0,MG_Hybrid_HighLands2025,0.49275297,284.39322000000004,4.399742,9.506721,17.24843,31.154891999999997,202262.28,486.03503,138225.08,0.0
1417,Non,Lowlands,229,72.15170939741701,99.0,0.52814066,99.0,99.0,MG_Hybrid_LowLands2025,0.52814066,246.69348,1.728404,6.8371580000000005,10.766695,19.332256,159185.9,609.0543,150249.73,0.0
1440,SA_Diesel2012,Lowlands,160,50.150105730056325,99.0,0.8046994000000001,99.0,99.0,MG_Hybrid_LowLands2025,0.8046994000000001,171.46793,-0.3226736,5.2194543,8.725657,13.622438,175824.03,950.3908,162961.55,0.0
1551,SA_Diesel2012,Lowlands,181,53.018482836972254,99.0,0.5853215,99.0,99.0,MG_Hybrid_LowLands2025,0.5853215,181.27518,-0.08664010000000001,5.4303550000000005,9.00741,14.351125,135134.61,702.1486,127282.12,0.0
1585,SA_Diesel2012,Lowlands,254,72.3540080660912,99.0,0.54809445,99.0,99.0,MG_Hybrid_LowLands2025,0.54809445,247.38516,1.5950356,6.851995,10.816315,19.263346,164871.14,628.5747700000001,155500.06,0.0
1705,SA_PV2012,Highlands,3754,75.52886382412706,99.0,99.0,0.5591108,99.0,MG_Hybrid_HighLands2025,0.5591108,258.2403,3.242273,8.765495,17.690476999999998,29.698246,210278.17,580.84424,149997.38,0.0
1722,SA_Diesel2012,Lowlands,129,58.26044925072252,99.0,0.825443,99.0,99.0,MG_Hybrid_LowLands2025,0.825443,199.19795,0.13099016,5.815742,9.321442,15.268173999999998,204408.72,948.1677,188873.08,0.0
