,FinalElecCode2012,Demand_Name2025,Elevation,HouseHolds,LCOE_SHS2025,LCOE_MG_Hybrid_LowLands2025,LCOE_MG_Hybrid_HighLands2025,LCOE_Grid2025,MinimumOverall2025,MinimumOverallLCOE2025,NewConnections2025,PVcapacity2025,GenSetcapacity2025,Batterycapacity2025,NewCapacity2025,NPC2025,InvestmentCapita2025,InvestmentCost2025,MinGridDist2025,X_deg,Y_deg
2144,SA_PV2012,SHS,1983,8.174522640927364,0.35,99.0,99.0,99.0,SHS2025,0.35,27.949463,3.269809,0.0,8.991975,12.261784,13005.665,378.17035,10569.658000000001,0.0,-64.10606999999999,-18.271696
2145,MG_Diesel2012,SHS,2036,15.763805170146892,0.35,99.0,99.0,99.0,SHS2025,0.35,53.897934,6.305522,0.0,17.340185,23.645708,25080.215,378.17035,20382.6,0.0,-64.0907,-18.527794
2147,Non,SHS,970,7.337461970784513,0.35,99.0,99.0,99.0,SHS2025,0.35,25.087473000000003,2.9349847000000002,0.0,8.071208,11.006193,11673.902,378.17035,9487.338,0.0,-63.82635,-21.602394
2153,MG_Diesel2012,SHS,545,11.84020441364429,0.35,99.0,99.0,99.0,SHS2025,0.35,40.482773,4.7360815999999994,0.0,13.024225,17.760307,18837.766,378.17035,15309.385,0.0,-63.67013000000001,-19.091516
2154,SA_PV2012,SHS,143,7.971066557478946,0.35,99.0,99.0,99.0,SHS2025,0.35,27.253826,3.1884267000000004,0.0,8.768172999999999,11.9566,12681.966999999999,378.17035,10306.589,0.0,-64.475914,-12.8355465
2155,SA_Diesel2012,SHS,163,1.4294156311197752,0.35,99.0,99.0,99.0,SHS2025,0.35,4.8873067,0.57176626,0.0,1.5723572000000001,2.1441236,2274.2002,378.17035,1848.2344,0.0,-65.01435,-15.112523999999999
2156,SA_PV2012,SHS,161,16.728937507825894,0.35,99.0,99.0,99.0,SHS2025,0.35,57.19781,6.691575,0.0,18.40183,25.093407,26615.74,378.17035,21630.516,0.0,-66.4286,-12.885247
2157,SA_Diesel2012,SHS,149,5.549498626988761,0.35,99.0,99.0,99.0,SHS2025,0.35,18.974258,2.2197994999999997,0.0,6.1044483,8.324247999999999,8829.252,378.17035,7175.5019999999995,0.0,-65.05713,-14.58615
2159,Non,SHS,530,8.56037229876114,0.35,99.0,99.0,99.0,SHS2025,0.35,29.268719,3.424149,0.0,9.4164095,12.840558,13619.553,378.17035,11068.562,0.0,-67.06959499999999,-15.325197
2160,Non,SHS,247,9.783282629662516,0.35,99.0,99.0,99.0,SHS2025,0.35,33.449963000000004,3.9133132000000006,0.0,10.761611,14.674923999999999,15565.203000000001,378.17035,12649.784,0.0,-62.492743999999995,-13.577281
2161,SA_Diesel2012,SHS,162,10.228536207184241,0.35,99.0,99.0,99.0,SHS2025,0.35,34.97233,4.0914145,0.0,11.2513895,15.342804000000001,16273.601999999999,378.17035,13225.497,0.0,-65.03429,-14.883123999999999
2162,SA_PV2012,SHS,187,13.890152359101064,0.35,99.0,99.0,99.0,SHS2025,0.35,47.491737,5.556061,0.0,15.279167000000001,20.835228,22099.232000000004,378.17035,17959.967,0.0,-66.56156,-14.949784
2163,Non,SHS,308,23.23529624325491,0.35,99.0,99.0,99.0,SHS2025,0.35,79.443665,9.294119,0.0,25.558826,34.852942999999996,36967.355,378.17035,30043.237999999998,0.0,-66.71534,-15.564044
2165,SA_Diesel2012,SHS,142,1.8424262353587468,0.35,99.0,99.0,99.0,SHS2025,0.35,6.2994285,0.7369705,0.0,2.0266688000000004,2.7636395,2931.3,378.17035,2382.257,0.0,-63.945930000000004,-13.393718
2166,SA_Diesel2012,SHS,169,12.079093687067944,0.35,99.0,99.0,99.0,SHS2025,0.35,41.299557,4.8316374,0.0,13.2870035,18.11864,19217.838,378.17035,15618.268999999998,0.0,-67.01069,-12.983417999999999
2167,Non,SHS,195,25.681116899208174,0.35,99.0,99.0,99.0,SHS2025,0.35,87.80615,10.272447,0.0,28.249229999999997,38.521675,40858.656,378.17035,33205.684,0.0,-66.59673000000001,-14.734145000000002
2169,Non,SHS,4013,1.2229103285615772,0.35,99.0,99.0,99.0,SHS2025,0.35,4.1812453000000005,0.48916414,0.0,1.3452013999999999,1.8343654999999999,1945.6504,378.17035,1581.223,0.0,-66.78518000000001,-17.750801
2170,SA_PV2012,SHS,721,15.294439848951145,0.35,99.0,99.0,99.0,SHS2025,0.35,52.29313,6.117776,0.0,16.823883,22.94166,24333.452999999998,378.17035,19775.71,0.0,-64.638565,-17.337318
2173,SA_PV2012,SHS,251,44.936482502774886,0.35,99.0,99.0,99.0,SHS2025,0.35,153.64206000000001,17.974592,0.0,49.43013,67.404724,71493.945,378.17035,58102.87,0.0,-64.38666500000001,-17.217054
2174,SA_PV2012,SHS,2439,0.20650530255819846,0.35,99.0,99.0,99.0,SHS2025,0.35,0.70606107,0.08260212,0.0,0.22715583,0.30975795,328.54992999999996,378.17035,267.01135,0.0,-64.57609000000001,-18.48235
2175,SA_PV2012,SHS,2823,27.778553880154423,0.35,99.0,99.0,99.0,SHS2025,0.35,94.977486,11.111422,0.0,30.556409999999996,41.66783,44195.68,378.17035,35917.67,0.0,-66.349556,-16.785845000000002
2176,Non,SHS,3830,14.674923941569025,0.35,99.0,99.0,99.0,SHS2025,0.35,50.174946000000006,5.8699694000000004,0.0,16.142416,22.012386,23347.805,378.17035,18974.676,0.0,-66.72150400000001,-17.449935999999997
2177,Non,SHS,2620,4.891641314831258,0.35,99.0,99.0,99.0,SHS2025,0.35,16.724981,1.9566566000000003,0.0,5.3808055,7.3374619999999995,7782.6016,378.17035,6324.892,0.0,-65.08606999999999,-18.585766
2178,SA_PV2012,SHS,3597,4.081741590216176,0.35,99.0,99.0,99.0,SHS2025,0.35,13.955858,1.6326966,0.0,4.489916,6.1226125,6494.0509999999995,378.17035,5277.691999999999,0.0,-66.57791999999999,-16.791777
2183,Non,SHS,2733,29.34984788898755,0.35,99.0,99.0,99.0,SHS2025,0.35,100.34989,11.739939,0.0,32.284832,44.024772999999996,46695.61,378.17035,37949.35,0.0,-66.21721,-17.688074
2186,SA_PV2012,SHS,3576,20.202202653494766,0.35,99.0,99.0,99.0,SHS2025,0.35,69.073235,8.080881,0.0,22.222424,30.303304999999998,32141.705,378.17035,26121.447,0.0,-66.599976,-17.478851000000002
2188,SA_PV2012,SHS,2379,23.441801545228163,0.35,99.0,99.0,99.0,SHS2025,0.35,80.14973,9.376719999999999,0.0,25.785982,35.1627,37295.906,378.17035,30310.25,0.0,-66.24919,-17.700570000000003
2189,Non,SHS,3722,29.34984788898755,0.35,99.0,99.0,99.0,SHS2025,0.35,100.34989,11.739939,0.0,32.284832,44.024772999999996,46695.61,378.17035,37949.35,0.0,-66.574066,-17.64636
2191,Non,SHS,2261,4.891641314831258,0.35,99.0,99.0,99.0,SHS2025,0.35,16.724981,1.9566566000000003,0.0,5.3808055,7.3374619999999995,7782.6016,378.17035,6324.892,0.0,-64.46602,-18.491764
2192,SA_PV2012,SHS,3717,2.2574696497052957,0.35,99.0,99.0,99.0,SHS2025,0.35,7.718501,0.90298784,0.0,2.4832165,3.3862045,3591.6343,378.17035,2918.9082,0.0,-66.528145,-16.808159
2194,Non,SHS,2925,29.34984788898755,0.35,99.0,99.0,99.0,SHS2025,0.35,100.34989,11.739939,0.0,32.284832,44.024772999999996,46695.61,378.17035,37949.35,0.0,-66.516335,-17.49298
2199,SA_PV2012,SHS,414,7.960027095229084,0.35,99.0,99.0,99.0,SHS2025,0.35,27.216082,3.1840107000000004,0.0,8.75603,11.940041,12664.403,378.17035,10292.315,0.0,-62.545727,-20.754826
2200,Non,SHS,1069,3.668730986854632,0.35,99.0,99.0,99.0,SHS2025,0.35,12.543736,1.4674923,0.0,4.035604,5.503096599999999,5836.951,378.17035,4743.669,0.0,-64.13608599999999,-20.50929
2213,Non,SHS,3953,4.891641314831258,0.35,99.0,99.0,99.0,SHS2025,0.35,16.724981,1.9566566000000003,0.0,5.3808055,7.3374619999999995,7782.6016,378.17035,6324.892,0.0,-69.01649499999999,-15.196307000000001
2215,SA_Diesel2012,SHS,3833,4.514939302335344,0.35,99.0,99.0,99.0,SHS2025,0.35,15.437002,1.8059756999999999,0.0,4.966433,6.772409,7183.2686,378.17035,5837.8164,0.0,-68.61832,-15.71388
2216,Non,SHS,3827,18.343654928423657,0.35,99.0,99.0,99.0,SHS2025,0.35,62.718680000000006,7.3374619999999995,0.0,20.17802,27.515482000000002,29184.756,378.17035,23718.346,0.0,-68.60153000000001,-17.286001000000002
2217,SA_PV2012,SHS,3764,9.809427172037589,0.35,99.0,99.0,99.0,SHS2025,0.35,33.539356,3.923771,0.0,10.79037,14.714141,15606.798999999999,378.17035,12683.589,0.0,-67.90131,-17.571487
2224,Non,SHS,4230,41.57895116875382,0.35,99.0,99.0,99.0,SHS2025,0.35,142.16234,16.63158,0.0,45.736847,62.368427000000004,66152.11,378.17035,53761.582,0.0,-68.3522,-16.960739999999998
2228,Non,SHS,2130,4.891641314831258,0.35,99.0,99.0,99.0,SHS2025,0.35,16.724981,1.9566566000000003,0.0,5.3808055,7.3374619999999995,7782.6016,378.17035,6324.892,0.0,-67.69142,-16.918535000000002
2230,SA_PV2012,SHS,596,3.87523628882788,0.35,99.0,99.0,99.0,SHS2025,0.35,13.249798,1.5500945,0.0,4.2627597,5.8128543,6165.501,378.17035,5010.6807,0.0,-67.48321,-15.483158
2231,SA_PV2012,SHS,4075,2.8588312628245007,0.35,99.0,99.0,99.0,SHS2025,0.35,9.774613,1.1435325,0.0,3.1447144000000002,4.288247,4548.4004,378.17035,3696.4688,0.0,-68.18394,-17.7676
2232,SA_PV2012,SHS,3802,18.37589791662264,0.35,99.0,99.0,99.0,SHS2025,0.35,62.828922,7.350359,0.0,20.213488,27.563846999999996,29236.053,378.17035,23760.035,0.0,-67.60614,-18.848029999999998
2235,SA_PV2012,SHS,3701,1.6349045287704231,0.35,99.0,99.0,99.0,SHS2025,0.35,5.589892400000001,0.65396184,0.0,1.798395,2.4523568,2601.133,378.17035,2113.9316,0.0,-67.23039,-19.16912
2236,SA_PV2012,SHS,3819,8.975415715447486,0.35,99.0,99.0,99.0,SHS2025,0.35,30.687790000000003,3.5901663,0.0,9.872957000000001,13.463123000000001,14279.886999999999,378.17035,11605.213,0.0,-67.61010999999999,-18.279146
2237,Non,SHS,3984,1.2229103285615772,0.35,99.0,99.0,99.0,SHS2025,0.35,4.1812453000000005,0.48916414,0.0,1.3452013999999999,1.8343654999999999,1945.6504,378.17035,1581.223,0.0,-68.27225,-17.731370000000002
2239,Non,SHS,3915,4.891641314831258,0.35,99.0,99.0,99.0,SHS2025,0.35,16.724981,1.9566566000000003,0.0,5.3808055,7.3374619999999995,7782.6016,378.17035,6324.892,0.0,-68.305725,-17.751293
2240,SA_PV2012,SHS,3724,16.509218938252314,0.35,99.0,99.0,99.0,SHS2025,0.35,56.446569999999994,6.603688000000001,0.0,18.160141,24.763828,26266.167999999998,378.17035,21346.42,0.0,-67.43316,-17.854214000000002
2244,Non,SHS,3731,2.4458206571231544,0.35,99.0,99.0,99.0,SHS2025,0.35,8.362491,0.9783283000000002,0.0,2.6904027000000004,3.6687309999999997,3891.3008,378.17035,3162.446,0.0,-67.78564,-18.756678
2245,SA_PV2012,SHS,4158,20.79949864288912,0.35,99.0,99.0,99.0,SHS2025,0.35,71.11544,8.319799,0.0,22.879448,31.199246999999996,33092.004,378.17035,26893.752,0.0,-66.78819,-17.808270999999998
2246,Non,SHS,3947,7.337461970784513,0.35,99.0,99.0,99.0,SHS2025,0.35,25.087473000000003,2.9349847000000002,0.0,8.071208,11.006193,11673.902,378.17035,9487.338,0.0,-68.26816,-17.728603
2247,Non,SHS,4160,9.783282629662516,0.35,99.0,99.0,99.0,SHS2025,0.35,33.449963000000004,3.9133132000000006,0.0,10.761611,14.674923999999999,15565.203000000001,378.17035,12649.784,0.0,-67.75197,-17.995892
2248,SA_PV2012,SHS,3743,5.098146616512031,0.35,99.0,99.0,99.0,SHS2025,0.35,17.431044,2.0392587,0.0,5.607961,7.64722,8111.1514,378.17035,6591.904,0.0,-67.58664,-18.992819
2249,Non,SHS,173,2.4458206571231544,0.35,99.0,99.0,99.0,SHS2025,0.35,8.362491,0.9783283000000002,0.0,2.6904027000000004,3.6687309999999997,3891.3008,378.17035,3162.446,0.0,-67.34779,-11.636432000000001
2250,MG_Diesel2012,SHS,255,4.119066588914112,0.35,99.0,99.0,99.0,SHS2025,0.35,14.083476000000001,1.6476266,0.0,4.530973400000001,6.1786,6553.435,378.17035,5325.953,0.0,-68.78116999999999,-11.706676
2251,Non,SHS,155,1.2229103285615772,0.35,99.0,99.0,99.0,SHS2025,0.35,4.1812453000000005,0.48916414,0.0,1.3452013999999999,1.8343654999999999,1945.6504,378.17035,1581.223,0.0,-67.38988,-11.532423
2252,SA_Diesel2012,SHS,170,5.7176625256490015,0.35,99.0,99.0,99.0,SHS2025,0.35,19.549227,2.287065,0.0,6.2894287,8.576494,9096.801,378.17035,7392.9375,0.0,-67.08426,-11.1849165
2254,Non,SHS,3995,4.891641314831258,0.35,99.0,99.0,99.0,SHS2025,0.35,16.724981,1.9566566000000003,0.0,5.3808055,7.3374619999999995,7782.6016,378.17035,6324.892,0.0,-65.66158,-18.979904
2258,Non,SHS,3177,1.2229103285615772,0.35,99.0,99.0,99.0,SHS2025,0.35,4.1812453000000005,0.48916414,0.0,1.3452013999999999,1.8343654999999999,1945.6504,378.17035,1581.223,0.0,-66.04196999999999,-18.046469000000002
2264,Non,SHS,3989,7.337461970784513,0.35,99.0,99.0,99.0,SHS2025,0.35,25.087473000000003,2.9349847000000002,0.0,8.071208,11.006193,11673.902,378.17035,9487.338,0.0,-66.61231,-19.727724
2266,SA_PV2012,SHS,4181,39.85533275814722,0.35,99.0,99.0,99.0,SHS2025,0.35,136.26913000000002,15.942132999999998,0.0,43.840866,59.783,63409.835999999996,378.17035,51532.945,0.0,-68.55450400000001,-20.236853
2268,SA_PV2012,SHS,3131,7.5429508675577335,0.35,99.0,99.0,99.0,SHS2025,0.35,25.790058,3.0171804,0.0,8.297246000000001,11.314426,12000.835,378.17035,9753.035,0.0,-65.556404,-19.179216
2269,Non,SHS,4316,7.337461970784513,0.35,99.0,99.0,99.0,SHS2025,0.35,25.087473000000003,2.9349847000000002,0.0,8.071208,11.006193,11673.902,378.17035,9487.338,0.0,-65.59843000000001,-19.752903
2270,Non,SHS,3596,7.337461970784513,0.35,99.0,99.0,99.0,SHS2025,0.35,25.087473000000003,2.9349847000000002,0.0,8.071208,11.006193,11673.902,378.17035,9487.338,0.0,-65.88224,-19.101715
2274,Non,SHS,3063,6.114551642807884,0.35,99.0,99.0,99.0,SHS2025,0.35,20.906226999999998,2.4458206000000002,0.0,6.726007000000001,9.171827,9728.252,378.17035,7906.115,0.0,-65.767624,-18.697226999999998
2275,Non,SHS,3590,35.464399528870686,0.35,99.0,99.0,99.0,SHS2025,0.35,121.25612,14.18576,0.0,39.01084,53.196598,56423.86,378.17035,45855.47,0.0,-66.00845,-18.491776
2279,SA_PV2012,SHS,3318,35.49678349300921,0.35,99.0,99.0,99.0,SHS2025,0.35,121.366844,14.198713,0.0,39.046463,53.245174,56475.383,378.17035,45897.34,0.0,-65.97661,-18.178385000000002
2280,SA_PV2012,SHS,3588,7.5429508675577335,0.35,99.0,99.0,99.0,SHS2025,0.35,25.790058,3.0171804,0.0,8.297246000000001,11.314426,12000.835,378.17035,9753.035,0.0,-66.23776,-21.715139999999998
2281,SA_PV2012,SHS,3197,0.4130106051163969,0.35,99.0,99.0,99.0,SHS2025,0.35,1.4121221000000002,0.16520424,0.0,0.45431167,0.6195159,657.09985,378.17035,534.0227,0.0,-65.40316,-20.812454000000002
2285,SA_Diesel2012,SHS,4056,10.613369458355617,0.35,99.0,99.0,99.0,SHS2025,0.35,36.288109999999996,4.245348,0.0,11.674706,15.920054,16885.871,378.17035,13723.087,0.0,-66.13561999999999,-21.099445000000003
2287,Non,SHS,4370,4.891641314831258,0.35,99.0,99.0,99.0,SHS2025,0.35,16.724981,1.9566566000000003,0.0,5.3808055,7.3374619999999995,7782.6016,378.17035,6324.892,0.0,-66.63053000000001,-19.531408
2288,SA_Diesel2012,SHS,394,47.30677774347835,0.35,99.0,99.0,99.0,SHS2025,0.35,161.74632,18.922710000000002,0.0,52.037457,70.96016999999999,75265.086,378.17035,61167.664000000004,0.0,-61.226204,-16.79149
2290,SA_Diesel2012,SHS,562,9.17988820614326,0.35,99.0,99.0,99.0,SHS2025,0.35,31.386902000000003,3.6719553,0.0,10.0978775,13.769832999999998,14605.202,378.17035,11869.596000000001,0.0,-62.553608,-16.219676999999997
2291,MG_Diesel2012,SHS,1553,3.480379977681922,0.35,99.0,99.0,99.0,SHS2025,0.35,11.899747,1.392152,0.0,3.828418,5.2205699999999995,5537.2847,378.17035,4500.1313,0.0,-64.23881,-17.999796
2292,SA_PV2012,SHS,242,2.653342365466329,0.35,99.0,99.0,99.0,SHS2025,0.35,9.072027,1.061337,0.0,2.9186766,3.9800136,4221.468,378.17035,3430.7717,0.0,-63.216167000000006,-16.989513
2293,SA_Diesel2012,SHS,1121,7.5429508675577335,0.35,99.0,99.0,99.0,SHS2025,0.35,25.790058,3.0171804,0.0,8.297246000000001,11.314426,12000.835,378.17035,9753.035,0.0,-63.369427,-19.537369
2294,SA_Diesel2012,SHS,746,0.20650530255819846,0.35,99.0,99.0,99.0,SHS2025,0.35,0.70606107,0.08260212,0.0,0.22715583,0.30975795,328.54992999999996,378.17035,267.01135,0.0,-63.15874,-20.417606
2296,SA_PV2012,SHS,437,0.20650530255819846,0.35,99.0,99.0,99.0,SHS2025,0.35,0.70606107,0.08260212,0.0,0.22715583,0.30975795,328.54992999999996,378.17035,267.01135,0.0,-62.406586,-16.143627
2297,SA_PV2012,SHS,226,35.901662849506,0.35,99.0,99.0,99.0,SHS2025,0.35,122.75116000000001,14.360665,0.0,39.49183,53.852493,57119.547,378.17035,46420.85,0.0,-64.01227,-16.8303
2299,SA_Diesel2012,SHS,451,0.20650530255819846,0.35,99.0,99.0,99.0,SHS2025,0.35,0.70606107,0.08260212,0.0,0.22715583,0.30975795,328.54992999999996,378.17035,267.01135,0.0,-62.39825,-16.270834
2300,SA_Diesel2012,SHS,273,0.20650530255819846,0.35,99.0,99.0,99.0,SHS2025,0.35,0.70606107,0.08260212,0.0,0.22715583,0.30975795,328.54992999999996,378.17035,267.01135,0.0,-62.465424,-17.44519
2301,Non,SHS,600,20.78947558730166,0.35,99.0,99.0,99.0,SHS2025,0.35,71.08117,8.31579,0.0,22.868423,31.184214,33076.055,378.17035,26880.791,0.0,-63.98356,-21.183247
2302,Non,SHS,193,9.783282629662516,0.35,99.0,99.0,99.0,SHS2025,0.35,33.449963000000004,3.9133132000000006,0.0,10.761611,14.674923999999999,15565.203000000001,378.17035,12649.784,0.0,-64.71446,-16.707773
2303,SA_Diesel2012,SHS,354,2.0489315387943705,0.35,99.0,99.0,99.0,SHS2025,0.35,7.005489999999999,0.8195726000000001,0.0,2.2538247000000005,3.0733973999999997,3259.85,378.17035,2649.2686,0.0,-60.21799,-17.757896
2305,MG_Diesel2012,SHS,251,19.177666387353554,0.35,99.0,99.0,99.0,SHS2025,0.35,65.57024399999999,7.6710668,0.0,21.095432000000002,28.7665,30511.667999999998,378.17035,24796.722999999998,0.0,-62.6061,-16.829012
2306,SA_PV2012,SHS,443,3.684852473642244,0.35,99.0,99.0,99.0,SHS2025,0.35,12.598857,1.473941,0.0,4.053337600000001,5.527279,5862.6,378.17035,4764.514,0.0,-61.827923,-16.864807
2307,SA_PV2012,SHS,221,14.880412841266999,0.35,99.0,99.0,99.0,SHS2025,0.35,50.877533,5.952165,0.0,16.368454,22.32062,23674.736,378.17035,19240.373,0.0,-61.906776,-14.497501999999999
2308,SA_Diesel2012,SHS,558,9.990804336543317,0.35,99.0,99.0,99.0,SHS2025,0.35,34.1595,3.9963217,0.0,10.989884,14.986206,15895.37,378.17035,12918.11,0.0,-62.107925,-16.214085
2309,Non,SHS,503,3.668730986854632,0.35,99.0,99.0,99.0,SHS2025,0.35,12.543736,1.4674923,0.0,4.035604,5.503096599999999,5836.951,378.17035,4743.669,0.0,-62.721825,-20.454466
2310,SA_PV2012,SHS,523,0.20650530255819846,0.35,99.0,99.0,99.0,SHS2025,0.35,0.70606107,0.08260212,0.0,0.22715583,0.30975795,328.54992999999996,378.17035,267.01135,0.0,-62.422527,-16.191479
2311,SA_Diesel2012,SHS,468,6.525529436354329,0.35,99.0,99.0,99.0,SHS2025,0.35,22.3114,2.6102117999999996,0.0,7.1780824999999995,9.788294,10382.117,378.17035,8437.51,0.0,-60.989132,-16.687788
2314,SA_PV2012,SHS,3207,0.6195159073821203,0.35,99.0,99.0,99.0,SHS2025,0.35,2.1181831,0.24780637,0.0,0.6814675,0.92927384,985.6498,378.17035,801.03406,0.0,-65.1489,-21.076317
2315,SA_PV2012,SHS,2024,0.6195159073821203,0.35,99.0,99.0,99.0,SHS2025,0.35,2.1181831,0.24780637,0.0,0.6814675,0.92927384,985.6498,378.17035,801.03406,0.0,-64.75409,-21.991814
2320,SA_PV2012,SHS,179,0.4130106051163969,0.35,99.0,99.0,99.0,SHS2025,0.35,1.4121221000000002,0.16520424,0.0,0.45431167,0.6195159,657.09985,378.17035,534.0227,0.0,-63.959442,-15.198879000000002
2322,SA_PV2012,SHS,4110,13.67057478594028,0.35,99.0,99.0,99.0,SHS2025,0.35,46.740982,5.46823,0.0,15.037632,20.505861,21749.885,378.17035,17676.053,0.0,-68.29581,-18.199656
2326,SA_PV2012,SHS,3097,9.990804336543317,0.35,99.0,99.0,99.0,SHS2025,0.35,34.1595,3.9963217,0.0,10.989884,14.986206,15895.37,378.17035,12918.11,0.0,-66.66781,-17.350206
2329,Non,SHS,186,31.795668539091306,0.35,99.0,99.0,99.0,SHS2025,0.35,108.71238000000001,12.718266999999999,0.0,34.975235,47.693504,50586.91,378.17035,41111.8,0.0,-66.984985,-14.520999
2330,Non,SHS,685,4.891641314831258,0.35,99.0,99.0,99.0,SHS2025,0.35,16.724981,1.9566566000000003,0.0,5.3808055,7.3374619999999995,7782.6016,378.17035,6324.892,0.0,-67.10503,-15.222729999999999
2331,SA_Diesel2012,SHS,129,11.417170751185589,0.35,99.0,99.0,99.0,SHS2025,0.35,39.03638,4.566868299999999,0.0,12.5588875,17.125754999999998,18164.718999999997,378.17035,14762.401000000002,0.0,-66.1684,-11.425189
2333,SA_PV2012,SHS,161,4.288246891312001,0.35,99.0,99.0,99.0,SHS2025,0.35,14.66192,1.7152988,0.0,4.717071499999999,6.43237,6822.6006,378.17035,5544.703,0.0,-61.85556,-13.540386999999999
2334,Non,SHS,182,9.783282629662516,0.35,99.0,99.0,99.0,SHS2025,0.35,33.449963000000004,3.9133132000000006,0.0,10.761611,14.674923999999999,15565.203000000001,378.17035,12649.784,0.0,-65.59504,-15.824696
2335,SA_Diesel2012,SHS,181,1.6349045287704231,0.35,99.0,99.0,99.0,SHS2025,0.35,5.589892400000001,0.65396184,0.0,1.798395,2.4523568,2601.133,378.17035,2113.9316,0.0,-65.6277,-15.734318
2336,SA_Diesel2012,SHS,137,2.653342365466329,0.35,99.0,99.0,99.0,SHS2025,0.35,9.072027,1.061337,0.0,2.9186766,3.9800136,4221.468,378.17035,3430.7717,0.0,-64.33782,-13.107104
2337,SA_PV2012,SHS,194,25.92799641489448,0.35,99.0,99.0,99.0,SHS2025,0.35,88.65026,10.371199,0.0,28.520796,38.891994,41251.44,378.17035,33524.9,0.0,-65.70324000000001,-15.918673499999999
2338,SA_Diesel2012,SHS,136,1.4455371152751135,0.35,99.0,99.0,99.0,SHS2025,0.35,4.9424269999999995,0.5782148,0.0,1.5900908999999999,2.1683056,2299.8496,378.17035,1869.0795,0.0,-64.391205,-13.097135
2341,SA_Diesel2012,SHS,161,3.097579536910602,0.35,99.0,99.0,99.0,SHS2025,0.35,10.590916,1.2390318,0.0,3.4073373999999994,4.6463695,4928.249,378.17035,4005.1704,0.0,-64.66761,-15.156339000000001
2342,SA_PV2012,SHS,747,6.734067550190005,0.35,99.0,99.0,99.0,SHS2025,0.35,23.02441,2.693627,0.0,7.407474499999999,10.101101,10713.901000000002,378.17035,8707.149,0.0,-67.23224,-14.743534
2343,SA_PV2012,SHS,202,7.5429508675577335,0.35,99.0,99.0,99.0,SHS2025,0.35,25.790058,3.0171804,0.0,8.297246000000001,11.314426,12000.835,378.17035,9753.035,0.0,-66.6098,-14.754713
2345,SA_PV2012,SHS,2514,15.085901738332696,0.35,99.0,99.0,99.0,SHS2025,0.35,51.580116,6.034361,0.0,16.594492000000002,22.628853,24001.67,378.17035,19506.07,0.0,-64.39871,-18.521282
2349,Non,SHS,3547,17.12074460044703,0.35,99.0,99.0,99.0,SHS2025,0.35,58.537437,6.848298,0.0,18.832819,25.681116,27239.105,378.17035,22137.123,0.0,-66.5972,-17.436687
2352,Non,SHS,2252,9.783282629662516,0.35,99.0,99.0,99.0,SHS2025,0.35,33.449963000000004,3.9133132000000006,0.0,10.761611,14.674923999999999,15565.203000000001,378.17035,12649.784,0.0,-64.97389,-18.281551
2355,SA_PV2012,SHS,488,8.022480217355735,0.35,99.0,99.0,99.0,SHS2025,0.35,27.429615000000002,3.208992,0.0,8.824728,12.033719999999999,12763.766000000001,378.17035,10373.067,0.0,-64.368034,-17.379189
2356,Non,SHS,3366,1.2229103285615772,0.35,99.0,99.0,99.0,SHS2025,0.35,4.1812453000000005,0.48916414,0.0,1.3452013999999999,1.8343654999999999,1945.6504,378.17035,1581.223,0.0,-66.32412,-17.909704
2359,SA_PV2012,SHS,2187,16.509218938252314,0.35,99.0,99.0,99.0,SHS2025,0.35,56.446569999999994,6.603688000000001,0.0,18.160141,24.763828,26266.167999999998,378.17035,21346.42,0.0,-64.35676600000001,-19.335442999999998
2361,SA_PV2012,SHS,1573,6.734067550190005,0.35,99.0,99.0,99.0,SHS2025,0.35,23.02441,2.693627,0.0,7.407474499999999,10.101101,10713.901000000002,378.17035,8707.149,0.0,-64.26686,-19.035204
2362,SA_PV2012,SHS,2795,21.408991491759032,0.35,99.0,99.0,99.0,SHS2025,0.35,73.19935600000001,8.563597,0.0,23.549889999999998,32.113487,34061.707,378.17035,27681.826,0.0,-65.33469000000001,-19.18842
2363,SA_PV2012,SHS,1002,11.828148547656784,0.35,99.0,99.0,99.0,SHS2025,0.35,40.44155,4.7312593000000005,0.0,13.010963,17.742224,18818.584,378.17035,15293.796,0.0,-63.70033299999999,-20.286686
2365,SA_Diesel2012,SHS,2510,24.65658063306696,0.35,99.0,99.0,99.0,SHS2025,0.35,84.30317,9.862632000000001,0.0,27.122238,36.98487,39228.62,378.17035,31880.959,0.0,-64.78954,-20.628933
2371,SA_Diesel2012,SHS,764,45.466384332558434,0.35,99.0,99.0,99.0,SHS2025,0.35,155.45383999999999,18.186554,0.0,50.013023,68.19958000000001,72337.016,378.17035,58788.035,0.0,-67.635315,-15.444053
2372,MG_Diesel2012,SHS,224,1.0325265113286155,0.35,99.0,99.0,99.0,SHS2025,0.35,3.5303053999999996,0.41301059999999995,0.0,1.1357791000000002,1.5487897,1642.7496,378.17035,1335.0568,0.0,-68.1839,-13.409978
2374,Non,SHS,3879,8.56037229876114,0.35,99.0,99.0,99.0,SHS2025,0.35,29.268719,3.424149,0.0,9.4164095,12.840558,13619.553,378.17035,11068.562,0.0,-67.72917,-17.00147
2378,SA_PV2012,SHS,3984,6.525529436354329,0.35,99.0,99.0,99.0,SHS2025,0.35,22.3114,2.6102117999999996,0.0,7.1780824999999995,9.788294,10382.117,378.17035,8437.51,0.0,-69.27547,-17.245079
