,FinalElecCode2012,Demand_Name2025,Elevation,HouseHolds,LCOE_SHS2025,LCOE_MG_Hybrid_LowLands2025,LCOE_MG_Hybrid_HighLands2025,LCOE_Grid2025,MinimumOverall2025,MinimumOverallLCOE2025,NewConnections2025,PVcapacity2025,GenSetcapacity2025,Batterycapacity2025,NewCapacity2025,NPC2025,InvestmentCapita2025,InvestmentCost2025,MinGridDist2025,X_deg,Y_deg
6882,SA_PV2012,SHS,3705,15.539145546125589,0.35,99.0,99.0,99.0,SHS2025,0.35,53.1298,6.215658,0.0,17.09306,23.308718,24722.781000000003,378.17035,20092.115,0.0,-67.47548,-19.321663
6884,Non,SHS,3771,3.668730986854632,0.35,99.0,99.0,99.0,SHS2025,0.35,12.543736,1.4674923,0.0,4.035604,5.503096599999999,5836.951,378.17035,4743.669,0.0,-67.27141999999999,-18.898489
6885,Non,SHS,3726,18.343654928423657,0.35,99.0,99.0,99.0,SHS2025,0.35,62.718680000000006,7.3374619999999995,0.0,20.17802,27.515482000000002,29184.756,378.17035,23718.346,0.0,-66.839096,-19.314870000000003
6889,Non,SHS,4394,24.458206571231536,0.35,99.0,99.0,99.0,SHS2025,0.35,83.62491,9.783282,0.0,26.904028000000004,36.68731,38913.008,378.17035,31624.46,0.0,-66.84115600000001,-18.01911
6890,SA_PV2012,SHS,3705,28.588312628245014,0.35,99.0,99.0,99.0,SHS2025,0.35,97.74613000000001,11.435325,0.0,31.447144,42.88247,45484.004,378.17035,36964.687999999995,0.0,-67.35486,-18.656315
6891,SA_PV2012,SHS,4068,21.425112993170398,0.35,99.0,99.0,99.0,SHS2025,0.35,73.25448,8.570045,0.0,23.567625,32.13767,34087.355,378.17035,27702.672000000002,0.0,-66.72189,-17.877089
6893,SA_PV2012,SHS,4108,30.791460373440913,0.35,99.0,99.0,99.0,SHS2025,0.35,105.2789,12.316585,0.0,33.870605,46.18719,48989.215,378.17035,39813.36,0.0,-66.91646999999999,-17.666906
6894,Non,SHS,3850,24.458206571231536,0.35,99.0,99.0,99.0,SHS2025,0.35,83.62491,9.783282,0.0,26.904028000000004,36.68731,38913.008,378.17035,31624.46,0.0,-68.32304,-18.753610000000002
6897,Non,SHS,3705,22.012385915278287,0.35,99.0,99.0,99.0,SHS2025,0.35,75.26241999999999,8.804955,0.0,24.213625,33.018578000000005,35021.707,378.17035,28462.016,0.0,-67.079735,-18.250656
6900,SA_PV2012,SHS,3730,6.525529436354329,0.35,99.0,99.0,99.0,SHS2025,0.35,22.3114,2.6102117999999996,0.0,7.1780824999999995,9.788294,10382.117,378.17035,8437.51,0.0,-66.77792,-18.994871
6908,SA_PV2012,SHS,3734,13.051058875633412,0.35,99.0,99.0,99.0,SHS2025,0.35,44.6228,5.2204237000000004,0.0,14.356164999999999,19.576588,20764.234,378.17035,16875.02,0.0,-67.347786,-19.081059
6909,SA_PV2012,SHS,3915,41.80157796482656,0.35,99.0,99.0,99.0,SHS2025,0.35,142.92352,16.72063,0.0,45.981735,62.702366000000005,66506.31,378.17035,54049.44,0.0,-68.03009,-18.116020000000002
6910,SA_PV2012,SHS,3987,20.22224875589543,0.35,99.0,99.0,99.0,SHS2025,0.35,69.14177,8.0889,0.0,22.244474,30.333374,32173.597999999998,378.17035,26147.367000000002,0.0,-67.783775,-18.099401
6911,Non,SHS,3718,4.891641314831258,0.35,99.0,99.0,99.0,SHS2025,0.35,16.724981,1.9566566000000003,0.0,5.3808055,7.3374619999999995,7782.6016,378.17035,6324.892,0.0,-66.78237,-18.935745
6914,SA_PV2012,SHS,3928,43.32278151223755,0.35,99.0,99.0,99.0,SHS2025,0.35,148.12466,17.329113,0.0,47.65506,64.98416999999999,68926.55,378.17035,56016.355,0.0,-67.828354,-18.114721
6916,SA_PV2012,SHS,4153,13.079236231333285,0.35,99.0,99.0,99.0,SHS2025,0.35,44.71914,5.2316947,0.0,14.38716,19.618855,20809.064,378.17035,16911.453,0.0,-68.93369,-18.219978
6921,Non,SHS,3896,20.78947558730166,0.35,99.0,99.0,99.0,SHS2025,0.35,71.08117,8.31579,0.0,22.868423,31.184214,33076.055,378.17035,26880.791,0.0,-66.82713000000001,-18.592907
6931,SA_PV2012,SHS,3806,5.306684728885331,0.35,99.0,99.0,99.0,SHS2025,0.35,18.144054,2.122674,0.0,5.837353,7.960027,8442.936,378.17035,6861.5435,0.0,-67.96473,-18.422966
6932,SA_PV2012,SHS,4314,7.1470781541365005,0.35,99.0,99.0,99.0,SHS2025,0.35,24.436532999999997,2.8588312,0.0,7.861786,10.720616999999999,11371.001,378.17035,9241.171999999999,0.0,-66.8681,-18.020626
6938,Non,SHS,3778,11.006192957639144,0.35,99.0,99.0,99.0,SHS2025,0.35,37.631209999999996,4.4024773,0.0,12.1068125,16.509289000000003,17510.854,378.17035,14231.008,0.0,-67.691895,-19.631065
6939,SA_PV2012,SHS,132,33.852590317223566,0.35,99.0,99.0,99.0,SHS2025,0.35,115.74519,13.541035999999998,0.0,37.23785,50.778884999999995,53859.473,378.17035,43771.4,0.0,-66.08054,-10.849632000000001
6941,SA_Diesel2012,SHS,156,20.184048356307102,0.35,99.0,99.0,99.0,SHS2025,0.35,69.01116,8.073619,0.0,22.202454,30.276072999999997,32112.82,378.17035,26097.975,0.0,-66.94211999999999,-12.079638000000001
6942,SA_Diesel2012,SHS,172,9.793305685249978,0.35,99.0,99.0,99.0,SHS2025,0.35,33.484234,3.9173222,0.0,10.772636,14.689959,15581.149,378.17035,12662.743999999999,0.0,-67.41075,-10.448699000000001
6943,Non,SHS,190,12.229103285615768,0.35,99.0,99.0,99.0,SHS2025,0.35,41.812453999999995,4.891641,0.0,13.452014000000002,18.343655,19456.504,378.17035,15812.23,0.0,-67.79524,-11.371112
6944,Non,SHS,229,8.56037229876114,0.35,99.0,99.0,99.0,SHS2025,0.35,29.268719,3.424149,0.0,9.4164095,12.840558,13619.553,378.17035,11068.562,0.0,-67.81501,-11.046488
6945,SA_PV2012,SHS,147,30.791460373440913,0.35,99.0,99.0,99.0,SHS2025,0.35,105.2789,12.316585,0.0,33.870605,46.18719,48989.215,378.17035,39813.36,0.0,-65.85869,-10.689169
6946,MG_Diesel2012,SHS,250,10.228536207184241,0.35,99.0,99.0,99.0,SHS2025,0.35,34.97233,4.0914145,0.0,11.2513895,15.342804000000001,16273.601999999999,378.17035,13225.497,0.0,-68.87553,-11.497382
6947,SA_Diesel2012,SHS,178,7.7716760889811285,0.35,99.0,99.0,99.0,SHS2025,0.35,26.572091999999998,3.1086705,0.0,8.548843,11.657515,12364.736,378.17035,10048.777,0.0,-67.10564000000001,-11.214638
6948,SA_PV2012,SHS,138,11.682063567646756,0.35,99.0,99.0,99.0,SHS2025,0.35,39.942074,4.6728252999999995,0.0,12.85027,17.523096,18586.164,378.17035,15104.908000000001,0.0,-66.438644,-10.953415
6949,SA_Diesel2012,SHS,167,7.960027095229084,0.35,99.0,99.0,99.0,SHS2025,0.35,27.216082,3.1840107000000004,0.0,8.75603,11.940041,12664.403,378.17035,10292.315,0.0,-66.77821,-11.518708
6950,MG_Diesel2012,SHS,237,16.391452304505467,0.35,99.0,99.0,99.0,SHS2025,0.35,56.04391999999999,6.5565809999999995,0.0,18.030598,24.58718,26078.8,378.17035,21194.147999999997,0.0,-68.63319399999999,-12.1980095
6951,SA_PV2012,SHS,255,21.258981884436952,0.35,99.0,99.0,99.0,SHS2025,0.35,72.68646,8.5035925,0.0,23.38488,31.888474,33823.04,378.17035,27487.862999999998,0.0,-68.77580999999999,-11.120586
6952,SA_Diesel2012,SHS,201,35.86216405072213,0.35,99.0,99.0,99.0,SHS2025,0.35,122.61611,14.344866,0.0,39.44838,53.793246999999994,57056.703,378.17035,46369.777,0.0,-67.15037,-11.612383
6954,SA_Diesel2012,SHS,166,3.269809056370946,0.35,99.0,99.0,99.0,SHS2025,0.35,11.179785,1.3079237,0.0,3.59679,4.9047136,5202.266,378.17035,4227.8633,0.0,-67.563866,-11.100092
6955,MG_Diesel2012,SHS,154,14.103772497474495,0.35,99.0,99.0,99.0,SHS2025,0.35,48.222126,5.641508999999999,0.0,15.51415,21.155659,22439.102000000003,378.17035,18236.178,0.0,-66.67111,-11.5466385
6958,Non,SHS,3300,24.458206571231536,0.35,99.0,99.0,99.0,SHS2025,0.35,83.62491,9.783282,0.0,26.904028000000004,36.68731,38913.008,378.17035,31624.46,0.0,-65.01881,-19.79177
6961,Non,SHS,3664,22.012385915278287,0.35,99.0,99.0,99.0,SHS2025,0.35,75.26241999999999,8.804955,0.0,24.213625,33.018578000000005,35021.707,378.17035,28462.016,0.0,-66.15172,-17.99946
6963,Non,SHS,4160,35.464399528870686,0.35,99.0,99.0,99.0,SHS2025,0.35,121.25612,14.18576,0.0,39.01084,53.196598,56423.86,378.17035,45855.47,0.0,-65.8352,-18.970879
6965,Non,SHS,3786,25.681116899208174,0.35,99.0,99.0,99.0,SHS2025,0.35,87.80615,10.272447,0.0,28.249229999999997,38.521675,40858.656,378.17035,33205.684,0.0,-65.8744,-18.583208
6970,SA_PV2012,SHS,2961,19.07907045453204,0.35,99.0,99.0,99.0,SHS2025,0.35,65.23314,7.631628,0.0,20.986977,28.618607,30354.8,378.17035,24669.237999999998,0.0,-65.13469,-19.979057
6971,SA_PV2012,SHS,2834,40.774133481252925,0.35,99.0,99.0,99.0,SHS2025,0.35,139.4106,16.309654000000002,0.0,44.851547,61.1612,64871.645,378.17035,52720.953,0.0,-65.718994,-18.150554999999997
6983,SA_Diesel2012,SHS,3309,28.325311622846343,0.35,99.0,99.0,99.0,SHS2025,0.35,96.84691,11.330125,0.0,31.157843,42.487970000000004,45065.57,378.17035,36624.63,0.0,-65.91246,-18.159369
6984,SA_PV2012,SHS,2459,39.54004268613185,0.35,99.0,99.0,99.0,SHS2025,0.35,135.19113000000002,15.816017,0.0,43.494045,59.310062,62908.207,378.17035,51125.273,0.0,-65.72255,-18.463734
6986,SA_Diesel2012,SHS,3238,12.638048269347115,0.35,99.0,99.0,99.0,SHS2025,0.35,43.210674,5.055219,0.0,13.901854,18.957073,20107.135,378.17035,16340.996000000001,0.0,-65.34947,-19.902172
6988,Non,SHS,3826,8.56037229876114,0.35,99.0,99.0,99.0,SHS2025,0.35,29.268719,3.424149,0.0,9.4164095,12.840558,13619.553,378.17035,11068.562,0.0,-66.35493000000001,-18.089888000000002
6997,Non,SHS,3779,34.24148918919505,0.35,99.0,99.0,99.0,SHS2025,0.35,117.074875,13.696596,0.0,37.665638,51.362232,54478.21,378.17035,44274.246,0.0,-66.1659,-18.34393
6998,Non,SHS,3025,24.458206571231536,0.35,99.0,99.0,99.0,SHS2025,0.35,83.62491,9.783282,0.0,26.904028000000004,36.68731,38913.008,378.17035,31624.46,0.0,-65.55125,-19.161888
7001,Non,SHS,3464,7.337461970784513,0.35,99.0,99.0,99.0,SHS2025,0.35,25.087473000000003,2.9349847000000002,0.0,8.071208,11.006193,11673.902,378.17035,9487.338,0.0,-65.64116999999999,-18.986183
7004,Non,SHS,3802,11.006192957639144,0.35,99.0,99.0,99.0,SHS2025,0.35,37.631209999999996,4.4024773,0.0,12.1068125,16.509289000000003,17510.854,378.17035,14231.008,0.0,-66.49315,-18.398703
7009,SA_PV2012,SHS,2726,22.211776382021245,0.35,99.0,99.0,99.0,SHS2025,0.35,75.94415,8.88471,0.0,24.432955,33.317665000000005,35338.937999999995,378.17035,28719.826,0.0,-65.64967,-18.493374
7016,SA_Diesel2012,SHS,4050,14.075595141774624,0.35,99.0,99.0,99.0,SHS2025,0.35,48.125786,5.630237999999999,0.0,15.483154,21.113392,22394.271,378.17035,18199.744,0.0,-65.733536,-19.825499
7022,SA_PV2012,SHS,2566,20.408707968629393,0.35,99.0,99.0,99.0,SHS2025,0.35,69.77929,8.163484,0.0,22.449579999999997,30.613062,32470.254,378.17035,26388.459,0.0,-65.66734,-18.174452
7027,Non,SHS,3225,15.897834272470405,0.35,99.0,99.0,99.0,SHS2025,0.35,54.356190000000005,6.3591337,0.0,17.487617,23.846752,25293.455,378.17035,20555.9,0.0,-65.34785500000001,-19.814860999999997
7032,Non,SHS,4055,7.337461970784513,0.35,99.0,99.0,99.0,SHS2025,0.35,25.087473000000003,2.9349847000000002,0.0,8.071208,11.006193,11673.902,378.17035,9487.338,0.0,-66.636444,-18.221966000000002
7034,SA_PV2012,SHS,3697,7.5429508675577335,0.35,99.0,99.0,99.0,SHS2025,0.35,25.790058,3.0171804,0.0,8.297246000000001,11.314426,12000.835,378.17035,9753.035,0.0,-66.26654,-19.89076
7037,SA_PV2012,SHS,3750,49.139180913305466,0.35,99.0,99.0,99.0,SHS2025,0.35,168.01148999999998,19.655672,0.0,54.0531,73.70877,78180.44,378.17035,63536.96,0.0,-66.178314,-18.348005
7038,SA_PV2012,SHS,3816,12.434592182388993,0.35,99.0,99.0,99.0,SHS2025,0.35,42.51504,4.9738370000000005,0.0,13.678051000000002,18.651888,19783.436,378.17035,16077.928,0.0,-66.37999,-18.090357
7040,Non,SHS,2987,18.343654928423657,0.35,99.0,99.0,99.0,SHS2025,0.35,62.718680000000006,7.3374619999999995,0.0,20.17802,27.515482000000002,29184.756,378.17035,23718.346,0.0,-65.98018,-18.558773000000002
7043,Non,SHS,3512,15.897834272470405,0.35,99.0,99.0,99.0,SHS2025,0.35,54.356190000000005,6.3591337,0.0,17.487617,23.846752,25293.455,378.17035,20555.9,0.0,-65.66216999999999,-19.025705
7044,Non,SHS,3959,48.91641314831258,0.35,99.0,99.0,99.0,SHS2025,0.35,167.24982,19.566565,0.0,53.80805600000001,73.37462,77826.016,378.17035,63248.92,0.0,-65.81725,-18.76453
7050,Non,SHS,2826,24.458206571231536,0.35,99.0,99.0,99.0,SHS2025,0.35,83.62491,9.783282,0.0,26.904028000000004,36.68731,38913.008,378.17035,31624.46,0.0,-65.73926,-18.283929999999998
7051,SA_PV2012,SHS,4073,38.31001751122594,0.35,99.0,99.0,99.0,SHS2025,0.35,130.98555,15.324007,0.0,42.141018,57.465027,60951.24,378.17035,49534.85,0.0,-66.17595,-18.193514
7054,SA_PV2012,SHS,3211,37.71475435241243,0.35,99.0,99.0,99.0,SHS2025,0.35,128.95029,15.085901999999999,0.0,41.48623,56.572131999999996,60004.176,378.17035,48765.176,0.0,-66.02669,-20.790611
7065,SA_PV2012,SHS,3192,33.43057307078648,0.35,99.0,99.0,99.0,SHS2025,0.35,114.30228000000001,13.372229999999998,0.0,36.773632,50.14586,53188.043,378.17035,43225.73,0.0,-65.55849,-19.200768
7075,Non,SHS,4059,11.006192957639144,0.35,99.0,99.0,99.0,SHS2025,0.35,37.631209999999996,4.4024773,0.0,12.1068125,16.509289000000003,17510.854,378.17035,14231.008,0.0,-66.56755,-18.317356
7081,SA_PV2012,SHS,2676,47.90000812230921,0.35,99.0,99.0,99.0,SHS2025,0.35,163.77463,19.160004,0.0,52.69001,71.85001,76208.914,378.17035,61934.71,0.0,-65.80126,-18.398167
7088,Non,SHS,3825,17.12074460044703,0.35,99.0,99.0,99.0,SHS2025,0.35,58.537437,6.848298,0.0,18.832819,25.681116,27239.105,378.17035,22137.123,0.0,-65.83444,-19.125948
7097,Non,SHS,3239,2.4458206571231544,0.35,99.0,99.0,99.0,SHS2025,0.35,8.362491,0.9783283000000002,0.0,2.6904027000000004,3.6687309999999997,3891.3008,378.17035,3162.446,0.0,-66.15051,-18.105152
7098,Non,SHS,3771,14.674923941569025,0.35,99.0,99.0,99.0,SHS2025,0.35,50.174946000000006,5.8699694000000004,0.0,16.142416,22.012386,23347.805,378.17035,18974.676,0.0,-68.30199999999999,-20.117619
7104,SA_PV2012,SHS,4034,5.782148458175701,0.35,99.0,99.0,99.0,SHS2025,0.35,19.769709,2.3128592999999995,0.0,6.3603635,8.673223,9199.398000000001,378.17035,7476.318,0.0,-66.491325,-21.122692
7106,Non,SHS,3086,7.337461970784513,0.35,99.0,99.0,99.0,SHS2025,0.35,25.087473000000003,2.9349847000000002,0.0,8.071208,11.006193,11673.902,378.17035,9487.338,0.0,-66.138435,-17.956442000000003
7108,Non,SHS,2809,22.012385915278287,0.35,99.0,99.0,99.0,SHS2025,0.35,75.26241999999999,8.804955,0.0,24.213625,33.018578000000005,35021.707,378.17035,28462.016,0.0,-65.760796,-18.43475
7109,Non,SHS,3999,11.006192957639144,0.35,99.0,99.0,99.0,SHS2025,0.35,37.631209999999996,4.4024773,0.0,12.1068125,16.509289000000003,17510.854,378.17035,14231.008,0.0,-66.06853000000001,-19.053053
7112,SA_PV2012,SHS,3228,41.20224915918267,0.35,99.0,99.0,99.0,SHS2025,0.35,140.87436,16.4809,0.0,45.322475,61.803375,65552.78,378.17035,53274.508,0.0,-65.647194,-19.071512
7113,SA_Diesel2012,SHS,3694,26.093111100879394,0.35,99.0,99.0,99.0,SHS2025,0.35,89.2148,10.437244,0.0,28.702423,39.139668,41514.14,378.17035,33738.395,0.0,-68.20123000000001,-19.65681
7114,SA_PV2012,SHS,3347,7.564154378883103,0.35,99.0,99.0,99.0,SHS2025,0.35,25.862555,3.0256617,0.0,8.32057,11.346231,12034.569,378.17035,9780.451,0.0,-64.9664,-19.776703
7121,SA_PV2012,SHS,3534,36.4989588476746,0.35,99.0,99.0,99.0,SHS2025,0.35,124.79337,14.599584,0.0,40.148853,54.74844,58069.844000000005,378.17035,47193.152,0.0,-65.67130999999999,-19.223894
7122,SA_PV2012,SHS,299,16.110438004473902,0.35,99.0,99.0,99.0,SHS2025,0.35,55.083103,6.4441752,0.0,17.721481,24.165657,25631.707000000002,378.17035,20830.797,0.0,-60.900580000000005,-17.897528
7124,SA_Diesel2012,SHS,716,19.770021345990678,0.35,99.0,99.0,99.0,SHS2025,0.35,67.595566,7.9080086,0.0,21.747023000000002,29.655031,31454.104,378.17035,25562.637000000002,0.0,-63.371246,-18.154985
7125,SA_PV2012,SHS,266,15.500945152386768,0.35,99.0,99.0,99.0,SHS2025,0.35,52.999190000000006,6.200378,0.0,17.051039000000003,23.251417,24662.004,378.17035,20042.723,0.0,-62.301952,-15.459024
7127,SA_Diesel2012,SHS,228,16.32696636320451,0.35,99.0,99.0,99.0,SHS2025,0.35,55.823432999999994,6.5307865,0.0,17.959663,24.49045,25976.202999999998,378.17035,21110.767999999996,0.0,-60.365463,-15.348663
7128,MG_Diesel2012,SHS,1318,27.29571812820927,0.35,99.0,99.0,99.0,SHS2025,0.35,93.32663000000001,10.918287,0.0,30.025290000000002,40.943577000000005,43427.49,378.17035,35293.363,0.0,-63.790615,-18.17384
7129,SA_PV2012,SHS,192,4.497801408885327,0.35,99.0,99.0,99.0,SHS2025,0.35,15.378407000000001,1.7991205000000001,0.0,4.947582,6.746702,7156.0019999999995,378.17035,5815.656999999999,0.0,-64.701965,-16.526611
7133,MG_Diesel2012,SHS,1884,22.27917055450096,0.35,99.0,99.0,99.0,SHS2025,0.35,76.17458,8.911667999999999,0.0,24.507088,33.418755,35446.16,378.17035,28806.967,0.0,-63.961690000000004,-18.37708
7134,Non,SHS,457,8.56037229876114,0.35,99.0,99.0,99.0,SHS2025,0.35,29.268719,3.424149,0.0,9.4164095,12.840558,13619.553,378.17035,11068.562,0.0,-60.848385,-16.73477
7136,SA_Diesel2012,SHS,123,3.8893249637530647,0.35,99.0,99.0,99.0,SHS2025,0.35,13.297968,1.5557299999999998,0.0,4.2782574,5.8339870000000005,6187.916,378.17035,5028.897,0.0,-58.68615,-18.86467
7137,MG_Diesel2012,SHS,391,10.647645245255644,0.35,99.0,99.0,99.0,SHS2025,0.35,36.4053,4.2590580000000005,0.0,11.71241,15.971468,16940.404,378.17035,13767.405,0.0,-61.85371,-16.743225
7139,Non,SHS,3477,12.229103285615768,0.35,99.0,99.0,99.0,SHS2025,0.35,41.812453999999995,4.891641,0.0,13.452014000000002,18.343655,19456.504,378.17035,15812.23,0.0,-66.36626,-16.938211
7141,SA_PV2012,SHS,2816,4.497801408885327,0.35,99.0,99.0,99.0,SHS2025,0.35,15.378407000000001,1.7991205000000001,0.0,4.947582,6.746702,7156.0019999999995,378.17035,5815.656999999999,0.0,-64.28858000000001,-18.352386
7142,Non,SHS,1414,7.337461970784513,0.35,99.0,99.0,99.0,SHS2025,0.35,25.087473000000003,2.9349847000000002,0.0,8.071208,11.006193,11673.902,378.17035,9487.338,0.0,-63.67989,-18.229443
7144,SA_PV2012,SHS,360,19.793257667423624,0.35,99.0,99.0,99.0,SHS2025,0.35,67.67501,7.9173029999999995,0.0,21.772582999999997,29.689885999999998,31491.072,378.17035,25592.682,0.0,-58.361219999999996,-18.312838
7145,MG_Diesel2012,SHS,252,29.899538642521485,0.35,99.0,99.0,99.0,SHS2025,0.35,102.22933,11.959814999999999,0.0,32.889492,44.849308,47570.164000000004,378.17035,38660.1,0.0,-62.679012,-16.490467000000002
7146,SA_PV2012,SHS,243,15.709483266222444,0.35,99.0,99.0,99.0,SHS2025,0.35,53.7122,6.2837934,0.0,17.280432,23.564224,24993.787,378.17035,20312.361,0.0,-62.62154399999999,-16.794239
7148,Non,SHS,1861,11.006192957639144,0.35,99.0,99.0,99.0,SHS2025,0.35,37.631209999999996,4.4024773,0.0,12.1068125,16.509289000000003,17510.854,378.17035,14231.008,0.0,-63.844733999999995,-18.254279999999998
7149,Non,SHS,464,30.572758228663183,0.35,99.0,99.0,99.0,SHS2025,0.35,104.531136,12.229103,0.0,33.630035,45.859140000000004,48641.258,378.17035,39530.58,0.0,-60.960243000000006,-16.659000000000002
7150,SA_PV2012,SHS,590,12.245224772403386,0.35,99.0,99.0,99.0,SHS2025,0.35,41.867577000000004,4.89809,0.0,13.469748000000001,18.367838,19482.152,378.17035,15833.075,0.0,-63.45585,-17.983355
7151,SA_PV2012,SHS,223,8.195726155177482,0.35,99.0,99.0,99.0,SHS2025,0.35,28.021959999999996,3.2782904999999998,0.0,9.015299,12.29359,13039.4,378.17035,10597.073999999999,0.0,-63.742264,-16.841381
7152,Non,SHS,250,6.114551642807884,0.35,99.0,99.0,99.0,SHS2025,0.35,20.906226999999998,2.4458206000000002,0.0,6.726007000000001,9.171827,9728.252,378.17035,7906.115,0.0,-64.32213,-17.215229
7154,SA_PV2012,SHS,221,32.9088024902075,0.35,99.0,99.0,99.0,SHS2025,0.35,112.518295,13.163521,0.0,36.199684000000005,49.363205,52357.905999999995,378.17035,42551.082,0.0,-63.699787,-16.839863
7156,SA_PV2012,SHS,127,27.778553880154423,0.35,99.0,99.0,99.0,SHS2025,0.35,94.977486,11.111422,0.0,30.556409999999996,41.66783,44195.68,378.17035,35917.67,0.0,-59.01373,-16.709816
7159,SA_PV2012,SHS,404,10.005909416961003,0.35,99.0,99.0,99.0,SHS2025,0.35,34.211147,4.0023637,0.0,11.0065,15.008864,15919.402,378.17035,12937.641000000001,0.0,-60.967804,-16.334223
7160,MG_Diesel2012,SHS,212,8.827297916848108,0.35,99.0,99.0,99.0,SHS2025,0.35,30.181362,3.5309190000000004,0.0,9.710028,13.240947,14044.231000000002,378.17035,11413.696000000002,0.0,-59.507454,-16.283058
7161,MG_Diesel2012,SHS,815,4.13010605116397,0.35,99.0,99.0,99.0,SHS2025,0.35,14.121222,1.6520423999999998,0.0,4.543116599999999,6.195158999999999,6570.9985,378.17035,5340.227,0.0,-63.19919,-19.682326999999997
7162,SA_PV2012,SHS,219,39.74248237988143,0.35,99.0,99.0,99.0,SHS2025,0.35,135.88329,15.896993,0.0,43.716732,59.613724,63230.29,378.17035,51387.03,0.0,-63.97251,-16.487226
7163,SA_Diesel2012,SHS,173,8.466717394064558,0.35,99.0,99.0,99.0,SHS2025,0.35,28.948503000000002,3.3866870000000002,0.0,9.313389,12.700076,13470.548,378.17035,10947.466,0.0,-61.19266,-14.608799
7164,SA_PV2012,SHS,188,11.828148547656784,0.35,99.0,99.0,99.0,SHS2025,0.35,40.44155,4.7312593000000005,0.0,13.010963,17.742224,18818.584,378.17035,15293.796,0.0,-58.4392,-18.060944
7166,SA_Diesel2012,SHS,213,7.606420416820039,0.35,99.0,99.0,99.0,SHS2025,0.35,26.007067000000003,3.0425682000000003,0.0,8.367063,11.409631,12101.813999999998,378.17035,9835.101999999999,0.0,-63.82273000000001,-16.662058
7168,MG_Diesel2012,SHS,395,22.69246313079981,0.35,99.0,99.0,99.0,SHS2025,0.35,77.58766999999999,9.076985,0.0,24.96171,34.038696,36103.707,378.17035,29341.355,0.0,-62.90791,-16.264275
7169,SA_Diesel2012,SHS,280,5.098146616512031,0.35,99.0,99.0,99.0,SHS2025,0.35,17.431044,2.0392587,0.0,5.607961,7.64722,8111.1514,378.17035,6591.904,0.0,-61.832840000000004,-17.617498
7170,Non,SHS,2076,37.91022017897443,0.35,99.0,99.0,99.0,SHS2025,0.35,129.6186,15.164088000000001,0.0,41.701240000000006,56.86533000000001,60315.16,378.17035,49017.914000000004,0.0,-64.55897,-17.874353
7171,SA_PV2012,SHS,312,49.965061137654565,0.35,99.0,99.0,99.0,SHS2025,0.35,170.83525,19.986025,0.0,54.961567,74.94759,79494.414,378.17035,64604.824,0.0,-61.434943999999994,-15.229195
7174,SA_PV2012,SHS,213,47.720663745975415,0.35,99.0,99.0,99.0,SHS2025,0.35,163.16144,19.088266,0.0,52.49273,71.58099,75923.58,378.17035,61702.816,0.0,-64.05848,-16.607897
7176,SA_PV2012,SHS,422,16.110438004473902,0.35,99.0,99.0,99.0,SHS2025,0.35,55.083103,6.4441752,0.0,17.721481,24.165657,25631.707000000002,378.17035,20830.797,0.0,-61.080543999999996,-16.661917000000003
7178,SA_Diesel2012,SHS,399,15.126134948028598,0.35,99.0,99.0,99.0,SHS2025,0.35,51.717678,6.050454,0.0,16.638748,22.689203,24065.682,378.17035,19558.092,0.0,-61.04744300000001,-16.33275
7179,MG_Diesel2012,SHS,1698,42.415136443270825,0.35,99.0,99.0,99.0,SHS2025,0.35,145.02135,16.966054999999997,0.0,46.65665,63.622704000000006,67482.484,378.17035,54842.77,0.0,-63.85728,-18.235294
7180,Non,SHS,214,8.56037229876114,0.35,99.0,99.0,99.0,SHS2025,0.35,29.268719,3.424149,0.0,9.4164095,12.840558,13619.553,378.17035,11068.562,0.0,-63.861534,-16.678865
7181,MG_Diesel2012,SHS,1348,22.677076060773736,0.35,99.0,99.0,99.0,SHS2025,0.35,77.53506,9.07083,0.0,24.944784,34.015614,36079.227,378.17035,29321.459,0.0,-63.74895,-18.212032
7182,SA_PV2012,SHS,426,36.37116916418981,0.35,99.0,99.0,99.0,SHS2025,0.35,124.356445,14.548468,0.0,40.008286,54.556755,57866.53,378.17035,47027.92,0.0,-64.01031,-17.447070999999998
7183,SA_PV2012,SHS,226,28.325311622846343,0.35,99.0,99.0,99.0,SHS2025,0.35,96.84691,11.330125,0.0,31.157843,42.487970000000004,45065.57,378.17035,36624.63,0.0,-64.049904,-16.776346
7184,SA_PV2012,SHS,480,37.91414480043698,0.35,99.0,99.0,99.0,SHS2025,0.35,129.63203000000001,15.165657999999999,0.0,41.70556,56.871216000000004,60321.405999999995,378.17035,49022.99,0.0,-63.48243299999999,-17.802984
7186,Non,SHS,251,4.891641314831258,0.35,99.0,99.0,99.0,SHS2025,0.35,16.724981,1.9566566000000003,0.0,5.3808055,7.3374619999999995,7782.6016,378.17035,6324.892,0.0,-62.56064,-16.905447
7188,SA_Diesel2012,SHS,243,42.01316527525143,0.35,99.0,99.0,99.0,SHS2025,0.35,143.64696,16.805265,0.0,46.21448,63.01975,66842.945,378.17035,54323.023,0.0,-63.959922999999996,-16.959970000000002
7189,SA_Diesel2012,SHS,226,2.653342365466329,0.35,99.0,99.0,99.0,SHS2025,0.35,9.072027,1.061337,0.0,2.9186766,3.9800136,4221.468,378.17035,3430.7717,0.0,-64.320274,-17.025285999999998
