,HouseHolds
184,8.612802382848836
185,14.272952799872387
186,12.4435988342388
187,18.21789804656465
188,2.445820657123154
189,24.5226925242315
190,20.79949864288912
191,30.572758228663183
192,5.114268102129744
193,5.323822619703072
194,120.1220942334195
195,10.217496744934383
196,66.47543748483159
197,13.698752144564905
198,4.741631713358683
199,0.20650530255819843
200,2.2715583260928582
201,2.0489315387943705
202,4.891641314831258
203,0.20650530255819843
204,281.80859256220464
205,4.891641314831258
206,0.20650530255819843
207,8.975415715447486
208,1.0325265113286157
209,22.012385915278287
210,3.081458050122987
211,0.6195159073821203
212,1.222910328561577
213,5.306684728885331
214,5.098146616512031
215,13.862991410063595
216,5.549498626988762
217,6.319024134673557
218,0.20650530255819843
219,66.67403163420565
220,0.6195159073821203
221,1.222910328561577
222,1.222910328561577
223,18.582403199585006
224,5.162632577116341
225,6.114551642807885
226,11.341670137827155
227,13.731136099929179
228,45.68920171478792
229,4.5149393023353435
230,0.41301060511639687
231,1.6349045287704231
232,0.20650530255819843
233,4.497801408885327
234,12.638048269347115
235,4.336611351674848
236,40.44582075119203
237,15.897834272470403
238,93.69204181451731
239,12.638048269347115
240,1.222910328561577
241,57.071196452308776
242,0.6195159073821203
243,24.45820657123154
244,78.39887093035661
245,15.085901738332694
246,3.0653365633353733
247,4.891641314831258
248,2.445820657123154
249,12.884927787373224
250,5.323822619703072
251,47.01257498183248
252,4.497801408885327
253,17.12074460044703
254,33.04864803967982
255,1.8424262353587468
256,4.081741590216177
257,51.795572497296625
258,30.572758228663183
259,26.998864348546984
260,5.549357633500711
261,18.986407157531193
262,27.397504271581305
263,11.006192957639144
264,29.349847888987547
265,8.377978730225285
266,7.1470781541365005
267,8.211847656588851
268,15.897834272470403
269,4.92591709880654
270,27.98607559902671
271,58.699695777975094
272,11.006192957639144
273,19.818526805398598
274,12.683363523761555
275,7.771676088981129
276,16.581836112379218
277,46.71733102040708
278,20.266688580171962
279,12.22910328561577
280,21.22673892256073
281,1.4294156311197752
282,18.66315165625864
283,8.23813317782822
284,31.706220254532383
285,14.953905460740518
286,30.056210652071197
287,12.22910328561577
288,1.0325265113286157
289,15.105072438965534
290,111.86185741109318
291,15.500945152386768
292,1.222910328561577
293,20.392586467218024
294,1.222910328561577
295,26.09311110087939
296,42.85022595416853
297,30.572758228663183
298,14.880412841266999
299,12.277467760602368
300,11.828148547656784
301,8.23813317782822
302,4.497801408885327
303,1.4294156311197752
304,0.6195159073821203
305,1.4294156311197752
306,3.6687309868546314
307,12.261346259190995
308,3.6687309868546314
309,183.89256033995673
310,3.6687309868546314
311,18.343654928423657
312,6.114551642807885
313,0.826021210817744
314,16.110438004473906
315,18.343654928423657
316,36.10918456837828
317,96.2266925269398
318,64.27533895318844
319,23.23529624325491
320,1.222910328561577
321,63.21945991683876
322,4.891641314831258
323,15.105072438965534
324,14.717330967144512
325,10.217496744934383
326,29.76082567697697
327,16.32696636320451
328,12.434592182388993
329,60.774037439458255
330,10.005909416961003
331,16.110438004473906
332,18.573396550659954
333,6.754254657777725
334,8.56037229876114
335,23.23529624325491
336,38.53670992780631
337,5.098146616512031
338,24.55072887474432
339,21.084578593260765
340,34.771556820792505
341,0.41301060511639687
342,0.20650530255819843
343,13.452013613592397
344,5.527278706076242
345,2.4629585464785184
346,87.27311408075204
347,43.02756231760655
348,0.20650530255819843
349,0.41301060511639687
350,0.20650530255819843
351,1.4294156311197752
352,0.20650530255819843
353,0.20650530255819843
354,0.20650530255819843
355,0.20650530255819843
356,10.629490945143226
357,3.4803799776819226
358,2.653342365466329
359,4.1301060511639704
360,0.41301060511639687
361,65.48059702631987
362,3.4803799776819226
363,6.130673129595498
364,2.8588312628245007
365,34.532667576616355
366,1.652042421635488
367,390.5083958448166
368,2.8588312628245007
369,5.549357633500711
370,6.114551642807885
371,2.653342365466329
372,264.6863851219681
373,0.41301060511639687
374,1.222910328561577
375,200.31174102029235
376,55.22527324180746
377,15.729529386171611
378,8.56037229876114
379,180.67993040049652
380,22.28439356375251
381,21.457355957971373
382,11.309427181800448
383,14.674923941569025
384,18.75056710497217
385,33.01857887876693
386,44.51432424471628
387,11.006192957639144
388,1.6349045287704231
389,30.336801983630078
390,3.490403036194131
391,21.473477444758988
392,2.684568932964106
393,1.222910328561577
394,72.30582957896726
395,47.34294533559136
396,41.074177488721745
397,42.201516296123145
398,1.6349045287704231
399,1.8424262353587468
400,80.86358026808682
401,19.44066740737599
402,12.638048269347115
403,41.18612767531979
404,1.222910328561577
405,13.56689685782851
406,30.791460373440913
407,15.085901738332694
408,84.56939921073224
409,573.3937182672006
410,176.74565393330226
411,17.225604753998667
412,16.157786049107617
413,1.0325265113286157
414,27.329093697118804
415,0.20650530255819843
416,23.517326950241348
417,19.770021345990678
418,23.441801545228163
419,9.588833192214404
420,112.94718735511326
421,65.68447143987785
422,8.65608480697492
423,19.56656525640028
424,96.65691071531134
425,24.158187379985396
426,10.196293233609012
427,22.211776382021252
428,12.22910328561577
429,47.188588126342566
430,3.8893249637530647
431,64.6076011063108
432,88.45551386504356
433,42.37580341617592
434,54.03068124459283
435,63.47532128833297
436,14.880412841266999
437,10.647645245255644
438,30.359021904542594
439,10.22853620718424
440,39.849375332134116
441,24.68693178680543
442,1.8424262353587468
443,75.2201199650825
444,15.085901738332694
445,50.530989580686835
446,5.980663531047676
447,39.30160122665107
448,22.864692667808658
449,34.887149638952245
450,7.337461970784513
451,2.653342365466329
452,2.0489315387943705
453,15.310561335738756
454,107.75037381913987
455,45.46116131219283
456,8.766877603659138
457,13.452013613592397
458,11.47366645022389
459,7.564154378883104
460,9.783282629662516
461,6.114551642807885
462,36.92910733629686
463,4.5149393023353435
464,28.021226769853577
465,17.758414805016816
466,24.869184367995214
467,26.507138124649668
468,13.452013613592397
469,1.222910328561577
470,86.40449990036733
471,11.006192957639144
472,11.84020441364429
473,13.698752144564905
474,11.653886220721139
475,14.895517924316959
476,6.114551642807885
477,27.523543149190672
478,25.490733097183913
479,4.288246891312001
480,30.572758228663183
481,10.030021154785523
482,34.68674278426529
483,18.343654928423657
484,35.0668007880674
485,38.12485673249205
486,1.222910328561577
487,4.891641314831258
488,47.90000812230921
489,19.56656525640028
490,24.869184367995214
491,11.474541845849721
492,23.653388872324122
493,11.244941231725242
494,0.826021210817744
495,0.41301060511639687
496,19.56656525640028
497,18.809971023782698
498,9.783282629662516
499,3.081458050122987
500,41.01186536008315
501,7.998368497079718
502,10.443031752882519
503,4.701257498183248
504,43.41934461126102
505,6.539618112741892
506,13.67057478594028
507,53.01427621712707
508,11.828148547656784
509,19.56656525640028
510,62.837933053190774
511,3.8752362888278795
512,3.8752362888278795
513,0.41301060511639687
514,34.95787503418893
515,65.85897078866242
516,6.114551642807885
517,2.257469649705296
518,99.44690384889805
519,15.294439848951145
520,1.222910328561577
521,3.097579536910602
522,2.8588312628245007
523,921.3919101462425
524,4.904713584556418
525,1.0325265113286157
526,0.20650530255819843
527,10.851101328704063
528,1.652042421635488
529,10.399749319982185
530,1.222910328561577
531,3.097579536910602
532,6.734067550190005
533,1.8585477221463604
534,33.04864803967982
535,59.165277444873595
536,8.56037229876114
537,4.288246891312001
538,1.6349045287704231
539,2.0489315387943705
540,316.65644308243515
541,14.674923941569025
542,9.29273862535557
543,11.21269825961239
544,8.56037229876114
545,41.73931546044399
546,5.098146616512031
547,11.47366645022389
548,0.20650530255819843
549,15.198752130929766
550,2.4629585464785184
551,24.45820657123154
552,1.8585477221463604
553,85.64149577100467
554,160.10731151357805
555,33.638094789073804
556,6.319024134673557
557,4.288246891312001
558,6.319024134673557
559,8.766877603659138
560,13.662584535780802
561,0.20650530255819843
562,14.674923941569025
563,71.92568478901865
564,34.09932884234659
565,1.222910328561577
566,0.41301060511639687
567,2.445820657123154
568,1.4294156311197752
569,105.18877416705527
570,0.20650530255819843
571,25.79396731842048
572,10.613369458355615
573,6.734067550190005
574,2.445820657123154
575,29.79103583108541
576,1.222910328561577
577,52.60126562195483
578,3.7019903641675103
579,2.445820657123154
580,4.288246891312001
581,13.921519907802937
582,43.21690491634155
583,33.84561647869856
584,8.174522640927364
585,9.084341493308926
586,29.600511041422614
587,12.22910328561577
588,12.22910328561577
589,6.944638474425733
590,26.904027230109545
591,11.006192957639144
592,0.20650530255819843
593,27.121712987235753
594,6.551673981654151
595,13.452013613592397
596,9.783282629662516
597,8.827297916848108
598,19.120038090056195
599,46.05540806405147
600,5.323822619703072
601,8.590582464861063
602,1.222910328561577
603,3.081458050122987
604,47.01345041840485
605,41.01186536008315
606,7.640696192021064
607,354.9720757902938
608,52.65383668783158
609,71.85374780968803
610,3.490403036194131
611,15.085901738332694
612,20.88227988948956
613,20.052193060796444
614,27.84303983315439
615,484.90234648049824
616,7.337461970784513
617,15.142256434816213
618,26.904027230109545
619,50.75869836971002
620,26.904027230109545
621,18.986407157531193
622,45.46116131219283
623,56.9046423923587
624,1.4294156311197752
625,92.49115616860193
626,3.0653365633353733
627,4.288246891312001
628,8.803186196572092
629,15.539145546125587
630,160.17891694309623
631,3.081458050122987
632,22.012385915278287
633,6.319024134673557
634,18.877647158085647
635,0.20650530255819843
636,13.051058875633412
637,166.52320557825902
638,2.4629585464785184
639,5.306684728885331
640,21.66792686465859
641,61.88965664245895
642,4.891641314831258
643,59.79004120726994
644,95.00609698756509
645,21.22673892256073
646,4.891641314831258
647,6.319024134673557
648,5.306684728885331
649,5.936223695072136
650,3.6687309868546314
651,2.445820657123154
652,22.28439356375251
653,4.530044385385303
654,9.619043358314329
655,21.66792686465859
656,0.20650530255819843
657,14.674923941569025
658,23.441801545228163
659,17.152987576947005
660,17.99120563261656
661,8.377978730225285
662,29.5826387341358
663,24.45820657123154
664,6.114551642807885
665,35.52061324970713
666,20.78947558730166
667,40.41137914258979
668,1.222910328561577
669,3.7170954472174724
670,23.441801545228163
671,19.429627930502367
672,8.174522640927364
673,87.67806467834204
674,3.6687309868546314
675,0.6195159073821203
676,18.809971023782698
677,14.674923941569025
678,12.845569978860189
679,25.681116899208174
680,0.41301060511639687
681,46.38724264192531
682,32.855803802286204
683,3.6687309868546314
684,105.76337762789211
685,1.222910328561577
686,2.2715583260928582
687,15.085901738332694
688,3.0653365633353733
689,1.222910328561577
690,1.8424262353587468
691,50.99250562444543
692,0.20650530255819843
693,7.337461970784513
694,13.077344411496531
695,33.84561647869856
696,29.035458002205473
697,1.222910328561577
698,0.6195159073821203
699,2.445820657123154
700,2.478063629528481
701,2.065053025581983
702,2.653342365466329
703,0.826021210817744
704,0.41301060511639687
705,76.35211783118123
706,0.41301060511639687
707,0.20650530255819843
708,2.445820657123154
709,1.0325265113286157
710,13.077344411496531
711,147.70390526447187
712,8.022480217355735
713,15.294439848951145
714,2.653342365466329
715,10.722295253180631
716,3.0653365633353733
717,8.56037229876114
718,6.319024134673557
719,4.336611351674848
720,0.6195159073821203
721,42.40178218364481
722,65.90086346746652
723,13.662584535780802
724,5.92010220535977
725,2.257469649705296
726,1.222910328561577
727,2.653342365466329
728,0.826021210817744
729,8.766877603659138
730,11.15128634457717
731,16.728937507825897
732,30.572758228663183
733,8.392067406612853
734,50.95203540430712
735,64.72451712877468
736,42.00344902315523
737,9.793305685249976
738,93.76070959453773
739,14.880412841266999
740,8.766877603659138
741,20.392586467218024
742,11.828148547656784
743,3.0653365633353733
744,14.224895131301798
745,13.452013613592397
746,4.891641314831258
747,101.8560858548193
748,24.76943104642975
749,13.266711824406894
750,5.336894892352984
751,5.336894892352984
752,0.41301060511639687
753,12.261346259190995
754,11.006192957639144
755,0.41301060511639687
756,22.42539651922478
757,20.392586467218024
758,21.828100529830433
759,7.542950867557734
760,12.22910328561577
761,6.944638474425733
762,41.91617921038757
763,0.41301060511639687
764,3.490403036194131
765,0.20650530255819843
766,2.653342365466329
767,14.880412841266999
768,25.111857280799892
769,24.55493548610772
770,5.747872688824176
771,76.10018112502082
772,12.651120544336823
773,5.549498626988762
774,220.05144049615373
775,22.012385915278287
776,66.23945642620806
777,18.42426235358747
778,20.78947558730166
779,59.455580389873035
780,7.750472577655759
781,246.37727601026688
782,3.8752362888278795
783,37.31684883444064
784,1.222910328561577
785,20.601124578128957
786,13.051058875633412
787,1.222910328561577
788,20.489315387943716
789,188.3016230850028
790,11.648945186746683
791,3.0653365633353733
792,2.445820657123154
793,8.803186196572092
794,28.539948176656424
795,25.681116899208174
796,21.943124726608083
797,1.6349045287704231
798,291.63925448331344
799,20.78947558730166
800,35.93173203381687
801,49.38360468024398
802,169.5342202698422
803,83.0000434960347
804,1.4294156311197752
805,3.8893249637530647
806,13.452013613592397
807,11.030304689614162
808,159.89447074831912
809,37.80131919773982
810,30.987801636575277
811,9.783282629662516
812,13.077344411496531
813,2.445820657123154
814,5.527278706076242
815,57.11521331659441
816,18.42426235358747
817,45.67187321178315
818,21.44123447118376
819,6.114551642807885
820,8.975415715447486
821,8.995602823620157
822,8.995602823620157
823,1.4294156311197752
824,14.272952799872387
825,14.496595990908531
826,2.653342365466329
827,17.758414805016816
828,9.783282629662516
829,9.783282629662516
830,2.668447446176491
831,26.544463113988392
832,39.768767912819804
833,87.59895085934521
834,0.20650530255819843
835,18.39797682942335
836,64.44175202257523
837,1.8424262353587468
838,11.444331700223067
839,70.19253292619956
840,18.28644962036471
841,5.549498626988762
842,40.2157722991417
843,29.38005804338847
844,0.41301060511639687
845,1.2390318147642405
846,9.783282629662516
847,13.862991410063595
848,6.551673981654151
849,5.92010220535977
850,6.539618112741892
851,11.006192957639144
852,45.70586702399104
853,1397.3707542362968
854,3.6687309868546314
855,50.76697061064778
856,23.86294339223724
857,6.114551642807885
858,1.8424262353587468
859,58.853654805726386
860,15.897834272470403
861,10.833963438178797
862,15.897834272470403
863,13.889276948851466
864,7.771676088981129
865,64.1082162455335
866,19.56656525640028
867,17.225604753998667
868,14.075595141774622
869,60.57029934856045
870,3.6687309868546314
871,2.8588312628245007
872,2.445820657123154
873,0.6195159073821203
874,0.6195159073821203
875,131.97583913730693
876,5.098146616512031
877,2.653342365466329
878,94.61355548988143
879,0.20650530255819843
880,4.5149393023353435
881,1.4455371152751137
882,9.43882358781708
883,2.445820657123154
884,0.6195159073821203
885,5.098146616512031
886,0.6195159073821203
887,0.20650530255819843
888,0.41301060511639687
889,9.793305685249976
890,75.53640166877655
891,0.41301060511639687
892,0.20650530255819843
893,4.1301060511639704
894,1.222910328561577
895,5.7176625256490015
896,12.803328748664137
897,1.222910328561577
898,40.83635425791555
899,0.826021210817744
900,0.826021210817744
901,0.6195159073821203
902,1.222910328561577
903,23.441801545228163
904,22.66007916373652
905,390.14704927506085
906,18.630908644661638
907,8.163483181602254
908,95.42752085226014
909,6.960759961213348
910,12.261346259190995
911,1.4294156311197752
912,38.440146808309585
913,34.49345073526862
914,22.226881466826065
915,7.337461970784513
916,0.6195159073821203
917,1.222910328561577
918,21.036214089026654
919,5.306684728885331
920,3.304084840346227
921,1.222910328561577
922,61.368143224151595
923,12.864740679785504
924,3.081458050122987
925,29.648875490086446
926,9.990804336543317
927,8.590582464861063
928,1.222910328561577
929,39.6026368011616
930,2.653342365466329
931,0.20650530255819843
932,16.31592690124713
933,31.808031229043333
934,61.30498048130527
935,16.32696636320451
936,82.74460974658504
937,18.76465578048231
938,44.29996968080706
939,15.126134948028598
940,20.78947558730166
941,258.20234631230994
942,42.61960891875788
943,66.6353291337798
944,0.20650530255819843
945,25.681116899208174
946,33.01857887876693
947,50.02025846937712
948,18.573396550659954
949,7.542950867557734
950,6.162916103170725
951,251.30932988726298
952,18.75056710497217
953,2.445820657123154
954,19.56656525640028
955,4.891641314831258
956,17.2104996709487
957,123.835717699542
958,11.21269825961239
959,102.95405127664688
960,29.035458002205473
961,5.336894892352984
962,9.990804336543317
963,12.434592182388993
964,2.8588312628245007
965,55.980141449090326
966,6.114551642807885
967,26.904027230109545
968,44.68262912224082
969,16.423695260532188
970,8.576493785548752
971,7.542950867557734
972,0.41301060511639687
973,95.62244751553557
974,22.012385915278287
975,43.489787972725566
976,297.9280400120958
977,4.5149393023353435
978,8.56037229876114
979,17.322167877297574
980,14.512717477696139
981,1.222910328561577
982,10.056306676024894
983,6.114551642807885
984,7.771676088981129
985,56.53401402672004
986,4.891641314831258
987,15.500945152386768
988,6.146794616383112
989,8.56037229876114
990,0.6195159073821203
991,12.468867966364279
992,5.92010220535977
993,90.50498455542541
994,34.46222417274292
995,1.4294156311197752
996,51.8045791435894
997,8.56037229876114
998,18.1563203288381
999,12.22910328561577
1000,107.62358023284403
1001,6.52552943635433
1002,3.6687309868546314
1003,10.196293233609012
1004,6.319024134673557
1005,0.41301060511639687
1006,1.8424262353587468
1007,5.114268102129744
1008,1.6349045287704231
1009,3.8752362888278795
1010,7.542950867557734
1011,13.662584535780802
1012,36.564602177427005
1013,26.904027230109545
1014,4.891641314831258
1015,19.220073401230042
1016,24.735603050659524
1017,25.89778625435158
1018,3.6687309868546314
1019,11.648945186746683
1020,39.23203323741435
1021,11.84020441364429
1022,53.82854835667433
1023,11.856325900431907
1024,6.974848634676157
1025,20.22224875589543
1026,328.52231104384487
1027,14.342520774485347
1028,6.539618112741892
1029,29.02543493784377
1030,5.336894892352984
1031,141.95983203243605
1032,23.87892388261205
1033,12.22910328561577
1034,9.783282629662516
1035,8.65608480697492
1036,6.1951590738212
1037,10.673789778856461
1038,13.662584535780802
1039,6.319024134673557
1040,7.168281665461871
1041,11.21269825961239
1042,14.895517924316959
1043,16.110438004473906
1044,181.12705751985683
1045,2.653342365466329
1046,313.325093910857
1047,16.273685700006126
1048,7.542950867557734
1049,21.44123447118376
1050,0.20650530255819843
1051,40.61511721301431
1052,7.179321127711727
1053,3.9236007477283437
1054,295.85244015125176
1055,3.304084840346227
1056,0.20650530255819843
1057,0.20650530255819843
1058,20.1840483563071
1059,41.77021040676548
1060,8.377978730225285
1061,0.41301060511639687
1062,42.74075637494987
1063,28.236879742025074
1064,7.337461970784513
1065,175.22558501661902
1066,19.8809799479985
1067,2.257469649705296
1068,2.0489315387943705
1069,4.288246891312001
1070,0.41301060511639687
1071,2.445820657123154
1072,5.306684728885331
1073,29.36292015578796
1074,6.734067550190005
1075,1.222910328561577
1076,11.653886220721139
1077,10.22853620718424
1078,9.783282629662516
1079,52.58514413809197
1080,186.8192537775925
1081,3.097579536910602
1082,39.087699069129265
1083,26.154688837616824
1084,63.19024134673556
1085,1.4455371152751137
1086,60.16047896101397
1087,7.358665482109882
1088,7.337461970784513
1089,240.9325720061619
1090,24.132918247859926
1091,173.8200790232668
1092,7.960027095229085
1093,0.41301060511639687
1094,2.445820657123154
1095,0.20650530255819843
1096,0.826021210817744
1097,13.662584535780802
1098,20.79949864288912
1099,16.755957457525817
1100,0.20650530255819843
1101,216.6810243748179
1102,33.56826963230091
1103,1.8424262353587468
1104,0.6195159073821203
1105,371.45189734174926
1106,2.445820657123154
1107,10.851101328704063
1108,40.61511721301431
1109,9.990804336543317
1110,0.20650530255819843
1111,40.063870892456144
1112,0.826021210817744
1113,7.337461970784513
1114,230.1529242207394
1115,27.725982814277685
1116,36.29753556000247
1117,493.8416920687163
1118,6.114551642807885
1119,20.392586467218024
1120,12.357199784290845
1121,118.36327512424673
1122,9.029878610520187
1123,33.01857887876693
1124,87.47439628719357
1125,15.878829410795806
1126,13.103347951609301
1127,11.625708862096515
1128,5.549498626988762
1129,13.452013613592397
1130,47.2110900225322
1131,5.125307564379605
1132,8.195726155177482
1133,74.59753004752075
1134,71.72432810378406
1135,51.382279903741754
1136,24.869184367995214
1137,2.445820657123154
1138,0.20650530255819843
1139,1.222910328561577
1140,9.783282629662516
1141,7.358665482109882
1142,10.833963438178797
1143,17.95780527351463
1144,16.64849588974054
1145,31.795668539091302
1146,34.07318430582103
1147,15.310561335738756
1148,1.222910328561577
1149,2.445820657123154
1150,12.468867966364279
1151,6.319024134673557
1152,9.179888206143259
1153,3.6687309868546314
1154,5.936223695072136
1155,12.245224772403384
1156,2.445820657123154
1157,7.960027095229085
1158,102.2785539234058
1159,0.6195159073821203
1160,5.527278706076242
1161,6.146794616383112
1162,19.770021345990678
1163,21.207568216078382
1164,10.441139938895276
1165,47.30677774347834
1166,89.28016225315058
1167,3.6687309868546314
1168,18.75056710497217
1169,33.910102437548026
1170,18.75056710497217
1171,37.08405798549021
1172,27.05219461552812
1173,54.05363557349264
1174,7.542950867557734
1175,205.18535640147525
1176,6.734067550190005
1177,16.110438004473906
1178,3.0653365633353733
1179,2.445820657123154
1180,18.573396550659954
1181,0.826021210817744
1182,19.981608673379103
1183,12.468867966364279
1184,36.16147365020367
1185,3.288979757296263
1186,18.672892716095742
1187,7.358665482109882
1188,7.337461970784513
1189,3.8752362888278795
1190,1.222910328561577
1191,9.783282629662516
1192,6.960759961213348
1193,47.68886856937951
1194,13.277751283731998
1195,27.57190760077926
1196,64.32457882087613
1197,52.80966274815195
1198,5.92010220535977
1199,2.445820657123154
1200,6.960759961213348
1201,40.856798533039466
1202,4.097863077588741
1203,27.968655721525348
1204,14.674923941569025
1205,23.082237407171373
1206,15.729529386171611
1207,48.725319722643924
1208,18.343654928423657
1209,9.783282629662516
1210,22.42539651922478
1211,3.269809056370946
1212,6.551673981654151
1213,13.733027910991682
1214,9.029878610520187
1215,33.216952922761365
1216,1.4294156311197752
1217,161.61757016179968
1218,10.508675100183432
1219,12.728678769986711
1220,0.41301060511639687
1221,5.114268102129744
1222,3.288979757296263
1223,24.20234518803832
1224,1.0325265113286157
1225,5.114268102129744
1226,0.20650530255819843
1227,4.119066588914112
1228,32.82805405108236
1229,4.1301060511639704
1230,0.826021210817744
1231,2.445820657123154
1232,7.337461970784513
1233,0.41301060511639687
1234,0.20650530255819843
1235,80.69262899365296
1236,0.20650530255819843
1237,0.20650530255819843
1238,1.4294156311197752
1239,77.30999434043436
1240,1.222910328561577
1241,284.64107817602763
1242,55.547537149130584
1243,3.0653365633353733
1244,1.222910328561577
1245,25.691139951870877
1246,24.378781368582832
1247,48.356043952135686
1248,0.20650530255819843
1249,3.269809056370946
1250,0.20650530255819843
1251,7.771676088981129
1252,27.523543149190672
1253,15.500945152386768
1254,7.337461970784513
1255,20.011818822223002
1256,4.288246891312001
1257,8.56037229876114
1258,1.222910328561577
1259,7.403980725410271
1260,5.747872688824176
1261,0.20650530255819843
1262,20.392586467218024
1263,198.37825785917875
1264,3.5105901437818474
1265,12.919203547950486
1266,0.20650530255819843
1267,6.114551642807885
1268,68.7533097524274
1269,23.653388872324122
1270,2.445820657123154
1271,2.684568932964106
1272,4.701257498183248
1273,1.6349045287704231
1274,0.20650530255819843
1275,5.162632577116341
1276,5.098146616512031
1277,21.056401225861887
1278,66.11313092296702
1279,0.41301060511639687
1280,16.72981292100025
1281,2.445820657123154
1282,0.20650530255819843
1283,1.222910328561577
1284,18.915988571635268
1285,6.114551642807885
1286,0.6195159073821203
1287,12.638048269347115
1288,11.417170751185589
1289,24.637293763943
1290,11.006192957639144
1291,3.7019903641675103
1292,16.423695260532188
1293,38.99910141925132
1294,67.32455402973619
1295,15.897834272470403
1296,34.723192372128665
1297,80.41598708544804
1298,46.707639558503274
1299,3.6687309868546314
1300,29.349847888987547
1301,15.897834272470403
1302,16.509218938252314
1303,362.8064720036977
1304,12.945489124760133
1305,13.46813510038001
1306,372.10838753442795
1307,5.527278706076242
1308,8.56037229876114
1309,24.45820657123154
1310,9.990804336543317
1311,159.56112970692234
1312,1.222910328561577
1313,2.8588312628245007
1314,22.62885260559796
1315,21.621454229982007
1316,83.17794844575779
1317,1.2390318147642405
1318,35.901662849505996
1319,41.57895116875382
1320,16.744918006974963
1321,195.97579432125983
1322,22.012385915278287
1323,10.851101328704063
1324,485.8211705876091
1325,8.56037229876114
1326,1.652042421635488
1327,51.36223379841635
1328,188.81428633443153
1329,82.35050802859783
1330,34.46222417274292
1331,15.942133100334134
1332,8.789097520184534
1333,233.40265627495006
1334,30.572758228663183
1335,18.986407157531193
1336,80.7826660540555
1337,37.19095093862032
1338,0.826021210817744
1339,125.28237809774305
1340,3.6687309868546314
1341,0.20650530255819843
1342,10.196293233609012
