,FinalElecCode2012,Demand_Name2025,Elevation,HouseHolds,LCOE_SA_PV_2025,LCOE_MG_PV_2025,LCOE_MG_Diesel_2025,LCOE_Grid2025,MinimumOverall2025,MinimumOverallLCOE2025,NewConnections2025,NewCapacity2025,NPC2025,InvestmentCapita2025,InvestmentCost2025,MinGridDist2025,X_deg,Y_deg
6952,SA_Diesel2012,SHS,201,35.86216405072213,0.53512937,99.0,99.0,99.0,SA_PV_2025,0.53512937,122.61611,13.427551000000001,83893.99,656.6447,80515.23,0.0,-67.15037,-11.612383
6954,SA_Diesel2012,SHS,166,3.269809056370946,0.6052773,99.0,99.0,99.0,SA_PV_2025,0.6052773,11.179785,1.2146703,8651.917,742.72156,8303.466999999999,0.0,-67.563866,-11.100092
6955,MG_Diesel2012,SHS,154,14.103772497474495,0.6117335,99.0,99.0,0.5772361999999999,Grid2025,0.5772361999999999,48.222126,2.2463154999999997,35589.707,612.4017299999999,29531.312,39.869484,-66.67111,-11.5466385
6958,Non,SHS,3300,24.458206571231536,0.4049689,99.0,99.0,99.0,SA_PV_2025,0.4049689,83.62491,6.930232000000001,43299.395,496.92783,41555.543,0.0,-65.01881,-19.79177
6961,Non,SHS,3664,22.012385915278287,0.40630677,99.0,99.0,99.0,SA_PV_2025,0.40630677,75.26241999999999,6.2578144,39098.195,498.5695,37523.547,0.0,-66.15172,-17.99946
6963,Non,SHS,4160,35.464399528870686,0.39716834,99.0,99.0,99.0,SA_PV_2025,0.39716834,121.25612,9.855275,61574.77,487.35596,59094.89,0.0,-65.8352,-18.970879
6965,Non,SHS,3786,25.681116899208174,0.40273783,99.0,99.0,99.0,SA_PV_2025,0.40273783,87.80615,7.236654799999999,45213.89,494.19015999999993,43392.937999999995,0.0,-65.8744,-18.583208
6970,SA_PV2012,SHS,2961,19.07907045453204,0.6012930000000001,99.0,99.0,99.0,SA_PV_2025,0.6012930000000001,65.23314,5.312808,50150.926,737.8326400000001,48131.137,0.0,-65.13469,-19.979057
6971,SA_PV2012,SHS,2834,40.774133481252925,0.41620496,99.0,99.0,99.0,SA_PV_2025,0.41620496,139.4106,11.873903,74186.95,510.71533,71199.13,0.0,-65.718994,-18.150554999999997
6976,SA_Diesel2012,Highlands,3897,68.69950674618742,99.0,0.48229647,0.5189528,0.38370597,Grid2025,0.38370597,234.89007999999998,12.27472,129273.72,433.0322,101714.97,0.13470118,-65.69684000000001,-19.38997
6983,SA_Diesel2012,SHS,3309,28.325311622846343,0.41002342,99.0,99.0,99.0,SA_PV_2025,0.41002342,96.84691,8.126151,50771.37,503.13013,48726.594000000005,0.0,-65.91246,-18.159369
6984,SA_PV2012,SHS,2459,39.54004268613185,0.40980896,99.0,99.0,99.0,SA_PV_2025,0.40980896,135.19113000000002,11.337574,70836.02,502.86699999999996,67983.16,0.0,-65.72255,-18.463734
6986,SA_Diesel2012,SHS,3238,12.638048269347115,0.3942901,99.0,99.0,99.0,SA_PV_2025,0.3942901,43.210674,3.486562,21783.69,483.82412999999997,20906.367,0.0,-65.34947,-19.902172
6988,Non,SHS,3826,8.56037229876114,0.39950922,99.0,99.0,99.0,SA_PV_2025,0.39950922,29.268719,2.3928804,14950.476,490.2284,14348.356000000002,0.0,-66.35493000000001,-18.089888000000002
6997,Non,SHS,3779,34.24148918919505,0.39839309999999994,99.0,99.0,99.0,SA_PV_2025,0.39839309999999994,117.074875,9.544781,59634.832,488.85882999999995,57233.085999999996,0.0,-66.1659,-18.34393
6998,Non,SHS,3025,24.458206571231536,0.40205890000000005,99.0,99.0,99.0,SA_PV_2025,0.40205890000000005,83.62491,6.8804336,42988.258,493.35706,41256.937999999995,0.0,-65.55125,-19.161888
7001,Non,SHS,3464,7.337461970784513,0.4028139,99.0,99.0,99.0,SA_PV_2025,0.4028139,25.087473000000003,2.0680063000000004,12920.694,494.2835,12400.323,0.0,-65.64116999999999,-18.986183
7004,Non,SHS,3802,11.006192957639144,0.39074817,99.0,99.0,99.0,SA_PV_2025,0.39074817,37.631209999999996,3.0090928,18800.51,479.4779,18043.334,0.0,-66.49315,-18.398703
7007,SA_PV2012,Highlands,2802,71.96118456680767,99.0,0.49625713,0.51782507,0.38071950000000004,Grid2025,0.38071950000000004,246.04205,12.807604,133836.05,427.44800000000004,105170.19,0.056722987,-65.428185,-18.766037
7009,SA_PV2012,SHS,2726,22.211776382021245,0.41163809999999995,99.0,99.0,99.0,SA_PV_2025,0.41163809999999995,75.94415,6.397354,39970.027,505.11148,38360.266,0.0,-65.64967,-18.493374
7016,SA_Diesel2012,SHS,4050,14.075595141774624,0.38639656,99.0,99.0,99.0,SA_PV_2025,0.38639656,48.125786,3.8054106,23775.824,474.13815,22818.27,0.0,-65.733536,-19.825499
7022,SA_PV2012,SHS,2566,20.408707968629393,0.47583044,99.0,99.0,99.0,SA_PV_2025,0.47583044,69.77929,5.960043,42452.504,583.8804,40742.76,0.0,-65.66734,-18.174452
7027,Non,SHS,3225,15.897834272470405,0.3957642,99.0,99.0,99.0,SA_PV_2025,0.3957642,54.356190000000005,4.402263,27504.897999999997,485.63300000000004,26397.16,0.0,-65.34785500000001,-19.814860999999997
7028,SA_PV2012,Highlands,2938,52.779452562456186,99.0,0.5086914,0.54246855,0.43140188,Grid2025,0.43140188,180.45792,9.67375,114545.21,508.42188,91748.75,0.69085944,-66.035645,-18.153029999999998
7031,SA_PV2012,Highlands,3810,87.45617229318134,99.0,0.44391629999999993,0.491737,99.0,MG_PV_2025,0.44391629999999993,299.02087,24.803665,186896.8,552.1511,165104.72,0.0,-66.80877,-20.283739999999998
7032,Non,SHS,4055,7.337461970784513,0.3918505,99.0,99.0,99.0,SA_PV_2025,0.3918505,25.087473000000003,2.0117211,12569.032,480.83057,12062.823999999999,0.0,-66.636444,-18.221966000000002
7034,SA_PV2012,SHS,3697,7.5429508675577335,0.37554726,99.0,99.0,99.0,SA_PV_2025,0.37554726,25.790058,1.9820171999999998,12383.443000000001,460.82525999999996,11884.71,0.0,-66.26654,-19.89076
7037,SA_PV2012,SHS,3750,49.139180913305466,0.39795086,99.0,99.0,99.0,SA_PV_2025,0.39795086,168.01148999999998,13.682294,85485.59,488.3162,82042.73,0.0,-66.178314,-18.348005
7038,SA_PV2012,SHS,3816,12.434592182388993,0.3990482,99.0,99.0,99.0,SA_PV_2025,0.3990482,42.51504,3.47183,21691.645,489.66272000000004,20818.03,0.0,-66.37999,-18.090357
7040,Non,SHS,2987,18.343654928423657,0.39983517,99.0,99.0,99.0,SA_PV_2025,0.39983517,62.718680000000006,5.131784400000001,32062.873,490.62836,30771.564,0.0,-65.98018,-18.558773000000002
7043,Non,SHS,3512,15.897834272470405,0.40138093,99.0,99.0,99.0,SA_PV_2025,0.40138093,54.356190000000005,4.4647403,27895.248,492.52512,26771.79,0.0,-65.66216999999999,-19.025705
7044,Non,SHS,3959,48.91641314831258,0.40131733,99.0,99.0,99.0,SA_PV_2025,0.40131733,167.24982,13.735485999999998,85817.94,492.44707999999997,82361.69,0.0,-65.81725,-18.76453
7050,Non,SHS,2826,24.458206571231536,0.4128693,99.0,99.0,99.0,SA_PV_2025,0.4128693,83.62491,7.065432,44144.11,506.62225,42366.24,0.0,-65.73926,-18.283929999999998
7051,SA_PV2012,SHS,4073,38.31001751122594,0.4013281,99.0,99.0,99.0,SA_PV_2025,0.4013281,130.98555,10.757551,67212.1,492.4603,64505.184,0.0,-66.17595,-18.193514
7054,SA_PV2012,SHS,3211,37.71475435241243,0.37772548,99.0,99.0,99.0,SA_PV_2025,0.37772548,128.95029,9.967566,62276.348,463.4981,59768.215,0.0,-66.02669,-20.790611
7062,SA_PV2012,Highlands,3341,50.1868125293272,99.0,0.5418218000000001,0.56169665,0.43813393,Grid2025,0.43813393,171.59343,9.250172000000001,111238.92,520.3884,89295.234,0.028110087000000002,-65.51238000000001,-18.787931
7065,SA_PV2012,SHS,3192,33.43057307078648,0.40097654,99.0,99.0,99.0,SA_PV_2025,0.40097654,114.30228000000001,9.379168,58600.094000000005,492.0289,56240.023,0.0,-65.55849,-19.200768
7075,Non,SHS,4059,11.006192957639144,0.391148,99.0,99.0,99.0,SA_PV_2025,0.391148,37.631209999999996,3.012172,18819.748,479.96854,18061.797,0.0,-66.56755,-18.317356
7077,SA_PV2012,Highlands,3130,57.88064839047365,99.0,0.49930903,0.5410587,0.47321218,Grid2025,0.47321218,197.89938,10.507168,136471.4,559.3005400000001,110685.23,2.296284,-66.01590999999999,-18.290077
7081,SA_PV2012,SHS,2676,47.90000812230921,0.4085982,99.0,99.0,99.0,SA_PV_2025,0.4085982,163.77463,13.694101999999999,85559.375,501.3813,82113.54,0.0,-65.80126,-18.398167
7088,Non,SHS,3825,17.12074460044703,0.39439420000000003,99.0,99.0,99.0,SA_PV_2025,0.39439420000000003,58.537437,4.7244873,29518.121,483.95184000000006,28329.3,0.0,-65.83444,-19.125948
7097,Non,SHS,3239,2.4458206571231544,0.40400133,99.0,99.0,99.0,SA_PV_2025,0.40400133,8.362491,0.69136745,4319.594,495.74054,4145.626,0.0,-66.15051,-18.105152
7098,Non,SHS,3771,14.674923941569025,0.36034295,99.0,99.0,99.0,SA_PV_2025,0.36034295,50.174946000000006,3.6999292,23116.785,442.16837000000004,22185.772999999997,0.0,-68.30199999999999,-20.117619
7104,SA_PV2012,SHS,4034,5.782148458175701,0.8068119,99.0,99.0,99.0,SA_PV_2025,0.8068119,19.769709,1.4976445,20393.75,990.01996,19572.408,0.0,-66.491325,-21.122692
7105,SA_PV2012,Highlands,3175,56.4735936778491,99.0,0.50432545,0.53420657,99.0,MG_PV_2025,0.50432545,193.08853,18.558704000000002,142262.19,650.86456,125674.484,0.0,-65.59073000000001,-18.625395
7106,Non,SHS,3086,7.337461970784513,0.40810904,99.0,99.0,99.0,SA_PV_2025,0.40810904,25.087473000000003,2.095191,13090.542,500.78104,12563.331,0.0,-66.138435,-17.956442000000003
7108,Non,SHS,2809,22.012385915278287,0.40914202,99.0,99.0,99.0,SA_PV_2025,0.40914202,75.26241999999999,6.3014827,39371.027,502.04857999999996,37785.39,0.0,-65.760796,-18.43475
7109,Non,SHS,3999,11.006192957639144,0.3889877,99.0,99.0,99.0,SA_PV_2025,0.3889877,37.631209999999996,2.9955359,18715.807,477.3177,17962.041,0.0,-66.06853000000001,-19.053053
7112,SA_PV2012,SHS,3228,41.20224915918267,0.40086457,99.0,99.0,99.0,SA_PV_2025,0.40086457,140.87436,11.5563345,72202.82,491.8915,69294.91,0.0,-65.647194,-19.071512
7113,SA_Diesel2012,SHS,3694,26.093111100879394,0.36049393,99.0,99.0,99.0,SA_PV_2025,0.36049393,89.2148,6.581506699999999,41120.594,442.35364000000004,39464.492,0.0,-68.20123000000001,-19.65681
7114,SA_PV2012,SHS,3347,7.564154378883103,0.46426059999999997,99.0,99.0,99.0,SA_PV_2025,0.46426059999999997,25.862555,2.1552808,15351.746000000001,569.6833,14733.466,0.0,-64.9664,-19.776703
7121,SA_PV2012,SHS,3534,36.4989588476746,0.39704105,99.0,99.0,99.0,SA_PV_2025,0.39704105,124.79337,10.139521,63350.703,487.19977,60799.3,0.0,-65.67130999999999,-19.223894
7122,SA_PV2012,SHS,299,16.110438004473902,0.46699658,99.0,99.0,99.0,SA_PV_2025,0.46699658,55.083103,5.2640815000000005,32889.45,573.0406,31564.854,0.0,-60.900580000000005,-17.897528
7124,SA_Diesel2012,SHS,716,19.770021345990678,0.46638793,99.0,99.0,99.0,SA_PV_2025,0.46638793,67.595566,6.45143,40307.883,572.2937,38684.516,0.0,-63.371246,-18.154985
7125,SA_PV2012,SHS,266,15.500945152386768,0.48422343,99.0,99.0,99.0,SA_PV_2025,0.48422343,52.999190000000006,5.2517676,32812.516,594.1792,31491.017999999996,0.0,-62.301952,-15.459024
7126,SA_Diesel2012,Lowlands,390,78.67201580112177,99.0,0.5622116,0.5459341999999999,0.41387075,Grid2025,0.41387075,268.98703,11.558760000000001,131303.42,388.63593,104538.016,0.04973323,-63.08671999999999,-17.970295
7127,SA_Diesel2012,SHS,228,16.32696636320451,0.50192606,99.0,99.0,99.0,SA_PV_2025,0.50192606,55.823432999999994,5.7338557,35824.555,615.9017299999999,34381.75,0.0,-60.365463,-15.348663
7128,MG_Diesel2012,SHS,1318,27.29571812820927,0.7022148,99.0,99.0,0.35781690000000005,Grid2025,0.35781690000000005,93.32663000000001,4.347404,42696.367,355.72406,33198.527,0.045607485,-63.790615,-18.17384
7129,SA_PV2012,SHS,192,4.497801408885327,0.5689565,99.0,99.0,99.0,SA_PV_2025,0.5689565,15.378407000000001,1.5705833,11187.032,698.1532,10736.483,0.0,-64.701965,-16.526611
7131,MG_Diesel2012,Lowlands,419,74.75191208205892,99.0,0.58573616,0.561898,0.39149362,Grid2025,0.39149362,255.58382000000003,11.035025,118576.34,366.2214,93600.266,0.016217356999999998,-60.953136,-16.409311
7133,MG_Diesel2012,SHS,1884,22.27917055450096,0.51890993,99.0,99.0,0.45853424,Grid2025,0.45853424,76.17458,3.5484157,44658.727,473.54364000000004,36071.99,0.02104506,-63.961690000000004,-18.37708
7134,Non,SHS,457,8.56037229876114,0.4808866,99.0,99.0,99.0,SA_PV_2025,0.4808866,29.268719,2.8802943,17995.79,590.0847,17271.023,0.0,-60.848385,-16.73477
7135,MG_Diesel2012,Lowlands,250,79.41151173813113,99.0,0.47753608,0.45227063,0.28564435,Grid2025,0.28564435,305.08617999999996,11.657558,91397.29,222.5382,67893.33,0.029686882999999997,-63.18598000000001,-15.896326
7136,SA_Diesel2012,SHS,123,3.8893249637530647,0.5277881999999999,99.0,99.0,99.0,SA_PV_2025,0.5277881999999999,13.297968,1.2598405000000001,8973.657,647.6365400000001,8612.25,0.0,-58.68615,-18.86467
7137,MG_Diesel2012,SHS,391,10.647645245255644,0.5434014,99.0,99.0,99.0,SA_PV_2025,0.5434014,36.4053,3.5510434999999996,25293.557,666.79517,24274.879,0.0,-61.85371,-16.743225
7139,Non,SHS,3477,12.229103285615768,0.46716404,99.0,99.0,99.0,SA_PV_2025,0.46716404,41.812453999999995,3.997289,24974.66,573.24603,23968.824,0.0,-66.36626,-16.938211
7140,MG_Diesel2012,Highlands,1781,52.65383668783157,99.0,0.60310805,0.58924335,0.41969445,Grid2025,0.41969445,180.02843000000001,9.653227000000001,111200.266,492.7891,88716.05,0.07208703,-63.8442,-18.131832
7141,SA_PV2012,SHS,2816,4.497801408885327,0.5132273,99.0,99.0,99.0,SA_PV_2025,0.5132273,15.378407000000001,1.4167450000000001,10091.264000000001,629.76917,9684.846,0.0,-64.28858000000001,-18.352386
7142,Non,SHS,1414,7.337461970784513,0.46389490000000005,99.0,99.0,99.0,SA_PV_2025,0.46389490000000005,25.087473000000003,2.38159,14879.935,569.23456,14280.657,0.0,-63.67989,-18.229443
7144,SA_PV2012,SHS,360,19.793257667423624,0.4684207,99.0,99.0,99.0,SA_PV_2025,0.4684207,67.67501,6.487164,40531.15,574.7881,38898.79,0.0,-58.361219999999996,-18.312838
7145,MG_Diesel2012,SHS,252,29.899538642521485,0.5461611,99.0,99.0,0.36975035,Grid2025,0.36975035,102.22933,4.762116000000001,48329.094000000005,369.6839,37792.54,0.16784507,-62.679012,-16.490467000000002
7146,SA_PV2012,SHS,243,15.709483266222444,0.47562748,99.0,99.0,99.0,SA_PV_2025,0.47562748,53.7122,5.227937,32663.627,583.63135,31348.123,0.0,-62.62154399999999,-16.794239
7147,SA_Diesel2012,Lowlands,220,50.53098958068684,99.0,0.6147959,0.6088017,99.0,MG_Diesel_2025,0.6088017,172.7702,9.102608,130322.0,415.11105,71718.82,0.0,-63.364212,-16.197264
7148,Non,SHS,1861,11.006192957639144,0.4613157,99.0,99.0,99.0,SA_PV_2025,0.4613157,37.631209999999996,3.5525230000000003,22195.805,566.0697,21301.887000000002,0.0,-63.844733999999995,-18.254279999999998
7149,Non,SHS,464,30.572758228663183,0.48106033,99.0,99.0,99.0,SA_PV_2025,0.48106033,104.531136,10.290482,64293.89,590.29785,61704.504,0.0,-60.960243000000006,-16.659000000000002
7150,SA_PV2012,SHS,590,12.245224772403386,0.47024578,99.0,99.0,99.0,SA_PV_2025,0.47024578,41.867577000000004,4.028962,25172.55,577.0276,24158.746,0.0,-63.45585,-17.983355
7151,SA_PV2012,SHS,223,8.195726155177482,0.54821014,99.0,99.0,99.0,SA_PV_2025,0.54821014,28.021959999999996,2.7575042,19641.293,672.6958599999999,18850.256,0.0,-63.742264,-16.841381
7152,Non,SHS,250,6.114551642807884,0.492384,99.0,99.0,99.0,SA_PV_2025,0.492384,20.906226999999998,2.1065416,13161.461000000001,604.1928,12631.393,0.0,-64.32213,-17.215229
7154,SA_PV2012,SHS,221,32.9088024902075,0.54802746,99.0,99.0,99.0,SA_PV_2025,0.54802746,112.518295,11.068685,78840.6,672.4716,75665.36,0.0,-63.699787,-16.839863
7156,SA_PV2012,SHS,127,27.778553880154423,0.48630705,99.0,99.0,99.0,SA_PV_2025,0.48630705,94.977486,9.451957,59054.875,596.736,56676.49,0.0,-59.01373,-16.709816
7159,SA_PV2012,SHS,404,10.005909416961003,0.5529755999999999,99.0,99.0,99.0,SA_PV_2025,0.5529755999999999,34.211147,3.3958163,24187.896,678.5434,23213.746,0.0,-60.967804,-16.334223
7160,MG_Diesel2012,SHS,212,8.827297916848108,0.740325,99.0,99.0,0.516143,Grid2025,0.516143,30.181362,1.4059286,19917.436,540.9347,16326.146,7.4274130000000005,-59.507454,-16.283058
7161,MG_Diesel2012,SHS,815,4.13010605116397,0.67672557,99.0,99.0,0.57131976,Grid2025,0.57131976,14.121222,0.65780425,10315.16,605.48065,8550.126,0.044945255,-63.19919,-19.682326999999997
7162,SA_PV2012,SHS,219,39.74248237988143,0.48827994,99.0,99.0,99.0,SA_PV_2025,0.48827994,135.88329,13.577675,84831.945,599.1568599999999,81415.41,0.0,-63.97251,-16.487226
7163,SA_Diesel2012,SHS,173,8.466717394064558,0.7639643,99.0,99.0,99.0,SA_PV_2025,0.7639643,28.948503000000002,2.9954965000000002,28276.371,937.4426,27137.56,0.0,-61.19266,-14.608799
7164,SA_PV2012,SHS,188,11.828148547656784,0.47024646,99.0,99.0,99.0,SA_PV_2025,0.47024646,40.44155,3.89174,24315.201,577.02844,23335.926,0.0,-58.4392,-18.060944
7165,SA_Diesel2012,Lowlands,403,52.60126562195483,99.0,0.6185357,0.59627974,0.47899030000000004,Grid2025,0.47899030000000004,179.84868,8.075645,106170.55,479.5295,86242.74,0.11244035,-60.66669,-16.758064
7166,SA_Diesel2012,SHS,213,7.606420416820039,0.7303438,99.0,99.0,99.0,SA_PV_2025,0.7303438,26.007067000000003,2.5726957,24285.287,896.1878,23307.217,0.0,-63.82273000000001,-16.662058
7167,SA_Diesel2012,Lowlands,702,104.82467182833855,99.0,0.54009223,0.5348375,0.3946878,Grid2025,0.3946878,358.40542999999997,15.052817000000001,163069.06,359.61246,128887.055,0.044945255,-63.261790000000005,-19.224281
7168,MG_Diesel2012,SHS,395,22.69246313079981,0.5479413000000001,99.0,99.0,0.5045139,Grid2025,0.5045139,77.58766999999999,3.6142411,50048.418,527.3309,40914.375,4.5908,-62.90791,-16.264275
7169,SA_Diesel2012,SHS,280,5.098146616512031,0.47036174,99.0,99.0,99.0,SA_PV_2025,0.47036174,17.431044,1.6778218,10482.860999999999,577.16986,10060.673,0.0,-61.832840000000004,-17.617498
7170,Non,SHS,2076,37.91022017897443,0.46597013,99.0,99.0,99.0,SA_PV_2025,0.46597013,129.6186,12.359927,77223.58,571.781,74113.46,0.0,-64.55897,-17.874353
7171,SA_PV2012,SHS,312,49.965061137654565,0.49487236,99.0,99.0,0.48621026,Grid2025,0.48621026,170.83525,7.9579625,106200.38,505.9192,86428.83,0.022624647,-61.434943999999994,-15.229195
