,FinalElecCode2012,Demand_Name2025,Elevation,HouseHolds,LCOE_SA_PV_2025,LCOE_MG_PV_2025,LCOE_MG_Diesel_2025,LCOE_Grid2025,MinimumOverall2025,MinimumOverallLCOE2025,NewConnections2025,NewCapacity2025,NPC2025,InvestmentCapita2025,InvestmentCost2025,MinGridDist2025,X_deg,Y_deg
4976,Non,SHS,3864,39.13313051865006,0.3885634,99.0,99.0,99.0,SA_PV_2025,0.3885634,133.79985,10.639175999999999,66472.51,476.79706,63795.375,0.0,-69.18594,-16.955779999999997
4979,SA_PV2012,SHS,4016,22.83434150529593,0.38729843,99.0,99.0,99.0,SA_PV_2025,0.38729843,78.07276,6.187793,38660.707,475.24484,37103.68,0.0,-69.28721,-16.984346
4993,SA_PV2012,SHS,270,14.880412841266999,0.5363562,99.0,99.0,99.0,SA_PV_2025,0.5363562,50.877533,5.584314,34890.23,658.15015,33485.055,0.0,-67.89801,-14.030276999999998
5005,SA_Diesel2012,Highlands,1371,103.31656537301735,99.0,0.56216526,0.53542453,0.3902704,Grid2025,0.3902704,353.24905,17.930351,192067.78,428.9789,151536.39,0.016578909,-68.262245,-15.621954999999998
5011,SA_PV2012,SHS,733,9.990804336543317,0.52015346,99.0,99.0,99.0,SA_PV_2025,0.52015346,34.1595,3.6360805,22717.865,638.2681,21802.922000000002,0.0,-67.45636999999999,-15.605611999999999
5013,Non,SHS,513,44.02477181885757,0.52221406,99.0,99.0,99.0,SA_PV_2025,0.52221406,150.52483999999998,16.085967999999998,100503.51,640.7966299999999,96455.805,0.0,-67.59464,-15.4388
5022,SA_PV2012,Highlands,4073,213.25211983653543,99.0,0.38117385,0.42277676,0.269663,Grid2025,0.269663,729.1291,35.891293,265650.47,266.92905,194625.72,0.05030152,-68.76091,-17.867151
5026,Non,SHS,721,2.4458206571231544,0.5165225999999999,99.0,99.0,99.0,SA_PV_2025,0.5165225999999999,8.362491,0.8839251,5522.675,633.8127400000001,5300.2534,0.0,-67.69434,-15.528156
5027,SA_PV2012,SHS,993,33.65929829747442,0.4910027,99.0,99.0,99.0,SA_PV_2025,0.4910027,115.084305,11.563531,72247.78,602.4979,69338.055,0.0,-68.727875,-14.6557
5029,Non,SHS,854,13.452013613592394,0.5161220000000001,99.0,99.0,99.0,SA_PV_2025,0.5161220000000001,45.993702,4.857817,30351.152000000002,633.32117,29128.783,0.0,-67.85868,-15.420682000000001
5032,SA_Diesel2012,SHS,207,31.19633973052265,0.5277805999999999,99.0,99.0,99.0,SA_PV_2025,0.5277805999999999,106.66322,11.520162,71976.81,647.6272,69078.0,0.0,-67.55849,-14.393020000000002
5035,Non,SHS,3755,19.56656525640028,0.4354459,99.0,99.0,99.0,SA_PV_2025,0.4354459,66.899925,5.9614286,37246.406,534.3255,35746.336,0.0,-68.04162600000001,-16.525414
5041,Non,SHS,1035,22.012385915278287,0.50565314,99.0,99.0,99.0,SA_PV_2025,0.50565314,75.26241999999999,7.787917599999999,48658.125,620.4751,46698.457,0.0,-67.64544000000001,-15.831876999999999
5043,SA_Diesel2012,SHS,1077,7.998368497079718,0.5528196,99.0,99.0,99.0,SA_PV_2025,0.5528196,27.347174,2.7137291,19329.49,678.352,18551.01,0.0,-68.502266,-15.349927
5045,Non,Highlands,1001,132.07431548582022,99.0,0.476612,0.4509709,0.3385338,Grid2025,0.3385338,451.57452,22.628708,210262.52,358.39948,161844.08,2.307577,-67.85181,-15.970992
5050,SA_Diesel2012,SHS,3845,30.789286564288243,0.38784057,99.0,99.0,99.0,SA_PV_2025,0.38784057,105.27147,8.355153,52202.152,475.91006,50099.754,0.0,-68.84168000000001,-17.163832
5054,Non,Highlands,1341,55.03096478819572,99.0,0.54641235,0.53675365,99.0,MG_Diesel_2025,0.53675365,188.15605,11.719975999999999,147937.34,408.37857,76838.9,0.0,-67.92674,-16.061177999999998
5059,SA_Diesel2012,SHS,999,35.68106889220339,0.5122152,99.0,99.0,99.0,SA_PV_2025,0.5122152,121.99693,12.787683,79896.15,628.5272,76678.4,0.0,-67.59915,-15.726346
5065,SA_PV2012,Highlands,3930,65.65043266312773,99.0,0.4812628,0.5227757000000001,0.38703150000000003,Grid2025,0.38703150000000003,224.46501,11.776572,125102.3,439.13538,98570.53,0.19028366,-68.64541,-17.074915
5066,Non,SHS,611,19.56656525640028,0.52198744,99.0,99.0,99.0,SA_PV_2025,0.52198744,66.899925,7.146217,44648.844000000005,640.51855,42850.645,0.0,-67.49421,-15.563649
5071,SA_Diesel2012,SHS,1980,24.65658063306696,0.43754783,99.0,99.0,99.0,SA_PV_2025,0.43754783,84.30317,7.548487,47162.187999999995,536.9046599999999,45262.765999999996,0.0,-67.70233,-16.82827
5078,SA_Diesel2012,SHS,3303,43.251321691465094,0.4580299,99.0,99.0,99.0,SA_PV_2025,0.4580299,147.88034,13.861004999999999,86602.164,562.0377,83114.33,0.0,-67.99001,-16.259320000000002
5084,SA_PV2012,SHS,1207,31.39674661153237,0.47748306,99.0,99.0,99.0,SA_PV_2025,0.47748306,107.34843000000001,10.489243,65535.734000000004,585.9082599999999,62896.332,0.0,-68.56942,-15.435827
5085,Non,Highlands,1305,99.05573660705328,99.0,0.51267064,0.49333516,0.36697096,Grid2025,0.36697096,338.68088,17.23423,173589.6,400.28638,135569.34,1.8440907,-67.39301999999999,-16.011192
5087,SA_PV2012,SHS,1206,10.410788782232043,0.58754975,99.0,99.0,99.0,SA_PV_2025,0.58754975,35.595467,3.7541354,26740.15,720.9685,25663.21,0.0,-67.231155,-15.696353
5092,SA_PV2012,Highlands,3872,66.03687576470826,99.0,0.49234265,0.5415604,99.0,MG_PV_2025,0.49234265,225.78628999999998,20.252272,159995.78,625.9917,141340.34,0.0,-69.2162,-16.883917
5098,Non,SHS,1090,30.572758228663183,0.48585823,99.0,99.0,99.0,SA_PV_2025,0.48585823,104.531136,10.393115,64935.133,596.18524,62319.92,0.0,-68.49195999999999,-15.3441725
5100,SA_PV2012,SHS,2892,45.466384332558434,0.4455077,99.0,99.0,99.0,SA_PV_2025,0.4455077,155.45383999999999,14.172523000000002,88548.5,546.67206,84982.27,0.0,-68.9516,-15.519483
5107,SA_PV2012,SHS,4105,9.610036706464523,0.43871614,99.0,99.0,99.0,SA_PV_2025,0.43871614,32.857620000000004,2.5875592,18430.8,538.33826,17688.514,0.0,-66.20466,-19.081336999999998
5108,SA_PV2012,Highlands,3953,81.05902130738117,99.0,0.49349236,0.53143007,0.39268523,Grid2025,0.39268523,277.1484,14.293981,154062.81,439.0096,121670.82,0.0021623143,-67.94145999999999,-18.01281
5109,SA_PV2012,SHS,3760,16.31592690124713,0.37190366,99.0,99.0,99.0,SA_PV_2025,0.37190366,55.78569,4.2456455,26526.365,456.35425,25458.037,0.0,-67.5039,-18.859807999999997
5114,SA_PV2012,SHS,4025,25.27609654337383,0.40281084,99.0,99.0,99.0,SA_PV_2025,0.40281084,86.42135,7.123816000000001,44508.887,494.27975,42716.324,0.0,-66.94614,-17.63885
5119,SA_Diesel2012,SHS,3733,24.86918436799521,0.36853802,99.0,99.0,99.0,SA_PV_2025,0.36853802,85.03008,6.412766,40066.316,452.22437,38452.676,0.0,-68.40695,-18.956917
5121,Non,SHS,4069,25.681116899208174,0.3841395,99.0,99.0,99.0,SA_PV_2025,0.3841395,87.80615,6.902467999999999,43125.926,471.3686,41389.062000000005,0.0,-66.20636999999999,-19.129864
5128,Non,SHS,3712,15.897834272470405,0.36959050000000004,99.0,99.0,99.0,SA_PV_2025,0.36959050000000004,54.356190000000005,4.111121,25685.871,453.5158,24651.392999999996,0.0,-67.52614,-19.21949
5129,SA_PV2012,SHS,3705,6.341244050906477,0.43723190000000006,99.0,99.0,99.0,SA_PV_2025,0.43723190000000006,21.68131,1.7016411,12120.537,536.5169999999999,11632.392,0.0,-67.017,-18.361675
5131,Non,SHS,4016,12.229103285615768,0.3794597,99.0,99.0,99.0,SA_PV_2025,0.3794597,41.812453999999995,3.2468470000000003,20285.973,465.6261,19468.97,0.0,-66.74833000000001,-18.938692
5133,SA_PV2012,SHS,4173,15.128308766540457,0.4293166,99.0,99.0,99.0,SA_PV_2025,0.4293166,51.72511,3.9861142999999997,28392.5,526.8044,27249.014,0.0,-68.98268,-18.190445
5136,Non,SHS,3804,7.337461970784513,0.3649085,99.0,99.0,99.0,SA_PV_2025,0.3649085,25.087473000000003,1.8734035,11704.837,447.77063,11233.434,0.0,-67.6602,-19.626625
5146,SA_PV2012,SHS,3711,17.853986322667293,0.58152115,99.0,99.0,99.0,SA_PV_2025,0.58152115,61.04446,4.8081879999999995,45387.504,713.571,43559.555,0.0,-67.131096,-18.183651
5147,SA_PV2012,Highlands,3708,65.01552970911756,99.0,0.48022473,0.5176502000000001,0.39066553,Grid2025,0.39066553,222.29422000000002,11.672842999999999,125164.69,444.31012000000004,98767.57,0.10702450599999999,-67.346275,-18.312494
5148,SA_PV2012,SHS,3735,2.0489315387943705,0.5659801,99.0,99.0,99.0,SA_PV_2025,0.5659801,7.005489999999999,0.5370433000000001,5069.4883,694.50085,4865.3184,0.0,-66.876274,-19.35153
5154,SA_PV2012,SHS,3976,18.542028990259077,0.38464332,99.0,99.0,99.0,SA_PV_2025,0.38464332,63.396942,4.9901886,31178.197,471.9868,29922.52,0.0,-66.17813000000001,-19.148258
5155,SA_PV2012,SHS,4077,5.098146616512031,0.38539629999999997,99.0,99.0,99.0,SA_PV_2025,0.38539629999999997,17.431044,1.3747425,8589.253,472.91077,8243.328000000001,0.0,-66.15991,-19.127699
5156,SA_PV2012,Highlands,3765,94.72640589446995,99.0,0.47958025,0.52146304,0.38086929999999997,Grid2025,0.38086929999999997,323.87847999999997,16.526917,172769.83,419.21173,135773.66,0.03351587,-67.70456999999999,-18.462187
5158,MG_PV2012,SHS,267,19.63497580746478,0.60206634,99.0,99.0,0.46691784,Grid2025,0.46691784,67.13383,3.1272732999999997,40078.03,483.35083,32449.191000000003,7.484197999999999,-68.94801,-11.212933
5159,SA_Diesel2012,SHS,153,36.71867742602244,0.53372604,99.0,99.0,99.0,SA_PV_2025,0.53372604,125.54461,13.712194,85672.41,654.9227,82222.016,0.0,-67.54941,-11.795835499999999
5160,SA_Diesel2012,SHS,123,27.140742676247076,0.54153365,99.0,99.0,99.0,SA_PV_2025,0.54153365,92.79675,10.283683,64251.418,664.50323,61663.742,0.0,-66.06662,-10.502683
5161,SA_Diesel2012,SHS,176,7.960027095229084,0.5312477,99.0,99.0,99.0,SA_PV_2025,0.5312477,27.216082,2.9587830000000004,18486.178,651.8816,17741.662,0.0,-67.67185,-11.302258
5162,MG_Diesel2012,SHS,135,39.833253839497,0.5409857,99.0,99.0,0.42864797,Grid2025,0.42864797,136.19365,6.344264,74641.8,438.58255,59732.155999999995,0.15638977,-65.90897,-10.732863
5163,SA_Diesel2012,SHS,226,16.128592301369093,0.5276122,99.0,99.0,99.0,SA_PV_2025,0.5276122,55.145176,5.954055,37200.336,647.4206,35702.12,0.0,-68.26125,-11.452471000000001
5164,SA_Diesel2012,SHS,182,44.89495087867475,0.53361124,99.0,99.0,99.0,SA_PV_2025,0.53361124,153.50006000000002,16.761929000000002,104726.84,654.7818599999999,100509.055,0.0,-67.32481999999999,-11.299154
5165,SA_PV2012,SHS,147,1.8424262353587468,0.6109864,99.0,99.0,99.0,SA_PV_2025,0.6109864,6.2994285,0.6908810999999999,4921.0435,749.7271,4722.8525,0.0,-66.87304,-11.810211
5166,SA_Diesel2012,SHS,247,13.293872785143368,0.6019222,99.0,99.0,99.0,SA_PV_2025,0.6019222,45.453003,4.911041,34980.617,738.6047,33571.8,0.0,-68.47381999999999,-11.60563
5167,MG_Diesel2012,Lowlands,149,79.63338931564243,99.0,0.61832356,0.5596708,0.39024216,Grid2025,0.39024216,272.27405,11.6872015,125182.84,362.74042000000003,98764.805,20.87217,-66.57562,-11.166816
5168,SA_Diesel2012,SHS,189,5.306684728885331,0.5353493,99.0,99.0,99.0,SA_PV_2025,0.5353493,18.144054,1.9877512,12419.27,656.91455,11919.094,0.0,-67.2294,-12.055346
5169,MG_Diesel2012,SHS,245,18.83320734550813,0.6007414000000001,99.0,99.0,0.46043682,Grid2025,0.46043682,64.39251,2.9995754,37907.914,475.76932,30635.979,0.65767866,-68.72933,-11.2362585
5170,SA_Diesel2012,SHS,236,30.789286564288243,0.5261465,99.0,99.0,99.0,SA_PV_2025,0.5261465,105.27147,11.334642,70817.7,645.622,67965.58,0.0,-68.63969399999999,-11.456025
5171,SA_Diesel2012,SHS,284,23.65629708946407,0.53040195,99.0,99.0,99.0,SA_PV_2025,0.53040195,80.8831,8.779169,54851.367,650.8438,52642.27,0.0,-69.37016,-11.132077
5172,SA_Diesel2012,SHS,181,20.79949864288912,0.5310794,99.0,99.0,99.0,SA_PV_2025,0.5310794,71.11544,7.7288322,48288.965,651.6751,46344.164000000004,0.0,-67.69463,-10.737627
5173,SA_Diesel2012,SHS,186,13.949697292750326,0.60792154,99.0,99.0,99.0,SA_PV_2025,0.60792154,47.695328,5.2046790000000005,37072.156,745.96625,35579.105,0.0,-67.39183,-11.296476
5174,MG_Diesel2012,SHS,144,17.00893543073505,0.61505383,99.0,99.0,0.45240316,Grid2025,0.45240316,58.15515,2.7090224999999997,33638.633,466.3715,27121.904,0.015249421,-66.2432,-11.128245
5175,SA_Diesel2012,SHS,173,11.625708862096515,0.5332695,99.0,99.0,99.0,SA_PV_2025,0.5332695,39.749393,4.337782,27102.025,654.3625,26010.512000000002,0.0,-67.29595,-10.649123
5176,MG_Diesel2012,SHS,176,44.38306236955437,0.61437786,99.0,99.0,0.35601982,Grid2025,0.35601982,151.74986,7.068915,69075.97,353.62186,53662.07,0.011418032,-68.58702,-12.392603
5177,SA_Diesel2012,SHS,264,13.49340423250549,0.59961784,99.0,99.0,99.0,SA_PV_2025,0.59961784,46.135220000000004,4.9656687,35369.723,735.77704,33945.234,0.0,-68.77676,-11.446416000000001
5178,MG_Diesel2012,SHS,244,12.4435988342388,0.5269701999999999,99.0,99.0,99.0,SA_PV_2025,0.5269701999999999,42.545834,4.588107599999999,28666.035,646.6328,27511.533,0.0,-68.75662,-11.237855
5179,SA_Diesel2012,SHS,162,23.26144077978048,0.53409994,99.0,99.0,99.0,SA_PV_2025,0.53409994,79.53305999999999,8.69282,54311.863,655.38153,52124.496,0.0,-67.48459,-11.786186
5180,SA_Diesel2012,SHS,134,18.359776415211265,0.5344165,99.0,99.0,99.0,SA_PV_2025,0.5344165,62.773804000000005,6.8651304,42892.645,655.76996,41165.176,0.0,-67.21918000000001,-10.3437805
5181,SA_Diesel2012,SHS,191,23.653388872324122,0.53517693,99.0,99.0,99.0,SA_PV_2025,0.53517693,80.87316,8.857115,55338.363,656.7030599999999,53109.655999999995,0.0,-67.1178,-11.971864
5191,SA_PV2012,SHS,2554,22.447475446649257,0.4750585,99.0,99.0,99.0,SA_PV_2025,0.4750585,76.75003000000001,6.544798,46617.625,582.93317,44740.137,0.0,-65.67923,-18.188932
5193,SA_PV2012,SHS,3059,39.349799853027726,0.41053247,99.0,99.0,99.0,SA_PV_2025,0.41053247,134.54066,11.302944,70619.66,503.7548,67775.51,0.0,-65.76737,-18.355917
5200,SA_PV2012,SHS,3435,21.22673892256073,0.40306264,99.0,99.0,99.0,SA_PV_2025,0.40306264,72.57621999999999,5.9862843,37401.703,494.5887,35895.38,0.0,-65.60085,-19.038326
5201,SA_PV2012,SHS,3973,22.864692667808658,0.411249,99.0,99.0,99.0,SA_PV_2025,0.411249,78.17654,5.771011,41106.055,504.634,39450.54,0.0,-68.32157,-19.989391
5203,Non,SHS,3250,37.91022017897443,0.40684122,99.0,99.0,99.0,SA_PV_2025,0.40684122,129.6186,10.791524,67424.35,499.2253,64708.89,0.0,-65.86166999999999,-18.38925
5204,Non,SHS,4319,13.452013613592394,0.40129143,99.0,99.0,99.0,SA_PV_2025,0.40129143,45.993702,3.777015,23598.41,492.4153,22648.002,0.0,-66.16991999999999,-18.203966
5205,SA_PV2012,SHS,3624,20.184048356307102,0.38076654,99.0,99.0,99.0,SA_PV_2025,0.38076654,69.01116,5.377353,33597.164,467.22968,32244.062,0.0,-65.67274,-21.829414
5209,SA_PV2012,Highlands,3688,67.35188078000262,99.0,0.6020678,0.6495128000000001,0.5144556,Grid2025,0.5144556,230.28241,12.054549,170215.45,605.6517,139470.92,0.11889669999999998,-67.188576,-19.697842
5210,Non,Highlands,2983,73.37461970784511,99.0,0.47263065,0.49528869999999997,0.36159188,Grid2025,0.36159188,250.87472999999997,13.038527,129403.86,401.80800000000005,100803.48,0.010014678,-65.34065,-19.34789
5213,Non,SHS,3455,1.2229103285615772,0.3989335,99.0,99.0,99.0,SA_PV_2025,0.3989335,4.1812453000000005,0.34134746,2132.7046,489.52194000000003,2046.8114,0.0,-65.89729,-18.759949
5222,Non,SHS,2804,15.897834272470405,0.40904713,99.0,99.0,99.0,SA_PV_2025,0.40904713,54.356190000000005,4.550015,28428.037,501.93213,27283.12,0.0,-65.76438,-18.434502
5223,SA_PV2012,Highlands,3096,69.38960704361918,99.0,0.53321314,0.5592799,0.42590600000000006,Grid2025,0.42590600000000006,237.24958999999998,12.387467,144809.27,487.99582000000004,115776.81,0.3521322,-64.94559,-19.501045
5224,SA_PV2012,SHS,3512,19.981608673379107,0.4093395,99.0,99.0,99.0,SA_PV_2025,0.4093395,68.319,5.7228928,35756.06,502.2909,34316.01,0.0,-64.8734,-19.868881
5228,SA_PV2012,SHS,3055,14.918754243117627,0.47384337,99.0,99.0,99.0,SA_PV_2025,0.47384337,51.008625,4.3385940000000005,30903.162,581.4421,29658.56,0.0,-64.970184,-19.4095
5230,Non,SHS,3013,39.13313051865006,0.41084954,99.0,99.0,99.0,SA_PV_2025,0.41084954,133.79985,11.249389,70285.05,504.14383,67454.375,0.0,-65.112625,-19.411556
5234,SA_PV2012,SHS,1934,25.897786254351576,0.41555077,99.0,99.0,99.0,SA_PV_2025,0.41555077,88.54697,7.5298834,47045.953,509.9126,45151.215,0.0,-65.62850999999999,-18.328201
5237,Non,Highlands,3844,55.03096478819572,99.0,0.49791703,0.53302956,0.43841934,Grid2025,0.43841934,188.15605,10.041595,120834.93,515.5672599999999,97007.09,1.0325394,-66.03364599999999,-18.466317999999998
5241,SA_Diesel2012,Highlands,3253,55.42263088118682,99.0,0.5078247,0.5281054000000001,0.4025393,Grid2025,0.4025393,189.4952,10.105584,111652.85,467.1347,88519.78,0.044327445,-65.54059000000001,-18.769410999999998
5243,Non,SHS,3647,26.90402723010955,0.39883697,99.0,99.0,99.0,SA_PV_2025,0.39883697,91.987404,7.507826299999999,46908.145,489.4035,45018.953,0.0,-66.12438,-18.383434
5245,Non,SHS,3525,40.356040829078175,0.39587483,99.0,99.0,99.0,SA_PV_2025,0.39587483,137.9811,11.178099000000001,69839.64,485.7687,67026.9,0.0,-65.70376999999999,-19.236881
5248,SA_PV2012,SHS,3005,36.901946392816406,0.4144608,99.0,99.0,99.0,SA_PV_2025,0.4144608,126.17123000000001,10.701244,66860.3,508.57513,64167.55,0.0,-65.81989,-18.081984
5249,Non,SHS,3971,33.01857887876693,0.39531475,99.0,99.0,99.0,SA_PV_2025,0.39531475,112.89363,9.132778,57060.68,485.08145,54762.605,0.0,-66.54623000000001,-18.125654
5252,Non,SHS,3689,7.337461970784513,0.36150742,99.0,99.0,99.0,SA_PV_2025,0.36150742,25.087473000000003,1.8559430000000001,11595.743999999999,443.5973,11128.733999999999,0.0,-67.97083,-21.06007
5253,Non,SHS,2979,29.34984788898755,0.40787488,99.0,99.0,99.0,SA_PV_2025,0.40787488,100.34989,8.375956,52332.125,500.4937,50224.492,0.0,-65.731346,-18.552269
5254,SA_PV2012,Highlands,2799,105.01214741263789,99.0,0.46375406,0.48900816,0.41298085,Grid2025,0.41298085,359.04642,18.20737,206384.58,457.4938,164261.52,3.8299682,-64.775536,-19.766161
5256,SA_PV2012,Highlands,3957,62.38339085146689,99.0,0.49524125,0.53087616,0.41779625,Grid2025,0.41779625,213.29467999999997,11.242811999999999,128925.73,481.9102,102788.88,0.5126474,-65.89638000000001,-19.846926
5258,Non,SHS,3533,25.681116899208174,0.40839326,99.0,99.0,99.0,SA_PV_2025,0.40839326,87.80615,7.3382754,45848.81,501.12982,44002.28,0.0,-65.594215,-18.76366
5262,SA_PV2012,SHS,4041,22.522125437025714,0.45048657,99.0,99.0,99.0,SA_PV_2025,0.45048657,77.005264,6.226914,44353.387,552.7815,42567.085999999996,0.0,-66.04873,-18.710820000000002
5267,SA_PV2012,SHS,3025,43.00023555242389,0.40428942,99.0,99.0,99.0,SA_PV_2025,0.40428942,147.02185,12.163672,75997.41,496.09405999999996,72936.664,0.0,-65.760056,-18.697916
5269,SA_PV2012,SHS,2830,11.444331700223069,0.46095297,99.0,99.0,99.0,SA_PV_2025,0.46095297,39.129246,3.237641,23061.237999999998,565.6246,22132.465,0.0,-65.42600999999999,-19.246906
5270,Non,SHS,3970,23.23529624325491,0.39514232,99.0,99.0,99.0,SA_PV_2025,0.39514232,79.443665,6.423967,40136.297,484.86987,38519.84,0.0,-66.56057,-18.12059
5277,SA_PV2012,SHS,3654,30.171803464381433,0.40480778,99.0,99.0,99.0,SA_PV_2025,0.40480778,103.16023,8.545779,53393.168,496.73013,51242.797,0.0,-66.16226999999999,-18.053151999999997
5278,Non,SHS,3747,1.2229103285615772,0.36119953,99.0,99.0,99.0,SA_PV_2025,0.36119953,4.1812453000000005,0.30906036,1930.9779999999998,443.21945,1853.2094,0.0,-67.99618000000001,-20.92604
5279,SA_Diesel2012,SHS,3704,4.5300443853853025,0.5447857,99.0,99.0,99.0,SA_PV_2025,0.5447857,15.488647,1.1429017,10788.565,668.4938,10354.064,0.0,-68.21549,-21.203794
5291,SA_PV2012,Highlands,2963,64.99432620071694,99.0,0.49505022,0.5142014,0.37895054,Grid2025,0.37895054,222.22171,11.669379,121375.31,428.87445,95305.22,0.038528822000000004,-65.526764,-18.321278
5294,Non,SHS,3999,15.897834272470405,0.38811174,99.0,99.0,99.0,SA_PV_2025,0.38811174,54.356190000000005,4.3171415,26973.064,476.2428,25886.746,0.0,-66.65426,-18.401851999999998
5298,Non,SHS,3374,13.452013613592394,0.39447394,99.0,99.0,99.0,SA_PV_2025,0.39447394,45.993702,3.712848,23197.5,484.04974000000004,22263.237999999998,0.0,-66.33988000000001,-18.339891
5300,Non,Highlands,2765,51.36223379841635,99.0,0.51491344,0.54220086,0.46108028,Grid2025,0.46108028,175.6123,9.442209,119495.13,550.0184,96590.0,1.4127713,-65.42073,-18.707157000000002
5306,SA_PV2012,SHS,3464,35.68106889220339,0.39904407,99.0,99.0,99.0,SA_PV_2025,0.39904407,121.99693,9.962315,62243.535,489.65762,59736.727,0.0,-65.61282,-19.206976
5308,SA_PV2012,SHS,2371,12.845569978860187,0.40746894,99.0,99.0,99.0,SA_PV_2025,0.40746894,43.92021,3.662262,22881.445,499.99557000000004,21959.912,0.0,-64.93785,-19.820213
5313,SA_PV2012,SHS,3324,36.51508033153746,0.42360052,99.0,99.0,99.0,SA_PV_2025,0.42360052,124.848495,9.493152,67618.31,519.7903,64895.035,0.0,-66.24178,-21.823970000000003
5315,SA_PV2012,SHS,2628,27.32516907711863,0.4059151,99.0,99.0,99.0,SA_PV_2025,0.4059151,93.42732,7.760677,48487.926,498.0889,46535.113,0.0,-65.961624,-18.282047
5316,SA_Diesel2012,SHS,3722,27.58802909049162,0.41143328,99.0,99.0,99.0,SA_PV_2025,0.41143328,94.326065,6.9662933,49619.875,504.86014000000006,47621.473,0.0,-67.610855,-20.660526
5317,Non,SHS,4029,18.343654928423657,0.3976909,99.0,99.0,99.0,SA_PV_2025,0.3976909,62.718680000000006,5.1042633,31890.922000000002,487.9972,30606.54,0.0,-66.24365999999999,-18.269083
5324,SA_PV2012,SHS,2337,17.950831432064874,0.42019259999999997,99.0,99.0,99.0,SA_PV_2025,0.42019259999999997,61.37558000000001,5.277576,32973.76,515.6084599999999,31645.77,0.0,-65.52499399999999,-18.277355
5326,Non,Highlands,3386,88.04954366696266,99.0,0.45521197,0.48549467,0.34114403,Grid2025,0.34114403,301.04967999999997,15.436070999999998,144535.55,370.0819,111413.04,0.01378831,-65.87469,-18.561787
5336,SA_PV2012,SHS,2995,28.539948176656427,0.4029485,99.0,99.0,99.0,SA_PV_2025,0.4029485,97.580765,8.046449,50273.402,494.44864,48248.68,0.0,-66.054825,-18.288342
5340,Non,SHS,3136,13.452013613592394,0.3893179,99.0,99.0,99.0,SA_PV_2025,0.3893179,45.993702,3.6643182999999997,22894.292999999998,477.72287,21972.242000000002,0.0,-65.516235,-20.19608
5342,SA_PV2012,SHS,3537,16.110438004473902,0.40564120000000004,99.0,99.0,99.0,SA_PV_2025,0.40564120000000004,55.083103,4.5724707,28568.336,497.75278,27417.767999999996,0.0,-65.640434,-18.833088
5344,SA_PV2012,SHS,756,28.325311622846343,0.44956769999999996,99.0,99.0,99.0,SA_PV_2025,0.44956769999999996,96.84691,8.909869,55667.965,551.654,53425.98,0.0,-63.81446999999999,-18.812975
5345,MG_Diesel2012,SHS,877,15.942133100334134,0.50455856,99.0,99.0,99.0,SA_PV_2025,0.50455856,54.507652,4.9367332,35163.617,619.1319599999999,33747.43,0.0,-63.671078,-19.584293
5346,SA_Diesel2012,Lowlands,203,68.6630571612488,99.0,0.5851341999999999,0.5712816999999999,99.0,MG_Diesel_2025,0.5712816999999999,234.76546000000002,11.9299965,160275.33,358.8054,84235.11,0.0,-64.30175,-16.402739
5348,SA_Diesel2012,SHS,270,16.273685700006126,0.710071,99.0,99.0,99.0,SA_PV_2025,0.710071,55.641262,5.351413,50515.34,871.3115,48480.87,0.0,-61.612198,-17.601814
5350,MG_Diesel2012,SHS,318,8.005342341454222,0.72023684,99.0,99.0,0.54703975,Grid2025,0.54703975,27.37102,1.2750152,19144.072,577.07776,15795.207,0.12197351,-61.961285,-16.717129
5351,SA_PV2012,SHS,397,22.211776382021245,0.48140299999999997,99.0,99.0,99.0,SA_PV_2025,0.48140299999999997,75.94415,7.481585000000001,46744.19,590.7183,44861.605,0.0,-60.71676,-16.748695
5352,SA_PV2012,SHS,314,16.31592690124713,0.48109126,99.0,99.0,99.0,SA_PV_2025,0.48109126,55.78569,5.492129,34314.27,590.3358,32932.29,0.0,-63.792778000000006,-17.43372
5353,Non,SHS,182,7.337461970784513,0.46401653,99.0,99.0,99.0,SA_PV_2025,0.46401653,25.087473000000003,2.3822143,14883.836000000001,569.3838,14284.4,0.0,-58.630154000000005,-18.77642
5354,SA_PV2012,SHS,202,20.79949864288912,0.48722208,99.0,99.0,99.0,SA_PV_2025,0.48722208,71.11544,7.090573299999999,44301.187999999995,597.8588,42516.992,0.0,-63.256565,-15.811438
5355,SA_PV2012,SHS,445,9.990804336543317,0.47624868,99.0,99.0,99.0,SA_PV_2025,0.47624868,34.1595,3.3291682999999996,20800.308999999997,584.39355,19962.592,0.0,-61.722545999999994,-16.866808
5356,MG_Diesel2012,SHS,115,21.425112993170398,0.49094406,99.0,99.0,99.0,SA_PV_2025,0.49094406,73.25448,7.359641000000001,45982.297,602.4259,44130.395,0.0,-58.63686,-16.398169
5357,SA_PV2012,SHS,415,20.60112457812896,0.4760505,99.0,99.0,99.0,SA_PV_2025,0.4760505,70.43718,6.861917500000001,42872.57,584.1504,41145.91,0.0,-63.617059999999995,-17.69303
5358,SA_PV2012,Lowlands,453,114.32956638550108,99.0,0.5174916,0.5125992,0.370693,Grid2025,0.370693,390.90353,16.322693,166075.77,332.37,129924.61,0.06850819,-62.61824,-19.645120000000002
5359,Non,SHS,233,14.674923941569025,0.46320713,99.0,99.0,99.0,SA_PV_2025,0.46320713,50.174946000000006,4.756118,29715.746,568.3906,28518.967,0.0,-59.511967000000006,-18.243026999999998
