,Total GHI Energy
9399,2263.078
9400,2315.961
9401,2402.087
9402,2296.821
9403,2282.302
9404,2299.119
9405,2386.305
9406,2304.542
9407,2274.9
9408,2296.574
9409,2215.352
9410,2311.734
9411,2200.518
9412,2226.68
9413,2212.373
9414,2266.944
9415,2202.552
9416,2206.189
9417,2312.613
9418,2311.604
9419,2208.463
9420,2302.302
9421,2202.636
9422,2168.181
9423,2342.444
9424,2364.341
9425,1836.168
9426,2067.258
9427,2191.174
9428,1869.4
9429,2426.37
9430,1846.328
9431,2323.124
9432,2038.174
9433,2466.678
9434,2443.684
9435,2276.993
9436,2350.792
9437,1875.149
9438,2188.36
9439,2330.962
9440,2099.458
9441,2143.276
9442,1812.653
9443,1952.769
9444,2341.872
9445,2081.118
9446,2141.781
9447,2160.597
9448,2278.151
9449,2184.684
9450,1748.766
9451,2282.004
9452,2426.606
9453,2255.294
9454,2145.837
9455,2186.655
9456,2337.82
9457,1867.653
9458,2222.92
9459,1900.184
9460,2337.828
9461,1878.813
9462,2220.694
9463,2416.846
9464,1862.532
9465,2360.25
9466,2262.669
9467,1829.08
9468,1866.327
9469,1867.4
9470,2322.876
9471,2277.575
9472,2317.83
9473,2094.006
9474,2215.253
9475,2375.781
9476,2192.186
9477,2422.424
9478,2156.558
9479,1779.058
9480,2164.459
9481,2215.532
9482,2280.409
9483,2259.613
9484,2465.136
9485,2485.184
9486,2312.981
9487,2091.631
9488,2384.994
9489,2207.103
9490,2086.905
9491,2256.968
9492,2283.963
9493,1871.094
9494,2167.027
9495,2258.784
9496,2284.562
9497,2463.797
9498,1861.618
9499,1886.154
9500,2496.73
9501,2270.354
9502,1782.701
9503,2013.725
9504,1862.261
9505,1844.763
9506,2072.507
9507,2330.985
9508,2012.295
9509,2295.387
9510,2282.461
9511,1843.842
9512,2207.589
9513,2297.234
9514,2230.932
9515,2335.011
9516,2233.714
9517,2397.479
9518,2168.962
9519,1871.818
9520,2247.799
9521,2270.128
9522,2180.215
9523,1825.76
9524,2349.325
9525,2182.01
9526,2322.473
9527,1863.892
9528,2436.132
9529,1984.308
9530,2454.932
9531,2232.882
9532,1876.674
9533,1784.15
9534,1868.863
9535,2270.268
9536,1846.125
9537,2134.155
9538,1824.44
9539,2246.056
9540,2224.619
9541,1857.325
9542,2446.798
9543,2378.131
9544,1846.908
9545,1824.131
9546,2426.829
9547,2191.765
9548,2447.476
9549,1836.698
9550,2334.415
9551,1949.735
9552,1869.924
9553,2414.267
9554,2328.725
9555,1862.216
9556,2473.099
9557,2318.421
9558,2455.265
9559,2385.868
9560,2410.633
9561,1879.778
9562,2438.607
9563,2496.59
9564,1963.952
9565,1772.198
9566,2154.862
9567,2240.547
9568,2360.327
9569,2302.236
9570,2257.669
9571,2268.081
9572,1870.151
9573,2375.63
9574,2463.813
9575,2477.518
9576,2015.928
9577,1774.728
9578,2029.219
9579,2485.065
9580,2355.662
9581,2128.706
9582,2036.197
9583,2195.853
9584,2241.974
9585,1827.472
9586,2285.999
9587,2342.505
9588,2122.061
9589,2397.852
9590,2205.269
9591,2217.642
9592,2291.943
9593,2468.073
9594,2131.448
9595,2181.236
9596,2335.609
9597,1872.367
9598,1919.714
9599,2478.035
9600,2128.705
9601,1859.122
9602,2211.635
9603,2299.067
9604,2408.341
9605,1882.089
9606,2477.586
9607,2091.236
9608,2185.179
9609,2075.295
9610,2052.314
9611,2290.941
9612,2211.553
9613,1878.494
9614,1867.233
9615,2289.173
9616,2178.42
9617,2485.301
9618,1870.059
9619,2251.809
9620,1985.257
9621,2477.248
9622,1866.625
9623,2446.086
9624,2540.91
9625,2525.857
9626,2605.328
9627,2602.117
9628,2588.109
9629,2612.114
9630,2503.27
9631,2487.889
9632,2476.077
9633,2473.765
9634,2437.202
9635,2507.142
9636,2598.05
9637,2476.807
9638,2427.633
9639,2624.486
9640,2429.521
9641,2636.515
9642,2581.259
9643,2570.516
9644,2572.308
9645,2435.835
9646,2503.3
9647,2578.559
9648,2549.972
9649,2595.932
9650,2439.878
9651,2468.584
9652,2588.798
9653,2453.527
9654,2579.118
9655,2627.52
9656,2465.696
9657,2454.896
9658,2507.297
9659,2495.097
9660,2594.849
9661,2553.034
9662,2636.252
9663,2502.756
9664,2495.401
9665,2646.312
9666,2582.337
9667,2467.417
9668,2612.711
9669,1814.727
9670,1777.228
9671,1815.171
9672,1784.747
9673,1798.201
9674,1773.596
9675,1787.564
9676,1778.971
9677,1799.914
9678,1791.978
9679,1770.107
9680,1795.395
9681,1789.346
9682,1777.106
9683,1797.327
9684,1799.221
9685,1809.574
9686,1815.861
9687,1783.301
9688,1770.386
9689,2426.057
9690,2336.96
9691,2394.364
9692,2335.362
9693,2413.486
9694,2462.717
9695,2499.237
9696,2435.889
9697,2401.052
9698,2476.517
9699,2452.476
9700,2422.884
9701,2424.948
9702,2323.942
9703,2405.625
9704,2412.764
9705,2409.482
9706,2507.198
9707,2618.196
9708,2424.864
9709,2324.47
9710,2325.28
9711,2490.735
9712,2423.197
9713,2464.916
9714,2390.68
9715,2435.808
9716,2422.062
9717,2404.056
9718,2633.751
9719,2346.967
9720,2324.164
9721,2390.224
9722,2406.266
9723,2475.181
9724,2444.546
9725,2383.281
9726,2362.938
9727,2366.546
9728,2396.652
9729,2455.728
9730,2382.827
9731,2350.339
9732,2446.382
9733,2405.337
9734,2466.985
9735,2466.872
9736,2417.65
9737,2388.84
9738,2650.427
9739,2388.462
9740,2635.46
9741,2453.667
9742,2398.044
9743,2428.129
9744,2588.751
9745,2320.023
9746,2446.564
9747,2341.282
9748,2372.892
9749,2406.279
9750,2426.249
9751,2405.682
9752,2400.449
9753,2560.965
9754,2387.169
9755,2559.073
9756,2405.077
9757,2291.025
9758,2378.847
9759,2408.019
9760,2398.728
9761,2428.743
9762,2398.414
9763,2657.09
9764,2439.828
9765,2450.868
9766,2411.36
9767,2383.787
9768,2424.409
9769,2438.06
9770,2561.798
9771,2403.289
9772,2364.653
9773,2399.612
9774,2395.857
9775,2445.127
9776,2372.4
9777,2431.67
9778,2496.617
9779,2481.919
9780,2346.183
9781,2470.931
9782,2364.831
9783,2401.318
9784,2584.288
9785,2445.065
9786,2467.441
9787,2418.386
9788,2480.527
9789,2474.564
9790,2441.75
9791,2504.168
9792,2528.669
9793,2571.648
9794,2410.32
9795,2433.092
9796,2454.192
9797,2482.296
9798,2447.389
9799,2392.988
9800,2455.538
9801,2452.669
9802,2324.0
9803,2460.967
9804,2558.868
9805,2467.473
9806,2415.918
9807,2406.045
9808,2439.114
9809,2628.147
9810,2344.428
9811,2452.526
9812,2450.677
9813,2442.11
9814,2448.716
9815,2423.009
9816,2482.066
9817,2582.907
9818,2380.517
9819,2462.886
9820,2404.23
9821,2320.664
9822,2469.012
9823,2429.142
9824,2645.884
9825,2478.687
9826,2401.985
9827,2425.168
9828,2366.859
9829,2117.876
9830,2583.337
9831,2422.53
9832,2319.324
9833,2420.253
9834,2473.547
9835,2115.66
9836,2036.136
9837,1936.123
9838,2027.297
9839,2186.17
9840,2036.305
9841,2032.453
9842,1980.815
9843,2038.758
9844,2058.215
9845,2149.946
9846,2037.0
9847,1921.452
9848,2063.016
9849,2063.415
9850,2096.76
9851,2022.66
9852,2049.036
9853,1918.533
9854,1925.962
9855,2025.54
9856,2006.237
9857,1975.177
9858,2003.534
9859,1915.882
9860,2006.476
9861,2133.689
9862,1918.262
9863,1998.51
9864,2120.055
9865,2018.799
9866,2136.225
9867,1920.404
9868,2010.016
9869,1976.074
9870,2117.522
9871,2164.889
9872,2003.461
9873,2060.861
9874,2141.843
9875,2066.066
9876,2073.419
9877,2052.092
9878,2055.402
9879,1995.069
9880,2152.667
9881,2052.193
9882,2132.036
9883,2041.588
9884,2031.725
9885,2064.585
9886,2018.242
9887,2075.083
9888,2008.607
9889,2042.757
9890,2003.4
9891,2119.989
9892,2021.942
9893,2031.476
9894,2075.089
9895,1991.218
9896,2072.995
9897,2018.359
9898,1993.363
9899,1834.084
9900,2042.702
9901,1950.076
9902,2054.17
9903,2054.882
9904,2165.663
9905,2036.89
9906,1962.17
9907,2010.869
9908,2045.563
9909,2050.121
9910,2047.303
9911,2037.049
9912,1972.615
9913,2016.642
9914,2178.407
9915,2031.995
9916,2012.372
9917,2032.357
9918,2434.53
9919,2109.431
9920,2128.476
9921,1987.363
9922,2000.422
9923,2156.865
9924,2160.635
9925,2051.206
9926,2036.367
9927,2135.933
9928,1992.708
9929,2055.996
9930,2160.432
9931,1997.245
9932,2073.264
9933,1983.013
9934,1918.188
9935,1989.92
9936,1990.89
9937,2047.134
9938,2164.818
9939,2087.94
9940,2001.945
9941,2008.118
9942,2072.695
9943,2047.826
9944,1996.812
9945,2032.752
9946,1981.98
9947,2024.946
9948,1947.459
9949,1914.046
9950,1977.777
9951,1968.322
9952,1993.286
9953,2162.368
9954,1974.264
9955,1998.785
9956,2178.59
9957,2332.096
9958,2305.975
9959,2294.873
9960,2259.7
9961,2393.61
9962,2171.407
9963,2287.338
9964,2324.481
9965,2231.573
9966,2221.465
9967,2290.236
9968,2201.652
9969,2264.608
9970,2201.892
9971,2219.557
9972,2391.145
9973,2218.874
9974,2405.682
9975,2177.319
9976,2387.061
9977,2248.291
9978,2210.835
9979,2172.467
9980,2193.452
9981,2260.778
9982,2297.141
9983,2296.629
9984,2285.281
9985,2364.531
9986,2150.488
9987,2211.849
9988,2381.145
9989,1814.213
9990,1854.845
9991,1823.827
9992,1948.512
9993,1910.407
9994,2261.806
9995,2324.391
9996,2004.087
9997,2279.291
9998,2234.813
9999,2473.544
10000,2353.999
10001,2458.614
10002,2481.346
10003,2217.705
10004,2424.94
10005,2365.941
10006,2240.488
10007,1745.963
10008,1759.879
10009,2482.177
10010,2524.487
10011,1803.93
10012,1808.756
10013,2389.262
10014,2390.014
10015,2653.829
10016,2354.708
10017,2565.514
10018,2461.187
10019,2408.522
10020,2478.928
10021,2518.04
10022,2011.347
10023,1976.804
10024,2062.854
10025,2139.47
10026,1954.978
10027,2158.009
10028,1997.2
10029,2027.945
10030,1885.875
10031,1784.198
10032,1764.708
10033,1764.352
10034,1825.16
10035,1817.752
10036,1783.98
10037,1822.355
10038,1829.908
10039,1779.436
10040,1875.284
10041,1818.396
10042,1778.205
10043,1792.578
10044,1823.346
10045,1769.892
10046,1770.14
10047,1781.566
10048,1772.17
10049,1823.028
10050,1829.242
10051,1826.729
10052,1865.849
10053,1831.357
10054,1823.728
10055,1909.659
10056,2131.819
10057,1916.725
10058,2373.177
10059,1913.903
10060,2135.279
10061,2123.04
10062,2072.872
10063,1933.19
10064,2141.932
10065,2366.07
10066,1942.556
10067,2288.96
10068,2301.661
10069,2321.714
10070,2151.906
10071,2288.632
10072,1967.934
10073,2291.537
10074,2374.673
10075,2366.288
10076,2382.299
10077,2078.743
10078,1910.299
10079,2229.682
10080,2186.45
10081,2181.19
10082,2289.614
10083,2330.488
10084,2281.135
10085,1940.191
10086,2241.481
10087,2205.823
10088,2376.028
10089,2310.989
10090,2286.001
10091,2046.992
10092,2373.024
10093,2242.31
10094,2310.856
10095,2066.945
10096,2352.273
10097,2213.65
10098,2058.357
10099,2134.225
10100,1933.614
10101,2081.162
10102,2334.483
10103,2370.325
10104,2208.63
10105,2071.681
10106,2157.239
10107,1919.461
10108,2217.072
10109,2370.591
10110,1936.547
10111,2317.649
10112,2119.447
10113,2327.062
10114,1915.917
10115,1934.394
10116,2378.626
10117,2019.268
10118,1940.741
10119,2417.701
10120,2320.587
10121,2139.913
10122,2358.333
10123,2399.125
10124,2148.802
10125,2435.341
10126,1924.033
10127,1896.267
10128,2034.778
10129,2123.55
10130,1921.693
10131,1908.339
10132,2090.959
10133,2333.796
10134,2286.238
10135,1939.255
10136,2146.613
10137,2253.526
10138,2215.721
10139,1919.743
10140,2353.063
10141,2164.446
10142,2188.298
10143,2035.256
10144,2196.57
10145,1997.488
10146,2039.991
10147,1925.334
10148,2177.795
10149,2099.752
10150,1914.837
10151,2321.116
10152,2071.222
10153,2343.011
10154,1941.634
10155,2167.341
10156,2072.309
10157,2336.803
10158,2254.115
10159,2339.851
10160,2014.489
10161,1916.796
10162,1869.121
10163,2102.532
10164,2109.442
10165,1915.336
10166,2385.769
10167,2364.038
10168,1947.373
10169,2206.148
10170,2226.738
10171,1957.458
10172,2324.372
10173,2353.996
10174,2164.947
10175,2211.932
10176,1935.978
10177,1915.553
10178,2032.232
10179,2328.66
10180,2155.822
10181,2074.47
10182,2240.025
10183,1910.516
10184,2168.545
10185,2206.497
10186,1944.388
10187,2094.22
10188,1909.052
10189,2296.293
10190,2161.223
10191,2358.608
10192,2098.231
10193,2376.613
10194,1917.893
10195,2329.577
10196,2185.341
10197,1908.416
10198,2392.28
10199,2272.406
10200,2135.055
10201,2146.545
10202,2376.552
10203,2259.1
10204,2039.824
10205,2381.233
10206,1910.724
10207,2328.684
10208,1919.044
10209,2211.734
10210,1918.012
10211,2048.878
10212,2039.917
10213,2166.112
10214,2218.323
10215,2066.296
10216,2060.712
10217,2066.388
10218,2056.628
10219,2171.549
10220,2375.841
10221,2341.233
10222,2020.933
10223,2408.64
10224,2159.119
10225,2374.156
10226,2349.254
10227,2138.485
10228,1944.194
10229,2198.464
10230,1926.084
10231,2209.059
10232,2116.256
10233,2354.114
10234,2047.693
10235,1919.927
10236,2363.885
10237,2141.979
10238,2383.475
10239,2059.912
10240,2151.416
10241,2273.066
10242,2183.778
10243,2300.565
10244,2314.687
10245,2212.34
10246,2170.126
10247,2170.136
10248,2370.97
10249,2307.876
10250,2291.59
10251,2290.417
10252,2146.589
10253,2311.462
10254,2163.031
10255,2288.048
10256,2185.064
10257,2301.727
10258,2296.107
10259,2321.131
10260,2330.518
10261,2171.58
10262,2220.649
10263,2284.718
10264,2399.302
10265,2205.185
10266,2281.037
10267,2286.128
10268,2165.296
10269,2215.613
10270,2233.342
10271,2209.246
10272,2300.665
10273,2203.149
10274,2206.634
10275,2284.766
10276,2231.214
10277,2314.992
10278,2219.693
10279,2258.717
10280,2361.931
10281,2311.312
10282,2253.078
10283,2247.938
10284,2180.086
10285,2227.824
10286,2241.862
10287,2301.093
10288,2329.64
10289,2229.927
10290,2252.92
10291,2309.295
10292,2318.81
10293,2283.438
10294,2257.023
10295,2246.903
10296,2263.926
10297,2318.803
10298,2264.119
10299,2308.764
10300,2318.666
10301,2183.131
10302,2191.15
10303,2286.021
10304,2202.435
10305,2261.693
10306,2260.146
10307,2209.639
10308,2303.543
10309,2290.894
10310,2355.031
10311,2286.529
10312,2310.72
10313,2289.155
10314,2278.525
10315,2353.243
10316,2204.774
10317,2306.96
10318,2309.643
10319,2237.575
10320,2283.41
10321,2022.053
10322,2195.5
10323,2166.388
10324,2112.865
10325,2470.818
10326,2425.773
10327,2065.373
10328,1882.91
10329,2444.7
10330,2173.267
10331,2291.954
10332,2413.376
10333,2365.282
10334,2185.254
10335,2264.156
10336,2324.431
10337,2162.624
10338,2268.618
10339,2060.829
10340,2489.995
10341,2198.521
10342,2474.776
10343,2474.156
10344,2390.308
10345,2302.578
10346,1835.997
10347,2163.903
10348,2289.588
10349,2234.045
10350,2367.523
10351,2281.422
10352,2206.788
10353,2370.233
10354,2435.652
10355,1819.946
10356,2316.348
10357,2342.174
10358,1910.427
10359,1857.146
10360,2302.631
10361,2158.736
10362,2429.82
10363,1855.326
10364,2299.319
10365,1840.061
10366,2175.669
10367,2269.893
10368,1857.358
10369,2148.271
10370,2278.017
10371,2261.627
10372,1868.637
10373,2436.14
10374,2284.349
10375,1835.902
10376,2137.848
10377,1898.485
10378,2337.686
10379,2427.428
10380,2232.054
10381,2211.045
10382,2455.626
10383,1880.798
10384,1859.538
10385,1882.718
10386,2408.009
10387,2388.335
10388,2460.446
10389,1850.573
10390,2265.917
10391,2399.615
10392,2339.008
10393,2302.02
10394,1783.423
10395,2293.034
10396,2312.587
10397,2161.149
10398,2257.077
10399,2291.099
10400,2281.976
10401,2131.259
10402,1780.697
10403,2486.432
10404,2249.6
10405,2470.036
10406,2212.045
10407,2305.506
10408,2155.941
10409,2484.708
10410,1826.45
10411,1818.557
10412,2481.19
10413,1769.626
10414,2086.619
10415,1858.987
10416,1816.151
10417,2223.472
10418,2072.111
10419,1853.997
10420,2299.006
10421,1879.711
10422,1881.989
10423,2250.115
10424,2077.139
10425,2145.237
10426,1831.001
10427,2293.885
10428,2445.962
10429,2485.083
10430,2242.228
10431,1932.003
10432,2168.429
10433,2435.433
10434,2292.181
10435,1756.551
10436,2311.02
10437,2287.989
10438,2172.471
10439,2222.844
10440,2421.657
10441,2482.628
10442,1897.112
10443,2476.33
10444,1873.882
10445,2198.258
10446,1904.587
10447,2114.932
10448,2179.621
10449,2168.487
10450,2210.948
10451,2481.997
10452,2151.599
10453,2113.366
10454,1868.694
10455,2284.729
10456,2482.763
10457,2303.144
10458,2067.235
10459,1895.723
10460,2415.206
10461,2424.307
10462,2232.882
10463,2390.768
10464,2246.771
10465,2225.816
10466,2174.305
10467,2151.776
10468,2009.789
10469,2262.113
10470,1873.225
10471,1851.471
10472,2287.325
10473,2298.793
10474,1763.006
10475,2299.126
10476,2100.482
10477,2507.289
10478,2488.346
10479,2293.505
10480,2458.676
10481,2079.707
10482,1758.663
10483,2349.89
10484,1842.012
10485,1866.714
10486,2187.441
10487,2203.33
10488,2350.831
10489,2222.032
10490,1848.683
10491,2413.195
10492,2422.162
10493,2115.974
10494,2278.329
10495,2131.291
10496,1989.23
10497,1863.54
10498,2209.294
10499,1844.7
10500,2262.052
10501,2136.559
10502,2278.715
10503,1870.51
10504,2291.672
10505,2332.631
10506,2199.502
10507,2323.049
10508,2121.474
10509,1915.388
10510,2152.171
10511,1876.674
10512,2243.692
10513,2135.91
10514,2523.55
10515,2511.61
10516,2651.868
10517,2544.038
10518,2508.276
10519,2495.948
10520,2553.919
10521,2497.623
10522,2413.967
10523,2502.161
10524,2507.744
10525,2483.114
10526,2509.137
10527,2395.076
10528,2593.667
10529,2514.522
10530,2489.769
10531,2629.672
10532,2506.957
10533,2471.204
10534,2524.682
10535,2411.911
10536,2597.149
10537,2499.325
10538,2495.596
10539,2493.591
10540,2492.882
10541,2429.213
10542,2524.55
10543,2363.361
10544,2457.929
10545,2623.761
10546,2472.433
10547,2494.842
10548,2477.421
10549,2599.356
10550,2505.193
10551,2587.048
10552,2596.533
10553,1805.325
10554,1809.854
10555,1816.3
10556,1814.411
10557,1772.419
10558,1787.888
10559,1786.732
10560,1808.608
10561,1817.101
10562,1773.121
10563,1795.739
10564,1800.992
10565,1789.443
10566,1804.64
10567,1790.879
10568,1790.96
10569,1811.644
10570,1787.228
10571,1816.431
10572,2389.817
10573,2372.658
10574,2438.302
10575,2436.855
10576,2465.426
10577,2440.551
10578,2424.554
10579,2458.772
10580,2386.974
10581,2377.458
10582,2467.964
10583,2350.614
10584,2424.801
10585,2355.67
10586,2388.87
10587,2403.394
10588,2395.535
10589,2431.829
10590,2326.685
10591,2392.901
10592,2457.265
10593,2362.323
10594,2469.204
10595,2316.42
10596,2446.009
10597,2447.625
10598,2341.585
10599,2576.842
10600,2444.235
10601,2449.377
10602,2385.033
10603,2322.694
10604,2470.404
10605,2430.555
10606,2493.505
10607,2526.848
10608,2353.773
10609,2470.778
10610,2402.471
10611,2423.069
10612,2399.987
10613,2386.796
10614,2555.622
10615,2403.612
10616,2483.983
10617,2315.996
10618,2420.396
10619,2656.351
10620,2392.025
10621,2333.274
10622,2582.938
10623,2317.852
10624,2443.088
10625,2479.246
10626,2567.309
10627,2378.295
10628,2397.226
10629,2424.726
10630,2407.971
10631,2357.928
10632,2535.116
10633,2436.243
10634,2458.457
10635,2456.646
10636,2333.793
10637,2416.115
10638,2463.156
10639,2555.388
10640,2439.577
10641,2383.567
10642,2438.068
10643,2489.369
10644,2461.63
10645,2527.309
10646,2369.498
10647,2443.907
10648,2406.928
10649,2668.196
10650,2390.377
10651,2409.825
10652,2479.346
10653,2370.284
10654,2436.6
10655,2460.467
10656,2513.705
10657,2486.206
10658,2367.744
10659,2413.059
10660,2377.951
10661,2335.716
10662,2447.654
10663,2357.517
10664,2472.129
10665,2449.003
10666,2578.456
10667,2257.982
10668,2388.682
10669,2431.547
10670,2311.034
10671,2438.007
10672,2470.825
10673,2447.647
10674,2388.496
10675,2447.578
10676,2479.56
10677,2413.397
10678,2501.823
10679,2503.293
10680,2606.318
10681,2342.846
10682,2473.589
10683,2559.144
10684,2403.708
10685,2427.499
10686,2372.17
10687,2541.13
10688,2481.831
10689,2318.865
10690,2315.598
10691,2443.76
10692,2465.498
10693,2405.741
10694,2386.039
10695,2413.206
10696,2387.507
10697,2317.647
10698,2454.263
10699,2382.464
10700,2454.966
10701,2424.601
10702,2468.456
10703,2485.527
10704,2434.87
10705,2576.326
10706,2359.993
10707,2374.949
10708,2482.571
10709,2338.088
10710,2376.137
10711,2420.574
10712,2369.176
10713,2400.507
10714,2382.436
10715,2543.079
10716,2465.457
10717,2570.286
10718,2409.272
10719,2327.16
10720,2363.325
10721,2538.482
10722,2430.154
10723,2432.784
10724,2450.341
10725,2359.237
10726,2378.641
10727,2401.357
10728,2406.77
10729,1998.395
10730,1980.778
10731,2060.775
10732,1993.553
10733,1988.015
10734,2140.476
10735,1947.453
10736,2057.975
10737,2014.338
10738,2049.066
10739,2172.071
10740,2008.094
10741,1987.364
10742,2028.314
10743,2009.018
10744,1969.979
10745,2002.511
10746,1949.047
10747,1964.964
10748,1959.597
10749,2113.684
10750,2060.883
10751,2046.806
10752,1976.117
10753,2005.978
10754,1922.65
10755,2029.741
10756,2153.566
10757,2007.412
10758,2000.362
10759,1968.785
10760,2052.665
10761,2058.207
10762,2117.723
10763,1997.622
10764,2068.391
10765,2045.153
10766,2010.071
10767,1966.29
10768,2047.332
10769,2147.681
10770,1913.599
10771,2025.022
10772,2162.229
10773,2038.159
10774,1825.896
10775,1958.267
10776,2001.801
10777,2167.475
10778,2002.656
10779,1990.927
10780,2055.46
10781,1960.849
10782,2024.105
10783,1979.324
10784,2140.343
10785,1997.681
10786,1981.468
10787,1980.231
10788,2079.164
10789,2018.006
10790,1950.735
10791,1973.35
10792,1993.956
10793,2128.013
10794,1993.862
10795,1963.461
10796,2032.629
10797,2030.746
10798,1942.129
10799,1933.711
10800,2011.454
10801,1999.396
10802,1959.433
10803,2024.802
10804,2079.574
10805,2003.221
10806,1922.834
10807,1954.721
10808,1899.77
10809,1993.638
10810,2106.942
10811,2081.803
10812,2008.166
10813,1948.585
10814,2040.538
10815,2097.777
10816,2003.638
10817,2073.381
10818,2065.582
10819,2154.184
10820,2088.05
10821,2111.501
10822,1974.061
10823,2134.149
10824,2049.745
10825,2016.435
10826,2047.693
10827,2203.812
10828,1926.09
10829,2051.662
10830,1979.979
10831,2031.515
10832,2072.219
10833,2131.436
10834,1945.895
10835,1993.631
10836,2136.6
10837,1979.348
10838,1912.06
10839,2038.991
10840,2061.778
10841,2211.595
10842,2320.305
10843,2228.059
10844,2417.056
10845,2195.752
10846,2172.204
10847,2233.589
10848,2377.794
10849,2188.067
10850,2220.402
10851,2326.105
10852,2229.072
10853,2283.523
10854,2320.109
10855,2402.646
10856,2299.16
10857,2208.963
10858,2186.645
10859,2306.733
10860,2333.957
10861,2174.647
10862,2287.315
10863,2219.267
10864,2201.844
10865,2296.648
10866,2221.553
10867,2279.462
10868,2222.543
10869,2227.3
10870,2206.044
10871,2262.198
10872,2248.506
10873,2338.211
10874,2254.691
10875,2200.005
10876,2221.662
10877,2173.7
10878,2154.92
10879,2320.835
10880,2155.018
10881,2195.259
10882,2377.118
10883,2383.56
10884,2415.915
10885,2283.194
10886,2379.986
10887,2033.756
10888,1916.686
10889,2187.964
10890,2163.253
10891,2066.345
10892,2220.339
10893,2171.457
10894,2372.133
10895,2398.518
10896,2334.402
10897,1842.309
10898,2237.128
10899,1893.524
10900,2165.79
10901,2240.062
10902,1878.956
10903,2496.978
10904,1883.127
10905,2278.582
10906,2415.35
10907,2581.329
10908,2489.11
10909,2527.323
10910,2498.725
10911,1808.958
10912,2444.733
10913,2464.551
10914,2399.039
10915,2354.744
10916,2333.494
10917,2342.451
10918,2328.646
10919,2313.919
10920,2133.557
10921,1995.715
10922,2073.878
10923,1983.902
10924,2028.373
10925,1995.237
10926,2172.55
10927,1929.325
10928,1766.142
10929,1770.189
10930,1830.658
10931,1772.9
10932,1824.72
10933,1769.374
10934,1779.9
10935,2057.151
10936,1850.164
10937,1823.153
10938,1777.022
10939,1760.737
10940,1822.055
10941,1823.8
10942,1815.087
10943,1822.087
10944,1778.164
10945,1772.765
10946,1822.741
10947,1785.082
10948,1810.361
10949,1771.134
10950,1787.218
10951,1839.149
10952,1832.691
10953,1824.264
10954,1842.108
10955,1795.008
10956,1784.035
10957,1825.216
10958,1828.507
10959,1914.917
10960,2256.146
10961,2294.084
10962,1935.497
10963,1943.34
10964,2134.186
10965,2214.546
10966,2405.513
10967,2286.322
10968,2184.308
10969,2185.046
10970,1915.957
10971,1931.375
10972,2135.647
10973,1909.652
10974,1958.272
10975,2107.426
10976,2230.013
10977,2270.897
10978,2308.741
10979,2226.921
10980,2091.266
10981,1930.74
10982,1906.365
10983,2166.826
10984,2042.462
10985,2367.281
10986,2039.162
10987,2345.943
10988,2335.49
10989,1908.593
10990,1939.171
10991,2380.317
10992,2225.762
10993,1919.693
10994,2084.176
10995,2421.145
10996,2250.157
10997,1947.676
10998,1930.643
10999,2129.177
11000,2125.711
11001,2078.276
11002,2013.338
11003,2356.379
11004,2309.604
11005,1927.154
11006,1936.048
11007,1940.332
11008,2373.816
11009,2276.788
11010,2268.646
11011,2268.704
11012,2112.673
11013,2369.334
11014,2062.003
11015,2132.53
11016,2049.158
11017,1943.266
11018,2366.047
11019,2133.395
11020,2204.933
11021,2144.58
11022,2218.487
11023,2082.916
11024,2182.344
11025,2230.904
11026,2267.228
11027,2383.988
11028,2059.947
11029,2251.229
11030,2175.344
11031,2185.061
11032,1955.174
11033,2288.842
11034,2068.141
11035,2219.612
11036,2359.986
11037,2062.243
11038,2104.409
11039,2260.525
11040,2347.645
11041,2085.122
11042,2301.268
11043,2059.976
11044,1965.49
11045,2203.636
11046,1904.828
11047,2269.724
11048,2054.527
11049,2065.285
11050,2214.35
11051,2339.274
11052,1968.68
11053,2268.906
11054,1918.086
11055,2152.198
11056,2212.052
11057,2325.854
11058,2379.142
11059,2119.052
11060,2071.769
11061,2136.146
11062,2021.464
11063,1913.377
11064,2145.221
11065,2019.296
11066,1925.776
11067,1938.161
11068,1995.34
11069,1911.848
11070,2378.544
11071,2249.57
11072,1938.087
11073,2252.251
11074,1941.504
11075,2248.965
11076,2152.172
11077,2153.161
11078,2243.48
11079,2224.773
11080,2363.217
11081,1937.367
11082,2353.216
11083,2105.858
11084,1933.43
11085,2279.735
11086,2223.287
11087,2228.644
11088,2179.412
11089,2109.605
11090,2396.24
11091,2335.675
11092,1937.549
11093,1915.184
11094,2209.684
11095,2377.747
11096,2025.567
11097,2257.578
11098,2020.417
11099,2200.561
11100,2402.121
11101,2222.181
11102,2207.798
11103,2338.957
11104,1930.649
11105,2246.95
11106,2023.646
11107,2127.853
11108,2332.399
11109,2388.737
11110,2211.59
11111,2377.267
11112,2341.68
11113,2201.357
11114,2188.962
11115,2178.673
11116,2246.451
11117,2292.552
11118,2293.123
11119,2423.343
11120,2012.142
11121,2198.21
11122,2283.217
11123,2196.357
11124,2163.84
11125,2221.522
11126,2205.685
11127,2275.576
11128,2283.476
11129,2191.575
11130,2196.187
11131,2184.441
11132,2309.892
11133,2394.097
11134,2203.491
11135,2313.6
11136,2325.305
11137,2347.324
11138,2300.562
11139,2244.73
11140,2378.692
11141,2351.103
11142,2313.772
11143,2341.783
11144,2197.216
11145,2424.383
11146,2356.98
