,Total GHI Energy
5110,2507.906
5111,2494.964
5112,2593.496
5113,2595.049
5114,2377.235
5115,2422.776
5116,2451.306
5117,2503.028
5118,2426.841
5119,2598.31
5120,2500.568
5121,2492.782
5122,2472.798
5123,2497.941
5124,2474.165
5125,2492.637
5126,2472.012
5127,2507.451
5128,2590.911
5129,2496.786
5130,2502.846
5131,2523.525
5132,2628.983
5133,2542.819
5134,2492.583
5135,2650.949
5136,2624.154
5137,2398.475
5138,2399.452
5139,2493.962
5140,2619.319
5141,2506.454
5142,2386.558
5143,2641.169
5144,2502.77
5145,2456.652
5146,2487.875
5147,2519.445
5148,2556.189
5149,2582.174
5150,2501.066
5151,2474.271
5152,2561.458
5153,2366.505
5154,2489.517
5155,2484.653
5156,2556.854
5157,2646.705
5158,1813.213
5159,1794.134
5160,1768.267
5161,1802.504
5162,1770.058
5163,1814.924
5164,1794.52
5165,1786.741
5166,1813.647
5167,1781.671
5168,1788.694
5169,1817.212
5170,1819.98
5171,1805.378
5172,1803.075
5173,1795.749
5174,1774.925
5175,1795.67
5176,1776.878
5177,1820.617
5178,1817.135
5179,1792.878
5180,1791.816
5181,1789.27
5182,2462.255
5183,2399.949
5184,2471.645
5185,2322.386
5186,2404.331
5187,2416.414
5188,2483.219
5189,2438.71
5190,2360.626
5191,2297.979
5192,2451.989
5193,2332.522
5194,2539.596
5195,2383.676
5196,2451.125
5197,2570.642
5198,2539.805
5199,2519.926
5200,2375.75
5201,2654.534
5202,2370.837
5203,2353.685
5204,2386.236
5205,2514.864
5206,2356.047
5207,2337.548
5208,2459.926
5209,2597.321
5210,2365.377
5211,2577.05
5212,2486.362
5213,2400.34
5214,2391.554
5215,2444.009
5216,2356.978
5217,2483.52
5218,2561.585
5219,2465.777
5220,2418.294
5221,2613.618
5222,2340.992
5223,2312.222
5224,2339.32
5225,2452.891
5226,2396.592
5227,2404.782
5228,2303.872
5229,2342.329
5230,2330.722
5231,2379.931
5232,2442.089
5233,2447.469
5234,2304.354
5235,2440.723
5236,2413.647
5237,2394.708
5238,2422.913
5239,2321.229
5240,2372.329
5241,2335.281
5242,2487.781
5243,2400.921
5244,2436.731
5245,2418.886
5246,2451.199
5247,2353.439
5248,2310.414
5249,2422.313
5250,2452.916
5251,2483.883
5252,2648.842
5253,2347.72
5254,2305.089
5255,2463.308
5256,2500.865
5257,2377.34
5258,2344.74
5259,2552.586
5260,2326.16
5261,2401.781
5262,2423.323
5263,2433.225
5264,2454.749
5265,2450.028
5266,2407.046
5267,2368.541
5268,2377.045
5269,2368.299
5270,2423.37
5271,2433.028
5272,2430.059
5273,2433.677
5274,2357.397
5275,2434.794
5276,2453.504
5277,2365.508
5278,2651.1
5279,2655.635
5280,2549.443
5281,2552.422
5282,2385.712
5283,2453.239
5284,2424.309
5285,2469.148
5286,2414.278
5287,2649.275
5288,2443.733
5289,2395.144
5290,2542.303
5291,2284.46
5292,2468.62
5293,2371.399
5294,2467.269
5295,2413.0
5296,2419.568
5297,2346.087
5298,2427.476
5299,2422.957
5300,2306.589
5301,2444.189
5302,2456.003
5303,2640.131
5304,2505.539
5305,2475.377
5306,2399.675
5307,2356.048
5308,2350.059
5309,2485.436
5310,2460.66
5311,2499.262
5312,2429.251
5313,2577.132
5314,2450.437
5315,2359.055
5316,2653.345
5317,2407.84
5318,2458.704
5319,2412.622
5320,2329.237
5321,2487.212
5322,2338.664
5323,2435.053
5324,2278.898
5325,2563.306
5326,2375.626
5327,2454.576
5328,2465.652
5329,2476.398
5330,2474.59
5331,2348.882
5332,2391.833
5333,2417.515
5334,2403.553
5335,2474.861
5336,2376.423
5337,2404.771
5338,2575.293
5339,2535.653
5340,2459.625
5341,2442.88
5342,2360.648
5343,2370.932
5344,2129.993
5345,2163.623
5346,1918.563
5347,1995.63
5348,2037.475
5349,1959.085
5350,2008.717
5351,1989.136
5352,1990.425
5353,2063.668
5354,1965.379
5355,2010.664
5356,1950.479
5357,2011.501
5358,2115.344
5359,2067.274
5360,2016.13
5361,1922.113
5362,1994.563
5363,2066.143
5364,2034.983
5365,1973.734
5366,2058.106
5367,1971.79
5368,1997.337
5369,1960.351
5370,2037.902
5371,1979.292
5372,2136.313
5373,1983.552
5374,2152.112
5375,2029.386
5376,1984.525
5377,1988.584
5378,2059.896
5379,2000.638
5380,2128.772
5381,2011.349
5382,2028.289
5383,2136.341
5384,2049.054
5385,2123.466
5386,2065.512
5387,1918.754
5388,2063.682
5389,1939.207
5390,2053.732
5391,1943.945
5392,2118.23
5393,2107.654
5394,2004.746
5395,2161.473
5396,2064.264
5397,1998.293
5398,2060.398
5399,1991.555
5400,1956.993
5401,2019.985
5402,1936.109
5403,2068.138
5404,2000.593
5405,1918.757
5406,2073.662
5407,1998.967
5408,2068.054
5409,1995.908
5410,1933.457
5411,1994.69
5412,1972.506
5413,1999.483
5414,2002.505
5415,2112.411
5416,2138.716
5417,2043.653
5418,2128.558
5419,2049.488
5420,2060.752
5421,2004.675
5422,1976.362
5423,1942.011
5424,1995.171
5425,2308.561
5426,2155.952
5427,2080.063
5428,2059.51
5429,2025.968
5430,1998.882
5431,2037.075
5432,2113.395
5433,2015.029
5434,2061.687
5435,1993.338
5436,2091.645
5437,2049.453
5438,2104.297
5439,2078.56
5440,1963.794
5441,2051.272
5442,1960.319
5443,1919.852
5444,2127.771
5445,2012.225
5446,2220.116
5447,2009.085
5448,1989.566
5449,2139.889
5450,1921.122
5451,2051.763
5452,2103.753
5453,2316.829
5454,2232.395
5455,2191.193
5456,2227.934
5457,2280.538
5458,2314.215
5459,2306.279
5460,2246.555
5461,2172.865
5462,2185.188
5463,2312.328
5464,2357.819
5465,2190.501
5466,2291.102
5467,2195.512
5468,2206.124
5469,2184.501
5470,2205.498
5471,2344.187
5472,2242.005
5473,2223.801
5474,2414.626
5475,2371.836
5476,2246.818
5477,2201.99
5478,2256.267
5479,2157.182
5480,2494.484
5481,2310.928
5482,2179.754
5483,2155.927
5484,2320.8
5485,2202.27
5486,2330.776
5487,2288.71
5488,2226.999
5489,2284.142
5490,2212.962
5491,2326.235
5492,2172.382
5493,2479.904
5494,1875.16
5495,1819.603
5496,1782.617
5497,2191.858
5498,2240.681
5499,2224.328
5500,1945.138
5501,2286.898
5502,2277.961
5503,2015.559
5504,2394.029
5505,2462.328
5506,2451.523
5507,1833.229
5508,2244.759
5509,2408.493
5510,2246.337
5511,1817.783
5512,1833.321
5513,2171.715
5514,2279.836
5515,2502.511
5516,2304.253
5517,1756.54
5518,2491.693
5519,2384.405
5520,2442.393
5521,2573.733
5522,1807.338
5523,2500.489
5524,2465.928
5525,2480.904
5526,2364.624
5527,2596.418
5528,2448.532
5529,2418.087
5530,2435.695
5531,2447.547
5532,2558.736
5533,2033.158
5534,2012.472
5535,2064.793
5536,1992.42
5537,2012.692
5538,2059.19
5539,2005.395
5540,1988.015
5541,2355.139
5542,2193.915
5543,1773.718
5544,1819.813
5545,1834.531
5546,1991.891
5547,1793.333
5548,1764.101
5549,1787.808
5550,1781.668
5551,1757.872
5552,1763.99
5553,1842.761
5554,1827.584
5555,1824.668
5556,1849.891
5557,1830.658
5558,1824.925
5559,1829.256
5560,1780.786
5561,1824.564
5562,1835.615
5563,1828.711
5564,1776.761
5565,1833.379
5566,1873.962
5567,2561.287
5568,1829.123
5569,1834.176
5570,1865.61
5571,1780.671
5572,1830.296
5573,1823.375
5574,1821.722
5575,1849.07
5576,1816.08
5577,1782.787
5578,1771.367
5579,1825.161
5580,1815.078
5581,2266.173
5582,2193.264
5583,2233.436
5584,2044.125
5585,2201.554
5586,1898.365
5587,2108.942
5588,1909.688
5589,1913.884
5590,1955.45
5591,2092.826
5592,2277.91
5593,2092.43
5594,1930.139
5595,1919.696
5596,2283.391
5597,1984.822
5598,2140.497
5599,2174.039
5600,2261.258
5601,2368.371
5602,2029.513
5603,2330.744
5604,2353.124
5605,1945.596
5606,2179.96
5607,2229.122
5608,2364.86
5609,2275.165
5610,2105.799
5611,2142.159
5612,2234.017
5613,1953.14
5614,1911.79
5615,2399.76
5616,1946.845
5617,1946.569
5618,2049.153
5619,2241.756
5620,2082.502
5621,2329.892
5622,2200.66
5623,2289.501
5624,2178.704
5625,2373.288
5626,1991.493
5627,2083.047
5628,2380.928
5629,2131.254
5630,2362.947
5631,2159.222
5632,1921.784
5633,2297.755
5634,1910.788
5635,1940.809
5636,2381.207
5637,1952.837
5638,2186.973
5639,1946.28
5640,2134.018
5641,1939.669
5642,2166.49
5643,1938.608
5644,2063.284
5645,2327.254
5646,1937.144
5647,1932.67
5648,2367.685
5649,2071.753
5650,2377.813
5651,2234.228
5652,2067.356
5653,2073.94
5654,2082.613
5655,2365.514
5656,2321.724
5657,2368.223
5658,2284.836
5659,1953.833
5660,2133.749
5661,1919.183
5662,1939.823
5663,2055.447
5664,2407.257
5665,2216.975
5666,2169.805
5667,2193.835
5668,2294.527
5669,2202.886
5670,1912.79
5671,2149.668
5672,1941.893
5673,2372.111
5674,1924.683
5675,2312.028
5676,2246.078
5677,2066.881
5678,2168.869
5679,2308.587
5680,2177.736
5681,2020.195
5682,2045.109
5683,2172.144
5684,2230.783
5685,1915.887
5686,1925.354
5687,2307.28
5688,2317.562
5689,2344.292
5690,1937.901
5691,2242.744
5692,2059.626
5693,1923.789
5694,2138.872
5695,2139.432
5696,1912.892
5697,2159.371
5698,1916.709
5699,2269.893
5700,2400.43
5701,2194.404
5702,1911.554
5703,1929.227
5704,1924.269
5705,2131.022
5706,2028.287
5707,2154.679
5708,1917.876
5709,1927.685
5710,1956.555
5711,2153.277
5712,2130.997
5713,2375.414
5714,2303.854
5715,2080.819
5716,2081.1
5717,1916.889
5718,1942.035
5719,2069.97
5720,2344.781
5721,2262.359
5722,2331.743
5723,2279.26
5724,2205.735
5725,2338.771
5726,1907.632
5727,1932.759
5728,1930.865
5729,2361.315
5730,2225.674
5731,1938.202
5732,2325.431
5733,2201.264
5734,2234.976
5735,2148.805
5736,2133.37
5737,1946.542
5738,2375.004
5739,2356.699
5740,2216.354
5741,2114.288
5742,1921.006
5743,2268.703
5744,2325.79
5745,2404.587
5746,2384.787
5747,2185.655
5748,2269.618
5749,2268.08
5750,2252.953
5751,2168.584
5752,2265.609
5753,2190.059
5754,2185.566
5755,2210.029
5756,2294.461
5757,2182.637
5758,2375.568
5759,2395.85
5760,2313.882
5761,2184.313
5762,2358.233
5763,2222.83
5764,2222.976
5765,2277.39
5766,2368.091
5767,2291.56
5768,2297.555
5769,2293.932
5770,2398.002
5771,2265.037
5772,2290.204
5773,2280.715
5774,2230.947
5775,2198.416
5776,2303.968
5777,2275.342
5778,2273.37
5779,2278.906
5780,2276.525
5781,2280.077
5782,2220.988
5783,2202.858
5784,2233.12
5785,2350.344
5786,2262.78
5787,2403.514
5788,2376.273
5789,2299.129
5790,2323.109
5791,2286.459
5792,2329.151
5793,2276.295
5794,2478.888
5795,2193.033
5796,2310.406
5797,2309.014
5798,2217.037
5799,2165.737
5800,2225.416
5801,2252.422
5802,2172.793
5803,2188.066
5804,2405.005
5805,2219.636
5806,2312.264
5807,2348.481
5808,2333.325
5809,2307.01
5810,2198.752
5811,2386.01
5812,2159.09
5813,2241.537
5814,1970.651
5815,2171.877
5816,2238.816
5817,2344.711
5818,2195.286
5819,1887.492
5820,2294.897
5821,2142.104
5822,1993.447
5823,2232.466
5824,2497.832
5825,1859.982
5826,1861.511
5827,2181.682
5828,2235.245
5829,2063.579
5830,2060.692
5831,1860.375
5832,2364.455
5833,2413.456
5834,2151.847
5835,2474.296
5836,2117.065
5837,2245.047
5838,2274.261
5839,2210.151
5840,2300.264
5841,2208.392
5842,2302.38
5843,2474.883
5844,2287.253
5845,2316.813
5846,2177.173
5847,2437.679
5848,1843.213
5849,2267.992
5850,2412.502
5851,2271.562
5852,2243.207
5853,1855.505
5854,2039.359
5855,2186.321
5856,2437.207
5857,2176.275
5858,2460.907
5859,1858.382
5860,2206.901
5861,2222.029
5862,2426.946
5863,2127.686
5864,2160.566
5865,2432.294
5866,2222.922
5867,1765.945
5868,2477.547
5869,2291.491
5870,2280.065
5871,2426.008
5872,2397.575
5873,1855.685
5874,1840.179
5875,2413.562
5876,2278.605
5877,2337.765
5878,1851.189
5879,2405.514
5880,2234.515
5881,2459.223
5882,1841.333
5883,2322.134
5884,1848.844
5885,2409.193
5886,2412.361
5887,2228.744
5888,2340.12
5889,2291.171
5890,2333.901
5891,2180.104
5892,1771.219
5893,1758.733
5894,2310.704
5895,2129.518
5896,1978.854
5897,2195.032
5898,2183.045
5899,2166.488
5900,2486.552
5901,2246.943
5902,2447.71
5903,2446.199
5904,2278.73
5905,2191.681
5906,2343.885
5907,1800.926
5908,2270.907
5909,2214.325
5910,2260.45
5911,2404.894
5912,2270.584
5913,2409.793
5914,2280.721
5915,1856.465
5916,2243.534
5917,2198.358
5918,2487.528
5919,2404.286
5920,2134.097
5921,2278.275
5922,2407.227
5923,2233.947
5924,2392.12
5925,1825.384
5926,2465.613
5927,2260.842
5928,2315.364
5929,2255.12
5930,2167.031
5931,2383.701
5932,2242.659
5933,2492.968
5934,2119.582
5935,2188.939
5936,2312.986
5937,1842.784
5938,2187.813
5939,2146.198
5940,2478.598
5941,2212.86
5942,1900.567
5943,1889.124
5944,2236.479
5945,2197.724
5946,1884.949
5947,2488.815
5948,1842.115
5949,2459.626
5950,2426.3
5951,2205.654
5952,2246.831
5953,1908.661
5954,2365.963
5955,2303.818
5956,1915.944
5957,2300.257
5958,2088.364
5959,2409.717
5960,2221.812
5961,1795.609
5962,2485.685
5963,1866.911
5964,1864.826
5965,2305.535
5966,2290.133
5967,1825.966
5968,2288.955
5969,2289.919
5970,2478.093
5971,2144.741
5972,2294.141
5973,2303.967
5974,2491.312
5975,2498.022
5976,1928.01
5977,2480.083
5978,2271.759
5979,2054.08
5980,2299.237
5981,2456.868
5982,1932.314
5983,2353.191
5984,2314.414
5985,2179.7
5986,2147.57
5987,2333.966
5988,1852.094
5989,2193.816
5990,2300.477
5991,2405.418
5992,2247.87
5993,2472.902
5994,2174.673
5995,2296.063
5996,2447.579
5997,2298.272
5998,2357.995
5999,1839.341
6000,1754.162
6001,2387.114
6002,2314.189
6003,2286.077
6004,2319.258
6005,2506.814
6006,2361.963
6007,2575.681
6008,2483.723
6009,2570.698
6010,2497.154
6011,2450.759
6012,2566.577
6013,2504.176
6014,2532.021
6015,2502.367
6016,2636.564
6017,2390.06
6018,2511.593
6019,2491.255
6020,2506.646
6021,2524.848
6022,2493.942
6023,2603.87
6024,2510.491
6025,2522.756
6026,2497.116
6027,2439.605
6028,2600.841
6029,2534.283
6030,2411.104
6031,2579.534
6032,2507.921
6033,2344.859
6034,2576.253
6035,2547.535
6036,2485.039
6037,2598.905
6038,2505.851
6039,2497.43
6040,2468.251
6041,2412.559
6042,2562.406
6043,2452.827
6044,2581.075
6045,2466.323
6046,2574.24
6047,2506.722
6048,2493.434
6049,2600.683
6050,2420.779
6051,2569.312
6052,1770.593
6053,1775.352
6054,1817.284
6055,1785.498
6056,1773.76
6057,1815.666
6058,1812.583
6059,1791.987
6060,1789.888
6061,1817.549
6062,1787.953
6063,1792.24
6064,1778.176
6065,1789.402
6066,1820.546
6067,1813.107
6068,1790.839
6069,2397.552
6070,2305.979
6071,2442.841
6072,2534.503
6073,2324.835
6074,2332.227
6075,2433.37
6076,2578.289
6077,2441.759
6078,2430.85
6079,2347.963
6080,2416.809
6081,2414.201
6082,2426.411
6083,2445.836
6084,2406.885
6085,2390.624
6086,2436.892
6087,2402.024
6088,2451.075
6089,2430.121
6090,2326.073
6091,2418.275
6092,2442.196
6093,2442.109
6094,2412.715
6095,2472.744
6096,2665.74
6097,2481.382
6098,2467.094
6099,2456.899
6100,2311.935
6101,2335.316
6102,2590.803
6103,2446.098
6104,2452.135
6105,2578.824
6106,2413.796
6107,2495.579
6108,2652.53
6109,2584.6
6110,2410.988
6111,2445.095
6112,2357.534
6113,2406.075
6114,2330.59
6115,2565.9
6116,2600.452
6117,2391.678
6118,2540.854
6119,2406.839
6120,2459.396
6121,2378.311
6122,2391.035
6123,2437.365
6124,2423.137
6125,2304.78
6126,2368.139
6127,2563.185
6128,2449.413
6129,2448.555
6130,2590.406
6131,2494.036
6132,2365.352
6133,2334.369
6134,2400.956
6135,2404.755
6136,2548.343
6137,2389.475
6138,2473.984
6139,2588.057
6140,2427.025
6141,2353.175
6142,2551.86
6143,2568.332
6144,2376.818
6145,2458.468
6146,2484.434
6147,2444.267
6148,2359.241
6149,2469.548
6150,2382.156
6151,2419.903
6152,2422.961
6153,2368.324
6154,2412.969
6155,2443.645
6156,2459.661
6157,2464.367
6158,2435.231
6159,2438.491
6160,2415.49
6161,2557.729
6162,2383.343
6163,2447.978
6164,2417.691
6165,2443.327
6166,2403.482
6167,2372.174
6168,2437.616
6169,2483.906
6170,2369.58
6171,2565.584
6172,2417.506
6173,2482.74
6174,2453.947
6175,2317.854
6176,2424.517
6177,2417.484
6178,2333.29
6179,2577.816
6180,2395.523
6181,2419.39
6182,2525.995
6183,2452.226
6184,2412.321
6185,2398.195
6186,2391.639
6187,2475.87
6188,2429.289
6189,2462.654
6190,2330.994
6191,2433.759
6192,2461.845
6193,2461.91
6194,2635.457
6195,2394.385
6196,2490.01
6197,2537.881
6198,2459.504
6199,2396.321
6200,2381.909
6201,2123.142
6202,2014.673
6203,2050.9
6204,2011.454
6205,2062.847
6206,2104.68
6207,2130.488
6208,2020.988
6209,1997.208
6210,2033.797
6211,1998.094
6212,1993.016
6213,2005.855
6214,1970.183
6215,2080.44
6216,1993.962
6217,1996.758
6218,2152.91
6219,2027.743
6220,1988.52
6221,1956.096
6222,2084.261
6223,1972.463
6224,1994.039
6225,2085.256
6226,2057.34
6227,1982.445
6228,2083.978
6229,2141.774
6230,1918.709
6231,1973.857
6232,2044.409
6233,2036.897
6234,2004.112
6235,2176.951
6236,1973.737
6237,2006.604
6238,2053.299
6239,2021.906
6240,2159.111
6241,2077.315
6242,2143.576
6243,1918.274
6244,1970.659
6245,1933.192
6246,2072.747
6247,1948.808
6248,2021.993
6249,2006.175
6250,1980.932
6251,1936.363
6252,2047.651
6253,2070.044
6254,2027.824
6255,2015.147
6256,2040.741
6257,2054.662
6258,1996.608
6259,2044.568
6260,2007.403
6261,2015.408
6262,2160.503
6263,1982.912
6264,2160.53
6265,2020.749
6266,2004.368
6267,1999.931
6268,1992.202
6269,2154.753
6270,2048.425
6271,2061.372
6272,2140.21
6273,2066.135
6274,2168.378
6275,2002.652
6276,1973.21
6277,2030.427
6278,1993.627
6279,1972.01
6280,1997.908
6281,2071.225
6282,2137.9
6283,1958.761
6284,2008.101
6285,2025.309
6286,2052.206
6287,2154.083
6288,2034.539
6289,1990.027
6290,2062.885
6291,1975.738
6292,2171.16
6293,2058.165
6294,2056.15
6295,2177.626
6296,2158.43
6297,2088.806
6298,1997.458
6299,2006.351
6300,2078.919
6301,2036.807
6302,1976.084
6303,2137.967
6304,2054.884
6305,2113.469
6306,2038.411
6307,2153.224
6308,2011.431
6309,1937.321
6310,2130.474
6311,2166.54
6312,2149.002
6313,2263.974
6314,2178.029
6315,2314.853
6316,2208.752
6317,2310.833
6318,2295.526
6319,2370.569
6320,2293.69
6321,2219.696
6322,2316.776
6323,2253.349
6324,2217.91
6325,2203.724
6326,2299.843
6327,2203.835
6328,2188.668
6329,2196.786
6330,2179.191
6331,2190.673
6332,2176.897
6333,2283.186
6334,2287.294
6335,2295.356
6336,2271.368
6337,2209.57
6338,2344.892
6339,2187.564
6340,2200.692
6341,2157.109
6342,2320.479
6343,2174.159
6344,2313.029
6345,2235.966
6346,2172.886
6347,2174.997
6348,2212.918
6349,1786.675
6350,1819.707
6351,1849.684
6352,1780.015
6353,1912.037
6354,1915.423
6355,2275.982
6356,1929.166
6357,2340.82
6358,2186.734
6359,2283.039
6360,2472.85
6361,2190.816
6362,2066.062
6363,1879.929
6364,1782.682
6365,1755.197
6366,2255.191
6367,2127.683
6368,2462.451
6369,2484.367
6370,2264.572
6371,2294.626
6372,2191.136
6373,2216.212
6374,2194.151
6375,2151.848
6376,2194.125
6377,2298.424
6378,2489.93
6379,1786.293
6380,1786.67
6381,1804.45
6382,2218.499
6383,2554.034
6384,2419.816
6385,2468.367
6386,2467.333
6387,2359.347
6388,2436.755
6389,2455.795
6390,1996.514
6391,2144.331
6392,2025.851
6393,1986.351
6394,1998.25
6395,1932.201
6396,2071.599
6397,1992.208
6398,1996.47
6399,2206.264
6400,1791.659
6401,1770.23
6402,1840.209
6403,1993.056
6404,1781.551
6405,1775.648
6406,2294.134
6407,1848.507
6408,1787.17
6409,1829.502
6410,1825.745
6411,1823.647
6412,1821.832
6413,1809.211
6414,1932.954
6415,1763.469
6416,1779.538
6417,1831.657
6418,1828.297
6419,1820.942
6420,1775.914
6421,1819.653
6422,1888.932
6423,1770.105
6424,1823.664
6425,1822.805
6426,1847.156
6427,1766.918
6428,1783.971
6429,1792.698
6430,1838.367
6431,1828.855
6432,1859.943
6433,1836.867
6434,1835.956
6435,1824.613
6436,1793.19
6437,1774.851
6438,1821.025
6439,1846.836
6440,1822.085
6441,1819.209
6442,2319.442
6443,2322.103
6444,2065.043
6445,1934.484
6446,2254.089
6447,2166.64
6448,2031.952
6449,2221.354
6450,2088.321
6451,1942.946
6452,2172.082
6453,2056.953
6454,2068.683
6455,2078.979
6456,2167.229
6457,2118.217
6458,1915.033
6459,1959.912
6460,2226.757
6461,2387.189
6462,1938.135
6463,2308.834
6464,2039.733
6465,2295.527
6466,2281.295
6467,2258.657
6468,2260.942
6469,2097.366
6470,2336.818
6471,2096.264
6472,2156.321
6473,2368.838
6474,2185.55
6475,2280.041
6476,2326.443
6477,2387.453
6478,2270.683
6479,2087.515
6480,2278.788
6481,2348.538
6482,2221.608
6483,2101.753
6484,2333.575
6485,2437.162
6486,2330.608
6487,2079.152
6488,2155.222
6489,2252.931
6490,2051.46
6491,2338.511
6492,2186.295
6493,2373.454
6494,1934.543
6495,2373.497
6496,2329.833
6497,2220.868
6498,2236.39
6499,2161.335
6500,2249.777
6501,2371.911
6502,1930.082
6503,2122.511
6504,1935.196
6505,2129.38
6506,2153.84
6507,2093.468
6508,1912.024
6509,1930.901
6510,2069.808
6511,2243.527
6512,2342.381
6513,2327.128
6514,2042.255
6515,1923.686
6516,2182.2
6517,2245.488
6518,2191.268
6519,1926.692
6520,2268.28
6521,1917.685
6522,1922.142
6523,1944.213
6524,2122.316
6525,2249.072
6526,2207.223
6527,2382.723
6528,1917.547
6529,1914.377
6530,2110.673
6531,2055.951
6532,2238.179
6533,2337.754
6534,1941.045
6535,2160.131
6536,2009.124
6537,2381.146
6538,2125.449
6539,1914.809
6540,2045.555
6541,1918.661
6542,2030.46
6543,1932.369
6544,1917.254
6545,2037.419
6546,2171.495
6547,2269.815
6548,2391.338
6549,1925.432
6550,2302.77
6551,2217.636
6552,2346.532
6553,2227.056
6554,2224.541
6555,2124.679
6556,2178.437
6557,2275.12
6558,2266.059
6559,2192.059
6560,1908.809
6561,2303.597
6562,1924.103
6563,2359.43
6564,1912.684
6565,2294.373
6566,2256.897
6567,1929.1
6568,2327.648
6569,2254.761
6570,2234.24
6571,2179.2
6572,2351.0
6573,2052.389
6574,2175.2
6575,2297.606
6576,2073.478
6577,2154.78
6578,2058.716
6579,2117.519
6580,2096.11
6581,2151.748
6582,2330.179
6583,1935.725
6584,2289.782
6585,2098.945
6586,1910.264
6587,2360.212
6588,1935.523
6589,2266.648
6590,2033.977
6591,2066.364
6592,2333.604
6593,2395.401
6594,2265.094
6595,2409.963
6596,1921.888
6597,2033.64
6598,2206.133
6599,2160.355
6600,1948.556
6601,2103.453
6602,2342.049
6603,2145.478
6604,1939.258
6605,1910.718
6606,2328.332
6607,2139.758
6608,2237.02
6609,2099.255
6610,2301.465
6611,2283.542
6612,2191.115
6613,2227.536
6614,2305.192
6615,2223.012
6616,2356.7
6617,2193.912
6618,2259.052
6619,2271.483
6620,2207.241
6621,2185.378
6622,2214.078
6623,2339.191
6624,2287.141
6625,2180.483
6626,2298.067
6627,2273.769
6628,2189.626
6629,2154.92
6630,2197.978
6631,2243.521
6632,2203.38
6633,2314.427
6634,2199.112
6635,2188.521
6636,2395.042
6637,2381.502
6638,2198.536
6639,2170.158
6640,2202.738
6641,2213.78
6642,2177.686
6643,2323.341
6644,2193.162
6645,2322.643
6646,2210.186
6647,2234.896
6648,2321.794
6649,2177.816
6650,2320.758
6651,2368.62
6652,2283.414
6653,2334.182
6654,2192.171
6655,2379.495
6656,2259.945
6657,2170.21
6658,2196.66
6659,2306.625
6660,2239.991
6661,2235.916
6662,2241.385
6663,2297.87
6664,2329.106
6665,2260.004
6666,2234.813
6667,2204.573
6668,2202.283
6669,2232.381
6670,2394.646
6671,2268.486
6672,2278.53
6673,2166.775
6674,2170.554
6675,2301.331
6676,2190.535
6677,2170.121
6678,2221.394
6679,2300.88
6680,2207.442
6681,2312.099
6682,2207.196
6683,2267.776
6684,2368.553
6685,2330.564
6686,2305.829
6687,2298.292
6688,2124.192
6689,2519.93
6690,2251.72
6691,2132.537
6692,2148.994
6693,2388.892
6694,2203.16
6695,2072.333
6696,2330.581
6697,2167.691
6698,2285.86
6699,2288.952
6700,2314.523
6701,2361.634
6702,2286.03
6703,2399.361
6704,2160.899
6705,1860.159
6706,2185.094
6707,2168.934
6708,2348.784
6709,2475.625
6710,1851.185
6711,1811.784
6712,2286.723
6713,2214.62
6714,2371.843
6715,2320.317
6716,2287.611
6717,2376.311
6718,1859.341
6719,2331.828
6720,1795.925
6721,2346.986
6722,2439.952
6723,2477.965
6724,2354.214
6725,2273.16
6726,1773.222
6727,2204.462
6728,2253.473
6729,2419.826
6730,2221.624
6731,2343.554
6732,2400.826
6733,2253.412
6734,2419.813
6735,2398.506
6736,1907.539
6737,2265.782
6738,2489.141
6739,1865.222
6740,2238.892
6741,1874.078
6742,2331.567
6743,2210.711
6744,2331.341
6745,2194.364
6746,2169.15
6747,2224.287
6748,1856.551
6749,2170.484
6750,1861.93
6751,2347.363
6752,2082.734
6753,1886.821
6754,2219.966
6755,1924.911
6756,2224.83
6757,2454.163
6758,2285.917
6759,2489.276
6760,2014.057
6761,1868.377
6762,2210.701
6763,2130.211
6764,2038.203
6765,2434.127
6766,2225.931
6767,2279.318
6768,2428.054
6769,2280.377
6770,2288.208
6771,2441.014
6772,1855.408
6773,2166.874
6774,2453.893
6775,1886.608
6776,1992.228
6777,1831.55
6778,2185.137
6779,2249.777
6780,2141.207
6781,2182.266
6782,2444.177
6783,2219.994
6784,2242.441
6785,2105.208
6786,1825.416
6787,1828.19
6788,2474.339
6789,2428.474
6790,2353.227
6791,1862.709
6792,2247.88
6793,2228.701
6794,2406.009
6795,2163.1
6796,2401.127
6797,2135.862
6798,1884.961
6799,2257.656
6800,2117.102
6801,2194.781
6802,2488.564
6803,2140.39
6804,2307.598
6805,2471.132
6806,2326.437
6807,2191.823
6808,1853.451
6809,2458.08
6810,2452.552
6811,1896.819
6812,2195.886
6813,2203.453
6814,2452.442
6815,2225.23
6816,2300.619
6817,2329.487
6818,2280.395
6819,2468.739
6820,2486.006
6821,2236.772
6822,2294.187
6823,2436.534
6824,1869.935
6825,2304.104
6826,2221.732
6827,2484.907
6828,1857.58
6829,1792.681
6830,2235.594
6831,2065.389
6832,1813.15
6833,2252.492
6834,2189.607
6835,1825.312
6836,1860.755
6837,2299.656
6838,2411.93
6839,1893.53
6840,1836.572
6841,2298.748
6842,2273.308
6843,1850.965
6844,2330.749
6845,2278.933
6846,2286.473
6847,2342.418
6848,2248.577
6849,1929.304
6850,1823.318
6851,2250.271
6852,2207.875
6853,2154.132
6854,1848.145
6855,1861.44
6856,2256.292
6857,2409.341
