,0
0,79165.53569658335
1,70277.0145554175
2,39646.43074201663
3,35727.205345587536
4,89810.93245536381
5,36288.336506565705
6,23432.046026035416
7,37097.2826546926
8,161205.93158600334
9,70101.88872572023
10,25025.04878779027
11,29294.637902729042
12,29884.39632019854
13,56096.019097624834
14,60631.27372914538
15,60126.62911605068
16,20758.225595735163
17,44987.81104921352
18,76307.77572240077
19,19165.03167919695
20,22837.155329112844
21,49560.889586953934
22,27346.611825311633
23,48494.06448966465
24,1796.8266229669393
25,223303.3026427102
26,19155.955394425524
27,74784.62806171931
28,26321.644636533183
29,412504.51338946825
30,323443.5234552741
31,19690.246823922047
32,45297.795811015356
33,24945.004956657318
34,64625.712187965786
35,34509.79186721559
36,25789.603325542757
37,19493.395612391818
38,10467.554711943503
39,67607.65351659371
40,34171.846944650475
41,29552.503609446314
42,49919.95084264165
43,21442.617415453882
44,35910.024718084525
45,92445.0551913026
46,353409.1779198549
47,25469.713213226805
48,19488.722242058135
49,51964.62468792349
50,130445.06021732088
51,11730.486199767362
52,11037.471408743328
53,15479.12188757427
54,23407.249185502627
55,46545.37846291254
56,29168.354256602364
57,26110.848420532762
58,30467.602788143766
59,32386.18931462706
60,23125.200115190884
61,48041.01955673429
62,64483.72981111652
63,4506.020235661028
64,31332.499528356217
65,64542.17340646225
66,45253.55433268766
67,40583.88251367722
68,25769.45522626586
69,22983.58506070692
70,43554.663899964406
71,2633.2979148821382
72,35762.3377505402
73,40503.507950846506
74,33263.34944917015
75,36025.7597284193
76,36966.84303743645
77,99151.57464796853
78,72474.67829116453
79,49077.141524442246
80,19171.84286202515
81,19170.3360715189
82,35817.561612311445
83,24028.648891575234
84,19171.752701490208
85,29075.033332177816
86,39089.93585333782
87,29489.71939733665
88,151804.0461766832
89,3891.258477863952
90,40047.874539136996
91,44532.633272784995
92,79832.63500723873
93,513632.3321248632
94,31638.37781502249
95,30149.156108948577
96,71105.27026603151
97,30274.43767954001
98,21089.023066097932
99,42403.076049169395
100,114707.17705922779
101,111982.20459441861
102,53093.64603169252
103,12272.520933492673
104,36939.896579447166
105,103876.20970591583
106,86535.73670100814
107,137027.79917862482
108,31296.423014023258
109,13374.523384850056
110,29092.89627941702
111,44448.032519076514
112,36177.624572389774
113,34985.95991817042
114,21420.772918694856
115,310809.24123233533
116,45954.92600048244
117,22259.273256990902
118,33201.84270038669
119,6999.810446070798
120,25363.80769802351
121,9945.504353810178
122,52275.549275508005
123,32406.374254956823
124,41648.53326331248
125,16868.70103105224
126,25311.984355883797
127,134558.4713212445
128,36571.37410797917
129,112139.50593727804
130,82660.86872035092
131,33358.32256895568
132,87646.13604727111
133,36760.096064120036
134,39243.515283774184
135,35323.08599437564
136,35700.47912945811
137,49235.8700802223
138,39937.13345313463
139,22651.888070380533
140,36559.749032592816
141,35265.61447919134
142,60857.227248549876
143,59482.474362467816
144,35512.50524910504
145,15093.497413018995
146,24112.611574641905
147,19098.209993196124
148,80130.01888015086
149,33435.373903971646
150,21161.269010981905
151,94572.54132361268
152,27102.734713484035
153,29465.513284361044
154,25834.332288974234
155,46551.51121244156
156,28405.6123582027
157,45765.008191306275
158,41598.08245582373
159,36680.652474773575
160,41617.04271954002
161,190954.65442612994
162,33260.182235235305
163,28767.790533517036
164,105839.66075720215
165,10333.88064716564
166,71842.78477086926
167,7268.560550005306
168,50523.970356590464
169,71942.35447541044
170,39281.236742820474
171,23432.294151278642
172,54071.73674252269
173,74410.98145756574
174,72737.97743396717
175,39731.33280643129
176,1253238.774147871
177,109801.86958798172
178,19832.28296976524
179,44418.29128843776
180,41074.00532506592
181,31548.152437590325
182,42078.04304923414
183,37546.36546988786
184,20245.543876354754
185,47394.36917808803
186,37770.63047218613
187,42104.87069992465
188,27565.626111339163
189,45509.607267724205
190,66256.01744767177
191,64313.279225378166
192,37532.392226510055
193,39603.225805955255
194,121534.50783907436
195,43868.71440153921
196,139338.86128071515
197,29535.3330669985
198,12004.255737227088
199,19487.010794057696
200,6571.784458640359
201,11350.44269187008
202,28501.81475891813
203,1817.6124742364748
204,495029.40600508236
205,29351.720927756363
206,19497.11484466839
207,38961.63561288066
208,4485.452707100646
209,49942.807332925295
210,9996.147281639242
211,3277.036200419003
212,19651.379146593707
213,33985.71561762211
214,30391.268933039963
215,44671.39895765372
216,15318.316341313173
217,33581.109666422475
218,1817.8060396242372
219,215286.77621251147
220,24720.069703628567
221,19470.843352192096
222,19570.08499633181
223,45898.71395630232
224,12158.659516734493
225,30495.449732442932
226,22396.891773474
227,33488.786505688455
228,74964.55007145782
229,40588.04487384281
230,3469.3400430356355
231,24832.92224160456
232,1783.6088921622074
233,32955.191710162
234,40931.084447870446
235,12059.62658469781
236,65367.71500530007
237,45627.42499337376
238,103457.48954015804
239,44121.888067996
240,19607.94108017159
241,118264.02996090593
242,24766.6255232604
243,57949.50715345652
244,193159.99549502553
245,45857.71006865326
246,29216.669573904783
247,29246.138432616248
248,29148.341901428572
249,31349.65510392858
250,17306.11620875357
251,109066.46663318583
252,32563.343009191176
253,44151.67831860276
254,66729.70471579657
255,9200.328261528444
256,29427.18988848383
257,120032.86286231654
258,63896.74229294731
