,NPC,Disconunted energy,Disconunted grid capacity invesment,Disconunted tech capacity invesment,Disconunted invesment,Disconunted oym,Disconunted fuel,Disconunted salvage,lcoe
0,60942.69073591631,108359.36528419358,0.0,55507.688214585454,55507.688214585454,7131.126453671619,0.0,1696.1239323407601,0.5624127695477193
1,77909.79089873108,145324.7009677692,0.0,70961.6252556048,70961.6252556048,9116.50870955939,0.0,2168.3430664331204,0.5361083861167572
2,65582.0987748101,105331.63149378338,0.0,59733.343692107504,59733.343692107504,7674.000504620508,0.0,1825.2454219179224,0.6226249213530954
3,14871.36591840351,28079.269529193574,0.0,13545.104962640977,13545.104962640977,1740.1527504340718,0.0,413.8917946715381,0.5296208258887214
4,133209.34253880018,259698.62247172312,0.0,121329.44186784858,121329.44186784858,15587.310881480376,0.0,3707.410210528831,0.5129381945539756
5,57339.57605590366,87757.64234610826,0.0,52225.90718646835,52225.90718646835,6709.512867202455,0.0,1595.8439977671444,0.6533855573485158
6,25339.36834183754,41136.24748645424,0.0,23079.548022718383,23079.548022718383,2965.051882674965,0.0,705.2315635558102,0.6159863840322709
7,39354.68826784781,65333.190677799364,0.0,35844.95104786179,35844.95104786179,4605.035570204217,0.0,1095.2983502181946,0.6023689928436448
8,377341.72289597907,355883.8226227724,0.0,343689.5623074359,343689.5623074359,44154.13086825995,0.0,10501.9702797168,1.060294677389569
9,58907.859149849406,110431.12916765282,0.0,53654.32736220638,53654.32736220638,6893.023390335484,0.0,1639.4916026924573,0.5334352695100806
10,19583.739866626303,32228.49566813748,0.0,17837.219090026054,17837.219090026054,2291.5648084835516,0.0,545.0440318832977,0.6076529313773605
11,36455.28250954633,65226.3594445523,0.0,33204.12063988436,33204.12063988436,4265.76553054438,0.0,1014.6036608824071,0.5589041427421114
12,38661.248248341195,58184.47267972073,0.0,35213.35352675654,35213.35352675654,4523.893625084558,0.0,1075.9989034998891,0.6644598888289994
13,94176.16088622753,149712.34104663486,0.0,85777.32477175562,85777.32477175562,11019.895972614442,0.0,2621.0598581425206,0.6290474133785137
14,68380.37115052922,127904.62048874107,0.0,62282.06001387246,62282.06001387246,8001.436558429481,0.0,1903.1254217727376,0.5346200230237067
15,94743.27718404021,156569.39503034868,0.0,86293.86439710308,86293.86439710308,11086.256318454194,0.0,2636.843531517049,0.6051200310614704
16,18895.62514018943,31070.103255429236,0.0,17210.47194070118,17210.47194070118,2211.0459953231884,0.0,525.8927958349383,0.6081610023902183
17,60931.408525356506,99083.33728849042,0.0,55497.41217625235,55497.41217625235,7129.806281076559,0.0,1695.8099319723958,0.614951112798603
18,38086.99874358408,64849.59091257685,0.0,34690.31684946961,34690.31684946961,4456.6985966909715,0.0,1060.0167025765,0.587312860537992
19,633.7338659004288,563.8167606272436,0.0,577.2160929332488,577.2160929332488,74.15551038422949,0.0,17.637737417049504,1.1240067875871633
20,2862.0417792632356,4880.934744354638,0.0,2606.7986303537878,2606.7986303537878,334.89794423515906,0.0,79.6547953257108,0.5863716540307194
21,40725.57537473727,79645.01817332186,0.0,37093.579442632836,37093.579442632836,4765.448069141934,0.0,1133.4521370374937,0.5113386412457225
22,3279.37202400832,5284.935704742842,0.0,2986.9104506245417,2986.9104506245417,383.731277852065,0.0,91.2697044682866,0.6205131352998909
23,20230.954918204192,34188.613146222095,0.0,18426.714086997028,18426.714086997028,2367.297801559314,0.0,563.0569703521509,0.5917454104288448
24,396.3921760582191,354.54886112768816,0.0,361.0410543683695,361.0410543683695,46.38329385498081,0.0,11.03217216513124,1.1180184722563848
25,292068.8350118164,329316.80977739725,0.0,266021.49716829933,266021.49716829933,34176.039332939035,0.0,8128.701489421991,0.8868931871690402
26,563.7047565783122,495.87263748083893,0.0,513.4323328258813,513.4323328258813,65.96114896067498,0.0,15.688725208244152,1.1367934303495308
27,61342.59688626444,115759.90234318755,0.0,55871.92985932688,55871.92985932688,7177.920930470997,0.0,1707.2539035334491,0.5299123068055562
28,6434.073498820973,12796.637363769569,0.0,5860.2687444485,5860.2687444485,752.8744001660774,0.0,179.06964579360425,0.502794079094358
29,1467657.353814583,1240870.6241927377,0.0,1336768.45931208,1336768.45931208,171735.93837635958,0.0,40847.04387385623,1.1827642021660267
30,465688.1631962006,483893.4620058449,0.0,424157.07373228157,424157.07373228157,54491.86997864249,0.0,12960.780514723514,0.9623774647952892
31,2150.0888847108163,4175.794207056766,0.0,1958.339252911218,1958.339252911218,251.58974010431137,0.0,59.84010830471311,0.5148934018533131
32,21556.07218582406,40969.60585768208,0.0,19633.654496923136,19633.654496923136,2522.3546047170385,0.0,599.9369158161187,0.5261479024402709
33,2357.866120440905,2914.265306882216,0.0,2147.5864600778864,2147.5864600778864,275.9025120592977,0.0,65.62285169627975,0.8090773735914365
34,32076.320146526246,55404.37501860836,0.0,29215.6837229257,29215.6837229257,3753.367177772578,0.0,892.7307541720282,0.5789492280303307
35,10561.594108288848,20874.175396502815,0.0,9619.688033669248,9619.688033669248,1235.8506365419423,0.0,293.94456192234514,0.5059646145379376
36,4550.591276339427,8809.571908258902,0.0,4144.759588210911,4144.759588210911,532.4812777166502,0.0,126.64958958813415,0.5165507840481198
37,1453.2148831395352,2799.721406557792,0.0,1323.6139997764362,1323.6139997764362,170.0459722221984,0.0,40.44508885909936,0.5190569603588656
38,2025.6449772540182,3432.3966032782173,0.0,1844.993525443269,1844.993525443269,237.02810474251018,0.0,56.37665293176091,0.59015469695995
39,57266.11955237448,96931.43742549866,0.0,52159.0016946695,52159.0016946695,6700.917453885686,0.0,1593.7995961807126,0.5907899549760534
