,Base_To_Peak_Ratio
9576,1e-06
9577,1e-06
9578,1e-06
9579,1e-06
9580,1e-06
9581,1e-06
9582,1e-06
9583,1e-06
9584,1e-06
9585,1e-06
9586,1e-06
9587,1e-06
9588,1e-06
9589,1e-06
9590,1e-06
9591,1e-06
9592,1e-06
9593,1e-06
9594,1e-06
9595,1e-06
9596,1e-06
9597,1e-06
9598,1e-06
9599,1e-06
9600,1e-06
9601,1e-06
9602,1e-06
9603,1e-06
9604,1e-06
9605,1e-06
9606,1e-06
9607,1e-06
9608,1e-06
9609,1e-06
9610,1e-06
9611,1e-06
9612,1e-06
9613,1e-06
9614,1e-06
9615,1e-06
9616,1e-06
9617,1e-06
9618,1e-06
9619,1e-06
9620,1e-06
9621,1e-06
9622,1e-06
9623,1e-06
9624,1e-06
9625,1e-06
9626,1e-06
9627,1e-06
9628,1e-06
9629,1e-06
9630,1e-06
9631,1e-06
9632,1e-06
9633,1e-06
9634,1e-06
9635,1e-06
9636,1e-06
9637,1e-06
9638,1e-06
9639,1e-06
9640,1e-06
9641,1e-06
9642,1e-06
9643,1e-06
9644,1e-06
9645,1e-06
9646,1e-06
9647,1e-06
9648,1e-06
9649,1e-06
9650,1e-06
9651,1e-06
9652,1e-06
9653,1e-06
9654,1e-06
9655,1e-06
9656,1e-06
9657,1e-06
9658,1e-06
9659,1e-06
9660,1e-06
9661,1e-06
9662,1e-06
9663,1e-06
9664,1e-06
9665,1e-06
9666,1e-06
9667,1e-06
9668,1e-06
9669,1e-06
9670,1e-06
9671,1e-06
9672,1e-06
9673,1e-06
9674,1e-06
9675,1e-06
9676,1e-06
9677,1e-06
9678,1e-06
9679,1e-06
9680,1e-06
9681,1e-06
9682,1e-06
9683,1e-06
9684,1e-06
9685,1e-06
9686,1e-06
9687,1e-06
9688,1e-06
9689,1e-06
9690,1e-06
9691,1e-06
9692,1e-06
9693,1e-06
9694,1e-06
9695,1e-06
9696,1e-06
9697,1e-06
9698,1e-06
9699,1e-06
9700,1e-06
9701,1e-06
9702,1e-06
9703,1e-06
9704,1e-06
9705,1e-06
9706,1e-06
9707,1e-06
9708,1e-06
9709,1e-06
9710,1e-06
9711,1e-06
9712,1e-06
9713,1e-06
9714,1e-06
9715,1e-06
9716,1e-06
9717,1e-06
9718,1e-06
9719,1e-06
9720,1e-06
9721,1e-06
9722,1e-06
9723,1e-06
9724,1e-06
9725,1e-06
9726,1e-06
9727,1e-06
9728,1e-06
9729,1e-06
9730,1e-06
9731,1e-06
9732,1e-06
9733,1e-06
9734,1e-06
9735,1e-06
9736,1e-06
9737,1e-06
9738,1e-06
9739,1e-06
9740,1e-06
9741,1e-06
9742,1e-06
9743,1e-06
9744,1e-06
9745,1e-06
9746,1e-06
9747,1e-06
9748,1e-06
9749,1e-06
9750,1e-06
9751,1e-06
9752,1e-06
9753,1e-06
9754,1e-06
9755,1e-06
9756,1e-06
9757,1e-06
9758,1e-06
9759,1e-06
9760,1e-06
9761,1e-06
9762,1e-06
9763,1e-06
9764,1e-06
9765,1e-06
9766,1e-06
9767,1e-06
9768,1e-06
9769,1e-06
9770,1e-06
9771,1e-06
9772,1e-06
9773,1e-06
9774,1e-06
9775,1e-06
9776,1e-06
9777,1e-06
9778,1e-06
9779,1e-06
9780,1e-06
9781,1e-06
9782,1e-06
9783,1e-06
9784,1e-06
9785,1e-06
9786,1e-06
9787,1e-06
9788,1e-06
9789,1e-06
9790,1e-06
9791,1e-06
9792,1e-06
9793,1e-06
9794,1e-06
9795,1e-06
9796,1e-06
9797,1e-06
9798,1e-06
9799,1e-06
9800,1e-06
9801,1e-06
9802,1e-06
9803,1e-06
9804,1e-06
9805,1e-06
9806,1e-06
9807,1e-06
9808,1e-06
9809,1e-06
9810,1e-06
9811,1e-06
9812,1e-06
9813,1e-06
9814,1e-06
9815,1e-06
9816,1e-06
9817,1e-06
9818,1e-06
9819,1e-06
9820,1e-06
9821,1e-06
9822,1e-06
9823,1e-06
9824,1e-06
9825,1e-06
9826,1e-06
9827,1e-06
9828,1e-06
9829,1e-06
9830,1e-06
9831,1e-06
9832,1e-06
9833,1e-06
9834,1e-06
9835,1e-06
9836,1e-06
9837,1e-06
9838,1e-06
9839,1e-06
9840,0.56
9841,1e-06
9842,1e-06
9843,1e-06
9844,1e-06
9845,1e-06
9846,1e-06
9847,0.53
9848,1e-06
9849,1e-06
9850,1e-06
9851,1e-06
9852,1e-06
9853,1e-06
9854,0.5
9855,0.55
9856,1e-06
9857,1e-06
9858,1e-06
9859,1e-06
9860,1e-06
9861,1e-06
9862,1e-06
9863,1e-06
9864,1e-06
9865,1e-06
9866,1e-06
9867,0.52
9868,0.48
9869,1e-06
9870,1e-06
9871,1e-06
9872,1e-06
9873,1e-06
9874,1e-06
9875,1e-06
9876,1e-06
9877,1e-06
9878,1e-06
9879,1e-06
9880,1e-06
9881,1e-06
9882,1e-06
9883,1e-06
9884,0.54
9885,1e-06
9886,1e-06
9887,1e-06
9888,1e-06
9889,1e-06
9890,1e-06
9891,1e-06
9892,1e-06
9893,0.51
9894,1e-06
9895,0.52
9896,1e-06
9897,0.5
9898,1e-06
9899,1e-06
9900,0.48
9901,1e-06
9902,1e-06
9903,1e-06
9904,1e-06
9905,1e-06
9906,1e-06
9907,1e-06
9908,1e-06
9909,0.52
9910,1e-06
9911,1e-06
9912,1e-06
9913,1e-06
9914,1e-06
9915,0.5
9916,1e-06
9917,1e-06
9918,1e-06
9919,0.53
9920,1e-06
9921,1e-06
9922,0.48
9923,1e-06
9924,1e-06
9925,1e-06
9926,1e-06
9927,1e-06
9928,1e-06
9929,1e-06
9930,1e-06
9931,1e-06
9932,1e-06
9933,1e-06
9934,1e-06
9935,1e-06
9936,1e-06
9937,1e-06
9938,1e-06
9939,1e-06
9940,1e-06
9941,1e-06
9942,1e-06
9943,1e-06
9944,1e-06
9945,1e-06
9946,1e-06
9947,1e-06
9948,1e-06
9949,1e-06
9950,1e-06
9951,1e-06
9952,1e-06
9953,1e-06
9954,1e-06
9955,1e-06
9956,1e-06
9957,1e-06
9958,1e-06
9959,1e-06
9960,1e-06
9961,1e-06
9962,1e-06
9963,1e-06
9964,1e-06
9965,1e-06
9966,1e-06
9967,1e-06
9968,1e-06
9969,1e-06
9970,1e-06
9971,1e-06
9972,1e-06
9973,1e-06
9974,1e-06
9975,1e-06
9976,1e-06
9977,1e-06
9978,1e-06
9979,1e-06
9980,1e-06
9981,1e-06
9982,1e-06
9983,1e-06
9984,1e-06
9985,1e-06
9986,1e-06
9987,1e-06
9988,1e-06
9989,1e-06
9990,1e-06
9991,1e-06
9992,0.53
9993,1e-06
9994,1e-06
9995,1e-06
9996,1e-06
9997,1e-06
9998,1e-06
9999,1e-06
10000,1e-06
10001,1e-06
10002,1e-06
10003,1e-06
10004,1e-06
10005,1e-06
10006,1e-06
10007,1e-06
10008,0.57
10009,1e-06
10010,1e-06
10011,1e-06
10012,1e-06
10013,1e-06
10014,1e-06
10015,1e-06
10016,1e-06
10017,1e-06
10018,1e-06
10019,1e-06
10020,1e-06
10021,1e-06
10022,0.56
10023,0.49
10024,1e-06
10025,0.54
10026,1e-06
10027,1e-06
10028,0.51
10029,1e-06
10030,1e-06
10031,1e-06
10032,1e-06
10033,1e-06
10034,1e-06
10035,0.5
10036,1e-06
10037,1e-06
10038,1e-06
10039,1e-06
10040,1e-06
10041,1e-06
10042,1e-06
10043,1e-06
10044,1e-06
10045,1e-06
10046,1e-06
10047,1e-06
10048,1e-06
10049,1e-06
10050,1e-06
10051,1e-06
10052,1e-06
10053,1e-06
10054,1e-06
10055,1e-06
10056,1e-06
10057,1e-06
10058,1e-06
10059,1e-06
10060,1e-06
10061,1e-06
10062,1e-06
10063,1e-06
10064,1e-06
10065,1e-06
10066,1e-06
10067,1e-06
10068,1e-06
10069,1e-06
10070,1e-06
10071,1e-06
10072,1e-06
10073,1e-06
10074,1e-06
10075,1e-06
10076,1e-06
10077,1e-06
10078,1e-06
10079,1e-06
10080,1e-06
10081,1e-06
10082,1e-06
10083,1e-06
10084,1e-06
10085,1e-06
10086,1e-06
10087,1e-06
10088,1e-06
10089,1e-06
10090,1e-06
10091,1e-06
10092,1e-06
10093,1e-06
10094,1e-06
10095,1e-06
10096,1e-06
10097,1e-06
10098,1e-06
10099,1e-06
10100,1e-06
10101,1e-06
10102,1e-06
10103,1e-06
10104,1e-06
10105,1e-06
10106,1e-06
10107,1e-06
10108,1e-06
10109,1e-06
10110,1e-06
10111,1e-06
10112,1e-06
10113,1e-06
10114,1e-06
10115,1e-06
10116,1e-06
10117,1e-06
10118,1e-06
10119,1e-06
10120,1e-06
10121,1e-06
10122,1e-06
10123,1e-06
10124,1e-06
10125,1e-06
10126,1e-06
10127,1e-06
10128,1e-06
10129,1e-06
10130,1e-06
10131,0.52
10132,1e-06
10133,1e-06
10134,1e-06
10135,0.51
10136,1e-06
10137,1e-06
10138,1e-06
10139,1e-06
10140,1e-06
10141,1e-06
10142,1e-06
10143,1e-06
10144,1e-06
10145,1e-06
10146,1e-06
10147,1e-06
10148,1e-06
10149,1e-06
10150,0.54
10151,1e-06
10152,1e-06
10153,1e-06
10154,1e-06
10155,1e-06
10156,1e-06
10157,1e-06
10158,1e-06
10159,1e-06
10160,1e-06
10161,1e-06
10162,1e-06
10163,1e-06
10164,1e-06
10165,1e-06
10166,1e-06
10167,1e-06
10168,1e-06
10169,1e-06
10170,1e-06
10171,1e-06
10172,1e-06
10173,1e-06
10174,1e-06
10175,1e-06
10176,1e-06
10177,1e-06
10178,1e-06
10179,1e-06
10180,1e-06
10181,1e-06
10182,1e-06
10183,0.5
10184,1e-06
10185,1e-06
10186,1e-06
10187,1e-06
10188,0.55
10189,1e-06
10190,1e-06
10191,1e-06
10192,1e-06
10193,1e-06
10194,1e-06
10195,1e-06
10196,1e-06
10197,1e-06
10198,1e-06
10199,1e-06
10200,1e-06
10201,1e-06
10202,1e-06
10203,1e-06
10204,1e-06
10205,1e-06
10206,1e-06
10207,1e-06
10208,1e-06
10209,1e-06
10210,1e-06
10211,1e-06
10212,1e-06
10213,1e-06
10214,1e-06
10215,1e-06
10216,1e-06
10217,1e-06
10218,1e-06
10219,1e-06
10220,1e-06
10221,1e-06
10222,1e-06
10223,1e-06
10224,1e-06
10225,1e-06
10226,1e-06
10227,1e-06
10228,0.48
10229,1e-06
10230,1e-06
10231,1e-06
10232,1e-06
10233,1e-06
10234,1e-06
10235,0.54
10236,1e-06
10237,1e-06
10238,1e-06
10239,1e-06
10240,1e-06
10241,1e-06
10242,1e-06
10243,1e-06
10244,1e-06
10245,1e-06
10246,1e-06
10247,1e-06
10248,1e-06
10249,1e-06
10250,1e-06
10251,1e-06
10252,1e-06
10253,1e-06
10254,1e-06
10255,1e-06
10256,1e-06
10257,1e-06
10258,1e-06
10259,1e-06
10260,1e-06
10261,1e-06
10262,1e-06
10263,1e-06
10264,1e-06
10265,1e-06
10266,1e-06
10267,1e-06
10268,1e-06
10269,1e-06
10270,1e-06
10271,1e-06
10272,1e-06
10273,1e-06
10274,1e-06
10275,1e-06
10276,1e-06
10277,1e-06
10278,1e-06
10279,1e-06
10280,1e-06
10281,1e-06
10282,1e-06
10283,1e-06
10284,1e-06
10285,1e-06
10286,1e-06
10287,1e-06
10288,1e-06
10289,1e-06
10290,1e-06
10291,1e-06
10292,1e-06
10293,1e-06
10294,1e-06
10295,1e-06
10296,1e-06
10297,1e-06
10298,1e-06
10299,1e-06
10300,1e-06
10301,1e-06
10302,1e-06
10303,1e-06
10304,1e-06
10305,1e-06
10306,1e-06
10307,1e-06
10308,1e-06
10309,1e-06
10310,1e-06
10311,1e-06
10312,1e-06
10313,1e-06
10314,1e-06
10315,1e-06
10316,1e-06
10317,1e-06
10318,1e-06
10319,1e-06
10320,1e-06
10321,1e-06
10322,1e-06
10323,1e-06
10324,1e-06
10325,1e-06
10326,1e-06
10327,1e-06
10328,0.5
10329,1e-06
10330,1e-06
10331,1e-06
10332,1e-06
10333,1e-06
10334,1e-06
10335,1e-06
10336,1e-06
10337,1e-06
10338,1e-06
10339,1e-06
10340,1e-06
10341,1e-06
10342,1e-06
10343,1e-06
10344,1e-06
10345,1e-06
10346,1e-06
10347,1e-06
10348,1e-06
10349,1e-06
10350,1e-06
10351,1e-06
10352,1e-06
10353,1e-06
10354,1e-06
10355,1e-06
10356,1e-06
10357,1e-06
10358,1e-06
10359,1e-06
10360,1e-06
10361,1e-06
10362,1e-06
10363,1e-06
10364,1e-06
10365,1e-06
10366,1e-06
10367,1e-06
10368,1e-06
10369,1e-06
10370,1e-06
10371,1e-06
10372,1e-06
10373,1e-06
10374,1e-06
10375,1e-06
10376,1e-06
10377,1e-06
10378,1e-06
10379,1e-06
10380,1e-06
10381,1e-06
10382,1e-06
10383,1e-06
10384,1e-06
10385,1e-06
10386,1e-06
10387,1e-06
10388,1e-06
10389,1e-06
10390,1e-06
10391,1e-06
10392,1e-06
10393,1e-06
10394,0.52
10395,1e-06
10396,1e-06
10397,1e-06
10398,1e-06
10399,1e-06
10400,1e-06
10401,1e-06
10402,1e-06
10403,1e-06
10404,1e-06
10405,1e-06
10406,1e-06
10407,1e-06
10408,1e-06
10409,1e-06
10410,1e-06
10411,1e-06
10412,1e-06
10413,1e-06
10414,1e-06
10415,1e-06
10416,1e-06
10417,1e-06
10418,1e-06
10419,1e-06
10420,1e-06
10421,1e-06
10422,1e-06
10423,1e-06
10424,1e-06
10425,1e-06
10426,1e-06
10427,1e-06
10428,1e-06
10429,1e-06
10430,1e-06
10431,1e-06
10432,1e-06
10433,1e-06
10434,1e-06
10435,1e-06
10436,1e-06
10437,1e-06
10438,1e-06
10439,1e-06
10440,1e-06
10441,1e-06
10442,1e-06
10443,1e-06
10444,1e-06
10445,1e-06
10446,1e-06
10447,1e-06
10448,1e-06
10449,1e-06
10450,1e-06
10451,1e-06
10452,1e-06
10453,1e-06
10454,1e-06
10455,1e-06
10456,1e-06
10457,1e-06
10458,1e-06
10459,1e-06
10460,1e-06
10461,1e-06
10462,1e-06
10463,1e-06
10464,1e-06
10465,1e-06
10466,1e-06
10467,1e-06
10468,1e-06
10469,1e-06
10470,1e-06
10471,1e-06
10472,1e-06
10473,1e-06
10474,1e-06
10475,1e-06
10476,1e-06
10477,1e-06
10478,1e-06
10479,1e-06
10480,1e-06
10481,1e-06
10482,1e-06
10483,1e-06
10484,1e-06
10485,1e-06
10486,1e-06
10487,1e-06
10488,1e-06
10489,1e-06
10490,1e-06
10491,1e-06
10492,1e-06
10493,1e-06
10494,1e-06
10495,1e-06
10496,1e-06
10497,1e-06
10498,1e-06
10499,1e-06
10500,1e-06
10501,1e-06
10502,1e-06
10503,1e-06
10504,1e-06
10505,1e-06
10506,1e-06
10507,1e-06
10508,1e-06
10509,1e-06
10510,1e-06
10511,1e-06
10512,1e-06
10513,1e-06
10514,1e-06
10515,1e-06
10516,1e-06
10517,1e-06
10518,1e-06
10519,1e-06
10520,1e-06
10521,1e-06
10522,1e-06
10523,1e-06
10524,1e-06
10525,1e-06
10526,1e-06
10527,1e-06
10528,1e-06
10529,1e-06
10530,1e-06
10531,1e-06
10532,1e-06
10533,1e-06
10534,1e-06
10535,1e-06
10536,1e-06
10537,1e-06
10538,1e-06
10539,1e-06
10540,1e-06
10541,1e-06
10542,1e-06
10543,1e-06
10544,1e-06
10545,1e-06
10546,1e-06
10547,1e-06
10548,1e-06
10549,1e-06
10550,1e-06
10551,1e-06
10552,1e-06
10553,1e-06
10554,1e-06
10555,1e-06
10556,1e-06
10557,1e-06
10558,1e-06
10559,0.5
10560,1e-06
10561,0.56
10562,0.49
10563,1e-06
10564,1e-06
10565,1e-06
10566,1e-06
10567,1e-06
10568,1e-06
10569,1e-06
10570,0.48
10571,1e-06
10572,1e-06
10573,1e-06
10574,1e-06
10575,1e-06
10576,1e-06
10577,1e-06
10578,1e-06
10579,1e-06
10580,1e-06
10581,1e-06
10582,1e-06
10583,1e-06
10584,1e-06
10585,1e-06
10586,1e-06
10587,1e-06
10588,1e-06
10589,1e-06
10590,1e-06
10591,1e-06
10592,1e-06
10593,1e-06
10594,1e-06
10595,1e-06
10596,1e-06
10597,1e-06
10598,1e-06
10599,1e-06
10600,1e-06
10601,1e-06
10602,1e-06
10603,1e-06
10604,1e-06
10605,1e-06
10606,1e-06
10607,1e-06
10608,1e-06
10609,1e-06
10610,1e-06
10611,1e-06
10612,1e-06
10613,1e-06
10614,1e-06
10615,1e-06
10616,1e-06
10617,1e-06
10618,1e-06
10619,1e-06
10620,1e-06
10621,1e-06
10622,1e-06
10623,1e-06
10624,1e-06
10625,1e-06
10626,1e-06
10627,1e-06
10628,1e-06
10629,1e-06
10630,1e-06
10631,1e-06
10632,1e-06
10633,1e-06
10634,1e-06
10635,1e-06
10636,1e-06
10637,1e-06
10638,1e-06
10639,1e-06
10640,1e-06
10641,1e-06
10642,1e-06
10643,1e-06
10644,1e-06
10645,1e-06
10646,1e-06
10647,1e-06
10648,1e-06
10649,1e-06
10650,1e-06
10651,1e-06
10652,1e-06
10653,1e-06
10654,1e-06
10655,1e-06
10656,1e-06
10657,1e-06
10658,1e-06
10659,1e-06
10660,1e-06
10661,1e-06
10662,1e-06
10663,1e-06
10664,1e-06
10665,1e-06
10666,1e-06
10667,1e-06
10668,1e-06
10669,1e-06
10670,1e-06
10671,1e-06
10672,1e-06
10673,1e-06
10674,1e-06
10675,1e-06
10676,1e-06
10677,1e-06
10678,1e-06
10679,1e-06
10680,1e-06
10681,1e-06
10682,1e-06
10683,1e-06
10684,1e-06
10685,1e-06
10686,1e-06
10687,1e-06
10688,1e-06
10689,1e-06
10690,1e-06
10691,1e-06
10692,1e-06
10693,1e-06
10694,1e-06
10695,1e-06
10696,1e-06
10697,1e-06
10698,1e-06
10699,1e-06
10700,1e-06
10701,1e-06
10702,1e-06
10703,1e-06
10704,1e-06
10705,1e-06
10706,1e-06
10707,1e-06
10708,1e-06
10709,1e-06
10710,1e-06
10711,1e-06
10712,1e-06
10713,1e-06
10714,1e-06
10715,1e-06
10716,1e-06
10717,1e-06
10718,1e-06
10719,1e-06
10720,1e-06
10721,1e-06
10722,1e-06
10723,1e-06
10724,1e-06
10725,1e-06
10726,1e-06
10727,1e-06
10728,1e-06
10729,1e-06
10730,1e-06
10731,1e-06
10732,1e-06
10733,0.53
10734,1e-06
10735,1e-06
10736,1e-06
10737,1e-06
10738,1e-06
10739,1e-06
10740,1e-06
10741,1e-06
10742,1e-06
10743,1e-06
10744,1e-06
10745,1e-06
10746,1e-06
10747,0.53
10748,1e-06
10749,1e-06
10750,1e-06
10751,1e-06
10752,1e-06
10753,1e-06
10754,0.49
10755,1e-06
10756,1e-06
10757,1e-06
10758,1e-06
10759,0.49
10760,1e-06
10761,1e-06
10762,1e-06
10763,1e-06
10764,1e-06
10765,1e-06
10766,1e-06
10767,1e-06
10768,1e-06
10769,1e-06
10770,0.51
10771,1e-06
10772,1e-06
10773,0.48
10774,1e-06
10775,1e-06
10776,1e-06
10777,1e-06
10778,1e-06
10779,1e-06
10780,1e-06
10781,1e-06
10782,1e-06
10783,1e-06
10784,1e-06
10785,1e-06
10786,1e-06
10787,1e-06
10788,1e-06
10789,0.52
10790,0.5
10791,1e-06
10792,1e-06
10793,1e-06
10794,1e-06
10795,1e-06
10796,0.49
10797,1e-06
10798,0.49
10799,0.5
10800,1e-06
10801,1e-06
10802,0.5
10803,1e-06
10804,1e-06
10805,0.5
10806,1e-06
10807,1e-06
10808,0.51
10809,1e-06
10810,1e-06
10811,1e-06
10812,1e-06
10813,1e-06
10814,1e-06
10815,1e-06
10816,1e-06
10817,1e-06
10818,1e-06
10819,1e-06
10820,1e-06
10821,1e-06
10822,1e-06
10823,1e-06
10824,0.52
10825,1e-06
10826,1e-06
10827,1e-06
10828,0.51
10829,1e-06
10830,1e-06
10831,1e-06
10832,1e-06
10833,1e-06
10834,1e-06
10835,1e-06
10836,1e-06
10837,1e-06
10838,1e-06
10839,1e-06
10840,1e-06
10841,1e-06
10842,1e-06
10843,0.49
10844,1e-06
10845,0.49
10846,1e-06
10847,1e-06
10848,1e-06
10849,1e-06
10850,1e-06
10851,1e-06
10852,1e-06
10853,1e-06
10854,1e-06
10855,1e-06
10856,1e-06
10857,1e-06
10858,1e-06
10859,1e-06
10860,1e-06
10861,1e-06
10862,1e-06
10863,1e-06
10864,1e-06
10865,1e-06
10866,1e-06
10867,1e-06
10868,1e-06
10869,1e-06
10870,1e-06
10871,1e-06
10872,1e-06
10873,1e-06
10874,1e-06
10875,1e-06
10876,1e-06
10877,1e-06
10878,1e-06
10879,1e-06
10880,1e-06
10881,1e-06
10882,1e-06
10883,1e-06
10884,1e-06
10885,1e-06
10886,1e-06
10887,1e-06
10888,0.49
10889,1e-06
10890,1e-06
10891,1e-06
10892,1e-06
10893,1e-06
10894,1e-06
10895,1e-06
10896,1e-06
10897,1e-06
10898,1e-06
10899,1e-06
10900,1e-06
10901,1e-06
10902,1e-06
10903,1e-06
10904,1e-06
10905,1e-06
10906,1e-06
10907,1e-06
10908,1e-06
10909,1e-06
10910,1e-06
10911,1e-06
10912,1e-06
10913,1e-06
10914,1e-06
10915,1e-06
10916,1e-06
10917,1e-06
10918,1e-06
10919,1e-06
10920,1e-06
10921,0.55
10922,1e-06
10923,1e-06
10924,1e-06
10925,0.56
10926,0.5
10927,1e-06
10928,1e-06
10929,1e-06
10930,0.51
10931,0.49
10932,1e-06
10933,0.5
10934,1e-06
10935,1e-06
10936,1e-06
10937,1e-06
10938,1e-06
10939,1e-06
10940,1e-06
10941,1e-06
10942,1e-06
10943,1e-06
10944,1e-06
10945,1e-06
10946,1e-06
10947,1e-06
10948,1e-06
10949,1e-06
10950,0.49
10951,1e-06
10952,1e-06
10953,1e-06
10954,1e-06
10955,1e-06
10956,1e-06
10957,1e-06
10958,1e-06
10959,1e-06
10960,1e-06
10961,1e-06
10962,1e-06
10963,1e-06
10964,1e-06
10965,1e-06
10966,1e-06
10967,1e-06
10968,1e-06
10969,1e-06
10970,0.49
10971,0.49
10972,1e-06
10973,1e-06
10974,1e-06
10975,1e-06
10976,1e-06
10977,1e-06
10978,1e-06
10979,1e-06
10980,1e-06
10981,1e-06
10982,0.5
10983,1e-06
10984,1e-06
10985,1e-06
10986,1e-06
10987,1e-06
10988,1e-06
10989,0.51
10990,0.52
10991,1e-06
10992,1e-06
10993,0.48
10994,1e-06
10995,1e-06
10996,1e-06
10997,0.49
10998,0.53
10999,1e-06
11000,1e-06
11001,1e-06
11002,1e-06
11003,1e-06
11004,1e-06
11005,0.48
11006,1e-06
11007,0.49
11008,1e-06
11009,1e-06
11010,1e-06
11011,1e-06
11012,1e-06
11013,1e-06
11014,1e-06
11015,1e-06
11016,1e-06
11017,1e-06
11018,1e-06
11019,1e-06
11020,1e-06
11021,1e-06
11022,1e-06
11023,1e-06
11024,1e-06
11025,1e-06
11026,1e-06
11027,1e-06
11028,1e-06
11029,1e-06
11030,1e-06
11031,1e-06
11032,0.49
11033,1e-06
11034,1e-06
11035,1e-06
11036,1e-06
11037,1e-06
11038,1e-06
11039,1e-06
11040,1e-06
11041,1e-06
11042,1e-06
11043,1e-06
11044,1e-06
11045,1e-06
11046,1e-06
11047,1e-06
11048,1e-06
11049,1e-06
11050,1e-06
11051,1e-06
11052,1e-06
11053,1e-06
11054,1e-06
11055,1e-06
11056,1e-06
11057,1e-06
11058,1e-06
11059,1e-06
11060,1e-06
11061,1e-06
11062,1e-06
11063,0.49
11064,1e-06
11065,1e-06
11066,1e-06
11067,0.49
11068,1e-06
11069,1e-06
11070,1e-06
11071,1e-06
11072,1e-06
11073,1e-06
11074,1e-06
11075,1e-06
11076,1e-06
11077,1e-06
11078,1e-06
11079,1e-06
11080,1e-06
11081,0.54
11082,1e-06
11083,1e-06
11084,1e-06
11085,1e-06
11086,1e-06
11087,1e-06
11088,1e-06
11089,1e-06
11090,1e-06
11091,1e-06
11092,1e-06
11093,0.48
11094,1e-06
11095,1e-06
11096,1e-06
11097,1e-06
11098,1e-06
11099,1e-06
11100,1e-06
11101,1e-06
11102,1e-06
11103,1e-06
11104,1e-06
11105,1e-06
11106,1e-06
11107,1e-06
11108,1e-06
11109,1e-06
11110,1e-06
11111,1e-06
11112,1e-06
11113,1e-06
11114,1e-06
11115,1e-06
11116,1e-06
11117,1e-06
11118,1e-06
11119,1e-06
11120,1e-06
11121,1e-06
11122,1e-06
11123,1e-06
11124,1e-06
11125,1e-06
11126,1e-06
11127,1e-06
11128,1e-06
11129,1e-06
11130,1e-06
11131,1e-06
11132,1e-06
11133,1e-06
11134,1e-06
11135,1e-06
11136,1e-06
11137,1e-06
11138,1e-06
11139,1e-06
11140,1e-06
11141,1e-06
11142,1e-06
11143,1e-06
11144,1e-06
11145,1e-06
11146,1e-06
11147,1e-06
11148,1e-06
11149,1e-06
11150,1e-06
11151,1e-06
11152,1e-06
11153,1e-06
11154,1e-06
11155,1e-06
11156,1e-06
11157,1e-06
11158,1e-06
11159,1e-06
11160,1e-06
11161,1e-06
11162,1e-06
11163,1e-06
11164,1e-06
11165,1e-06
11166,1e-06
11167,1e-06
11168,1e-06
11169,1e-06
11170,1e-06
11171,1e-06
11172,1e-06
11173,1e-06
11174,1e-06
11175,1e-06
11176,1e-06
11177,1e-06
11178,1e-06
11179,1e-06
11180,1e-06
11181,1e-06
11182,1e-06
11183,1e-06
11184,1e-06
11185,1e-06
11186,1e-06
11187,1e-06
11188,1e-06
11189,1e-06
11190,1e-06
11191,1e-06
11192,1e-06
11193,1e-06
11194,1e-06
11195,1e-06
11196,1e-06
11197,1e-06
11198,1e-06
11199,1e-06
11200,1e-06
11201,1e-06
11202,1e-06
11203,1e-06
11204,1e-06
11205,1e-06
11206,1e-06
11207,1e-06
11208,1e-06
11209,1e-06
11210,1e-06
11211,1e-06
11212,1e-06
11213,1e-06
11214,1e-06
11215,1e-06
11216,1e-06
11217,1e-06
11218,1e-06
11219,1e-06
11220,1e-06
11221,1e-06
11222,1e-06
11223,1e-06
11224,1e-06
11225,1e-06
11226,1e-06
11227,1e-06
11228,1e-06
11229,1e-06
11230,1e-06
11231,1e-06
11232,1e-06
11233,1e-06
11234,1e-06
11235,1e-06
11236,1e-06
11237,1e-06
11238,1e-06
11239,1e-06
11240,1e-06
11241,1e-06
11242,1e-06
11243,1e-06
11244,1e-06
11245,1e-06
11246,1e-06
11247,1e-06
11248,1e-06
11249,1e-06
11250,1e-06
11251,1e-06
11252,1e-06
11253,1e-06
11254,1e-06
11255,1e-06
11256,1e-06
11257,1e-06
11258,1e-06
11259,1e-06
11260,1e-06
11261,1e-06
11262,1e-06
11263,1e-06
11264,1e-06
11265,1e-06
11266,1e-06
11267,1e-06
11268,1e-06
11269,1e-06
11270,1e-06
11271,1e-06
11272,1e-06
11273,1e-06
11274,1e-06
11275,1e-06
11276,1e-06
11277,1e-06
11278,1e-06
11279,1e-06
11280,1e-06
11281,1e-06
11282,1e-06
11283,1e-06
11284,1e-06
11285,1e-06
11286,1e-06
11287,1e-06
11288,1e-06
11289,1e-06
11290,1e-06
11291,1e-06
11292,1e-06
11293,1e-06
11294,1e-06
11295,1e-06
11296,1e-06
11297,1e-06
11298,1e-06
11299,1e-06
11300,1e-06
11301,1e-06
11302,1e-06
11303,1e-06
11304,1e-06
11305,1e-06
11306,1e-06
11307,1e-06
11308,0.48
11309,1e-06
11310,1e-06
11311,1e-06
11312,1e-06
11313,1e-06
11314,1e-06
11315,1e-06
11316,1e-06
11317,1e-06
11318,1e-06
11319,1e-06
11320,1e-06
11321,1e-06
11322,1e-06
11323,1e-06
11324,1e-06
11325,1e-06
11326,1e-06
11327,1e-06
11328,1e-06
11329,1e-06
11330,1e-06
11331,1e-06
11332,1e-06
