,Base_To_Peak_Ratio
5045,1e-06
5046,1e-06
5047,1e-06
5048,1e-06
5049,1e-06
5050,1e-06
5051,1e-06
5052,1e-06
5053,0.52
5054,1e-06
5055,1e-06
5056,1e-06
5057,1e-06
5058,1e-06
5059,1e-06
5060,1e-06
5061,1e-06
5062,1e-06
5063,1e-06
5064,1e-06
5065,1e-06
5066,1e-06
5067,1e-06
5068,1e-06
5069,1e-06
5070,1e-06
5071,1e-06
5072,1e-06
5073,1e-06
5074,1e-06
5075,1e-06
5076,1e-06
5077,1e-06
5078,1e-06
5079,1e-06
5080,1e-06
5081,1e-06
5082,1e-06
5083,1e-06
5084,1e-06
5085,1e-06
5086,1e-06
5087,1e-06
5088,1e-06
5089,1e-06
5090,1e-06
5091,1e-06
5092,1e-06
5093,1e-06
5094,1e-06
5095,1e-06
5096,1e-06
5097,1e-06
5098,1e-06
5099,1e-06
5100,1e-06
5101,1e-06
5102,1e-06
5103,1e-06
5104,1e-06
5105,1e-06
5106,1e-06
5107,1e-06
5108,1e-06
5109,1e-06
5110,1e-06
5111,1e-06
5112,1e-06
5113,1e-06
5114,1e-06
5115,1e-06
5116,1e-06
5117,1e-06
5118,1e-06
5119,1e-06
5120,1e-06
5121,1e-06
5122,1e-06
5123,1e-06
5124,1e-06
5125,1e-06
5126,1e-06
5127,1e-06
5128,1e-06
5129,1e-06
5130,1e-06
5131,1e-06
5132,1e-06
5133,1e-06
5134,1e-06
5135,1e-06
5136,1e-06
5137,1e-06
5138,1e-06
5139,1e-06
5140,1e-06
5141,1e-06
5142,1e-06
5143,1e-06
5144,1e-06
5145,1e-06
5146,1e-06
5147,1e-06
5148,1e-06
5149,1e-06
5150,1e-06
5151,1e-06
5152,1e-06
5153,1e-06
5154,1e-06
5155,1e-06
5156,1e-06
5157,1e-06
5158,1e-06
5159,1e-06
5160,1e-06
5161,1e-06
5162,1e-06
5163,1e-06
5164,1e-06
5165,1e-06
5166,1e-06
5167,0.51
5168,1e-06
5169,1e-06
5170,1e-06
5171,1e-06
5172,1e-06
5173,1e-06
5174,1e-06
5175,1e-06
5176,1e-06
5177,1e-06
5178,1e-06
5179,1e-06
5180,1e-06
5181,1e-06
5182,1e-06
5183,1e-06
5184,1e-06
5185,1e-06
5186,1e-06
5187,1e-06
5188,1e-06
5189,1e-06
5190,1e-06
5191,1e-06
5192,1e-06
5193,1e-06
5194,1e-06
5195,1e-06
5196,1e-06
5197,1e-06
5198,1e-06
5199,1e-06
5200,1e-06
5201,1e-06
5202,1e-06
5203,1e-06
5204,1e-06
5205,1e-06
5206,1e-06
5207,1e-06
5208,1e-06
5209,1e-06
5210,1e-06
5211,1e-06
5212,1e-06
5213,1e-06
5214,1e-06
5215,1e-06
5216,1e-06
5217,1e-06
5218,1e-06
5219,1e-06
5220,1e-06
5221,1e-06
5222,1e-06
5223,1e-06
5224,1e-06
5225,1e-06
5226,1e-06
5227,1e-06
5228,1e-06
5229,1e-06
5230,1e-06
5231,1e-06
5232,1e-06
5233,1e-06
5234,1e-06
5235,1e-06
5236,1e-06
5237,1e-06
5238,1e-06
5239,1e-06
5240,1e-06
5241,1e-06
5242,1e-06
5243,1e-06
5244,1e-06
5245,1e-06
5246,1e-06
5247,1e-06
5248,1e-06
5249,1e-06
5250,1e-06
5251,1e-06
5252,1e-06
5253,1e-06
5254,1e-06
5255,1e-06
5256,1e-06
5257,1e-06
5258,1e-06
5259,1e-06
5260,1e-06
5261,1e-06
5262,1e-06
5263,1e-06
5264,1e-06
5265,1e-06
5266,1e-06
5267,1e-06
5268,1e-06
5269,1e-06
5270,1e-06
5271,1e-06
5272,1e-06
5273,1e-06
5274,1e-06
5275,1e-06
5276,1e-06
5277,1e-06
5278,1e-06
5279,1e-06
5280,1e-06
5281,1e-06
5282,1e-06
5283,1e-06
5284,1e-06
5285,1e-06
5286,1e-06
5287,1e-06
5288,1e-06
5289,1e-06
5290,1e-06
5291,1e-06
5292,1e-06
5293,1e-06
5294,1e-06
5295,1e-06
5296,1e-06
5297,1e-06
5298,1e-06
5299,1e-06
5300,1e-06
5301,1e-06
5302,1e-06
5303,1e-06
5304,1e-06
5305,1e-06
5306,1e-06
5307,1e-06
5308,1e-06
5309,1e-06
5310,1e-06
5311,1e-06
5312,1e-06
5313,1e-06
5314,1e-06
5315,1e-06
5316,1e-06
5317,1e-06
5318,1e-06
5319,1e-06
5320,1e-06
5321,1e-06
5322,1e-06
5323,1e-06
5324,1e-06
5325,1e-06
5326,1e-06
5327,1e-06
5328,1e-06
5329,1e-06
5330,1e-06
5331,1e-06
5332,1e-06
5333,1e-06
5334,1e-06
5335,1e-06
5336,1e-06
5337,1e-06
5338,1e-06
5339,1e-06
5340,1e-06
5341,1e-06
5342,1e-06
5343,1e-06
5344,1e-06
5345,1e-06
5346,0.5
5347,1e-06
5348,1e-06
5349,1e-06
5350,1e-06
5351,1e-06
5352,1e-06
5353,1e-06
5354,1e-06
5355,1e-06
5356,1e-06
5357,1e-06
5358,0.53
5359,1e-06
5360,1e-06
5361,1e-06
5362,1e-06
5363,1e-06
5364,0.49
5365,1e-06
5366,1e-06
5367,1e-06
5368,1e-06
5369,1e-06
5370,1e-06
5371,0.49
5372,1e-06
5373,0.5
5374,1e-06
5375,1e-06
5376,1e-06
5377,1e-06
5378,1e-06
5379,1e-06
5380,1e-06
5381,1e-06
5382,1e-06
5383,1e-06
5384,1e-06
5385,1e-06
5386,1e-06
5387,1e-06
5388,1e-06
5389,0.48
5390,1e-06
5391,1e-06
5392,1e-06
5393,1e-06
5394,1e-06
5395,1e-06
5396,1e-06
5397,1e-06
5398,1e-06
5399,1e-06
5400,1e-06
5401,0.49
5402,0.55
5403,0.49
5404,0.53
5405,1e-06
5406,1e-06
5407,1e-06
5408,1e-06
5409,1e-06
5410,1e-06
5411,1e-06
5412,1e-06
5413,0.5
5414,1e-06
5415,1e-06
5416,0.49
5417,1e-06
5418,1e-06
5419,1e-06
5420,1e-06
5421,1e-06
5422,0.5
5423,1e-06
5424,1e-06
5425,1e-06
5426,1e-06
5427,1e-06
5428,1e-06
5429,0.54
5430,1e-06
5431,1e-06
5432,1e-06
5433,1e-06
5434,1e-06
5435,0.51
5436,1e-06
5437,1e-06
5438,0.49
5439,1e-06
5440,1e-06
5441,1e-06
5442,1e-06
5443,0.49
5444,0.54
5445,1e-06
5446,1e-06
5447,0.52
5448,1e-06
5449,1e-06
5450,0.51
5451,1e-06
5452,0.49
5453,1e-06
5454,1e-06
5455,1e-06
5456,1e-06
5457,1e-06
5458,1e-06
5459,1e-06
5460,1e-06
5461,1e-06
5462,1e-06
5463,1e-06
5464,1e-06
5465,1e-06
5466,1e-06
5467,1e-06
5468,1e-06
5469,1e-06
5470,1e-06
5471,1e-06
5472,1e-06
5473,1e-06
5474,1e-06
5475,1e-06
5476,1e-06
5477,1e-06
5478,1e-06
5479,1e-06
5480,1e-06
5481,1e-06
5482,1e-06
5483,1e-06
5484,1e-06
5485,1e-06
5486,1e-06
5487,1e-06
5488,1e-06
5489,1e-06
5490,1e-06
5491,1e-06
5492,1e-06
5493,1e-06
5494,1e-06
5495,1e-06
5496,1e-06
5497,1e-06
5498,1e-06
5499,1e-06
5500,1e-06
5501,1e-06
5502,1e-06
5503,1e-06
5504,1e-06
5505,1e-06
5506,1e-06
5507,1e-06
5508,1e-06
5509,1e-06
5510,1e-06
5511,0.55
5512,1e-06
5513,1e-06
5514,1e-06
5515,1e-06
5516,1e-06
5517,1e-06
5518,1e-06
5519,1e-06
5520,1e-06
5521,1e-06
5522,1e-06
5523,1e-06
5524,1e-06
5525,1e-06
5526,1e-06
5527,1e-06
5528,1e-06
5529,1e-06
5530,1e-06
5531,1e-06
5532,1e-06
5533,1e-06
5534,1e-06
5535,1e-06
5536,0.56
5537,0.53
5538,1e-06
5539,1e-06
5540,1e-06
5541,1e-06
5542,0.53
5543,1e-06
5544,1e-06
5545,1e-06
5546,1e-06
5547,1e-06
5548,1e-06
5549,1e-06
5550,1e-06
5551,1e-06
5552,1e-06
5553,1e-06
5554,1e-06
5555,0.49
5556,1e-06
5557,1e-06
5558,1e-06
5559,1e-06
5560,1e-06
5561,1e-06
5562,1e-06
5563,1e-06
5564,1e-06
5565,1e-06
5566,1e-06
5567,1e-06
5568,1e-06
5569,1e-06
5570,1e-06
5571,1e-06
5572,1e-06
5573,1e-06
5574,1e-06
5575,1e-06
5576,1e-06
5577,1e-06
5578,1e-06
5579,1e-06
5580,1e-06
5581,1e-06
5582,1e-06
5583,1e-06
5584,1e-06
5585,1e-06
5586,1e-06
5587,1e-06
5588,0.55
5589,0.48
5590,1e-06
5591,1e-06
5592,1e-06
5593,1e-06
5594,1e-06
5595,0.49
5596,1e-06
5597,1e-06
5598,1e-06
5599,1e-06
5600,1e-06
5601,1e-06
5602,1e-06
5603,1e-06
5604,1e-06
5605,1e-06
5606,1e-06
5607,1e-06
5608,1e-06
5609,1e-06
5610,1e-06
5611,1e-06
5612,1e-06
5613,1e-06
5614,0.5
5615,1e-06
5616,1e-06
5617,1e-06
5618,1e-06
5619,1e-06
5620,1e-06
5621,1e-06
5622,1e-06
5623,1e-06
5624,1e-06
5625,1e-06
5626,1e-06
5627,1e-06
5628,1e-06
5629,1e-06
5630,1e-06
5631,1e-06
5632,1e-06
5633,1e-06
5634,1e-06
5635,1e-06
5636,1e-06
5637,1e-06
5638,1e-06
5639,0.48
5640,1e-06
5641,1e-06
5642,1e-06
5643,1e-06
5644,1e-06
5645,1e-06
5646,0.49
5647,1e-06
5648,1e-06
5649,1e-06
5650,1e-06
5651,1e-06
5652,1e-06
5653,1e-06
5654,1e-06
5655,1e-06
5656,1e-06
5657,1e-06
5658,1e-06
5659,1e-06
5660,1e-06
5661,1e-06
5662,1e-06
5663,1e-06
5664,1e-06
5665,1e-06
5666,1e-06
5667,1e-06
5668,1e-06
5669,1e-06
5670,1e-06
5671,1e-06
5672,0.52
5673,1e-06
5674,1e-06
5675,1e-06
5676,1e-06
5677,1e-06
5678,1e-06
5679,1e-06
5680,1e-06
5681,1e-06
5682,1e-06
5683,1e-06
5684,1e-06
5685,0.51
5686,1e-06
5687,1e-06
5688,1e-06
5689,1e-06
5690,1e-06
5691,1e-06
5692,1e-06
5693,0.49
5694,1e-06
5695,1e-06
5696,1e-06
5697,1e-06
5698,1e-06
5699,1e-06
5700,1e-06
5701,1e-06
5702,1e-06
5703,0.49
5704,1e-06
5705,1e-06
5706,1e-06
5707,1e-06
5708,0.49
5709,1e-06
5710,1e-06
5711,1e-06
5712,1e-06
5713,1e-06
5714,1e-06
5715,1e-06
5716,1e-06
5717,1e-06
5718,1e-06
5719,1e-06
5720,1e-06
5721,1e-06
5722,1e-06
5723,1e-06
5724,1e-06
5725,1e-06
5726,1e-06
5727,0.49
5728,1e-06
5729,1e-06
5730,1e-06
5731,1e-06
5732,1e-06
5733,1e-06
5734,1e-06
5735,1e-06
5736,1e-06
5737,0.49
5738,1e-06
5739,1e-06
5740,1e-06
5741,1e-06
5742,1e-06
5743,1e-06
5744,1e-06
5745,1e-06
5746,1e-06
5747,1e-06
5748,1e-06
5749,1e-06
5750,1e-06
5751,1e-06
5752,1e-06
5753,1e-06
5754,1e-06
5755,1e-06
5756,1e-06
5757,1e-06
5758,1e-06
5759,1e-06
5760,1e-06
5761,1e-06
5762,1e-06
5763,1e-06
5764,1e-06
5765,1e-06
5766,1e-06
5767,1e-06
5768,1e-06
5769,1e-06
5770,1e-06
5771,1e-06
5772,1e-06
5773,1e-06
5774,1e-06
5775,1e-06
5776,1e-06
5777,1e-06
5778,1e-06
5779,1e-06
5780,1e-06
5781,1e-06
5782,1e-06
5783,1e-06
5784,1e-06
5785,1e-06
5786,1e-06
5787,1e-06
5788,1e-06
5789,1e-06
5790,1e-06
5791,1e-06
5792,1e-06
5793,1e-06
5794,1e-06
5795,1e-06
5796,1e-06
5797,1e-06
5798,1e-06
5799,1e-06
5800,1e-06
5801,1e-06
5802,1e-06
5803,1e-06
5804,1e-06
5805,1e-06
5806,1e-06
5807,1e-06
5808,1e-06
5809,1e-06
5810,1e-06
5811,1e-06
5812,1e-06
5813,1e-06
5814,1e-06
5815,1e-06
5816,1e-06
5817,1e-06
5818,1e-06
5819,1e-06
5820,1e-06
5821,1e-06
5822,1e-06
5823,1e-06
5824,1e-06
5825,1e-06
5826,1e-06
5827,1e-06
5828,1e-06
5829,1e-06
5830,1e-06
5831,1e-06
5832,1e-06
5833,1e-06
5834,1e-06
5835,1e-06
5836,1e-06
5837,1e-06
5838,1e-06
5839,1e-06
5840,1e-06
5841,1e-06
5842,1e-06
5843,1e-06
5844,1e-06
5845,1e-06
5846,1e-06
5847,1e-06
5848,1e-06
5849,1e-06
5850,1e-06
5851,1e-06
5852,1e-06
5853,1e-06
5854,1e-06
5855,1e-06
5856,1e-06
5857,1e-06
5858,1e-06
5859,1e-06
5860,1e-06
5861,1e-06
5862,1e-06
5863,1e-06
5864,1e-06
5865,1e-06
5866,1e-06
5867,1e-06
5868,1e-06
5869,1e-06
5870,1e-06
5871,1e-06
5872,1e-06
5873,1e-06
5874,1e-06
5875,1e-06
5876,1e-06
5877,1e-06
5878,1e-06
5879,1e-06
5880,1e-06
5881,1e-06
5882,1e-06
5883,1e-06
5884,1e-06
5885,1e-06
5886,1e-06
5887,1e-06
5888,1e-06
5889,1e-06
5890,1e-06
5891,1e-06
5892,1e-06
5893,1e-06
5894,1e-06
5895,1e-06
5896,1e-06
5897,1e-06
5898,1e-06
5899,1e-06
5900,1e-06
5901,1e-06
5902,1e-06
5903,1e-06
5904,1e-06
5905,1e-06
5906,1e-06
5907,1e-06
5908,1e-06
5909,1e-06
5910,1e-06
5911,1e-06
5912,1e-06
5913,1e-06
5914,1e-06
5915,1e-06
5916,1e-06
5917,1e-06
5918,1e-06
5919,1e-06
5920,1e-06
5921,1e-06
5922,1e-06
5923,1e-06
5924,1e-06
5925,1e-06
5926,1e-06
5927,1e-06
5928,1e-06
5929,1e-06
5930,1e-06
5931,1e-06
5932,1e-06
5933,1e-06
5934,1e-06
5935,1e-06
5936,1e-06
5937,1e-06
5938,1e-06
5939,1e-06
5940,1e-06
5941,1e-06
5942,1e-06
5943,1e-06
5944,1e-06
5945,1e-06
5946,1e-06
5947,1e-06
5948,1e-06
5949,1e-06
5950,1e-06
5951,1e-06
5952,1e-06
5953,1e-06
5954,1e-06
5955,1e-06
5956,1e-06
5957,1e-06
5958,1e-06
5959,1e-06
5960,1e-06
5961,1e-06
5962,1e-06
5963,1e-06
5964,1e-06
5965,1e-06
5966,1e-06
5967,1e-06
5968,1e-06
5969,1e-06
5970,1e-06
5971,1e-06
5972,1e-06
5973,1e-06
5974,1e-06
5975,1e-06
5976,1e-06
5977,1e-06
5978,1e-06
5979,1e-06
5980,1e-06
5981,1e-06
5982,1e-06
5983,1e-06
5984,1e-06
5985,1e-06
5986,1e-06
5987,1e-06
5988,1e-06
5989,1e-06
5990,1e-06
5991,1e-06
5992,1e-06
5993,1e-06
5994,1e-06
5995,1e-06
5996,1e-06
5997,1e-06
5998,1e-06
5999,1e-06
6000,1e-06
6001,1e-06
6002,1e-06
6003,1e-06
6004,1e-06
6005,1e-06
6006,1e-06
6007,1e-06
6008,1e-06
6009,1e-06
6010,1e-06
6011,1e-06
6012,1e-06
6013,1e-06
6014,1e-06
6015,1e-06
6016,1e-06
6017,1e-06
6018,1e-06
6019,1e-06
6020,1e-06
6021,1e-06
6022,1e-06
6023,1e-06
6024,1e-06
6025,1e-06
6026,1e-06
6027,1e-06
6028,1e-06
6029,1e-06
6030,1e-06
6031,1e-06
6032,1e-06
6033,1e-06
6034,1e-06
6035,1e-06
6036,1e-06
6037,1e-06
6038,1e-06
6039,1e-06
6040,1e-06
6041,1e-06
6042,1e-06
6043,1e-06
6044,1e-06
6045,1e-06
6046,1e-06
6047,1e-06
6048,1e-06
6049,1e-06
6050,1e-06
6051,1e-06
6052,1e-06
6053,1e-06
6054,1e-06
6055,1e-06
6056,1e-06
6057,1e-06
6058,1e-06
6059,1e-06
6060,1e-06
6061,1e-06
6062,1e-06
6063,1e-06
6064,1e-06
6065,1e-06
6066,1e-06
6067,1e-06
6068,1e-06
6069,1e-06
6070,1e-06
6071,1e-06
6072,1e-06
6073,1e-06
6074,1e-06
6075,1e-06
6076,1e-06
6077,1e-06
6078,1e-06
6079,1e-06
6080,1e-06
6081,1e-06
6082,1e-06
6083,1e-06
6084,1e-06
6085,1e-06
6086,1e-06
6087,1e-06
6088,1e-06
6089,1e-06
6090,1e-06
6091,1e-06
6092,1e-06
6093,1e-06
6094,1e-06
6095,1e-06
6096,1e-06
6097,1e-06
6098,1e-06
6099,1e-06
6100,1e-06
6101,1e-06
6102,1e-06
6103,1e-06
6104,1e-06
6105,1e-06
6106,1e-06
6107,1e-06
6108,1e-06
6109,1e-06
6110,1e-06
6111,1e-06
6112,1e-06
6113,1e-06
6114,1e-06
6115,1e-06
6116,1e-06
6117,1e-06
6118,1e-06
6119,1e-06
6120,1e-06
6121,1e-06
6122,1e-06
6123,1e-06
6124,1e-06
6125,1e-06
6126,1e-06
6127,1e-06
6128,1e-06
6129,1e-06
6130,1e-06
6131,1e-06
6132,1e-06
6133,1e-06
6134,1e-06
6135,1e-06
6136,1e-06
6137,1e-06
6138,1e-06
6139,1e-06
6140,1e-06
6141,1e-06
6142,1e-06
6143,1e-06
6144,1e-06
6145,1e-06
6146,1e-06
6147,1e-06
6148,1e-06
6149,1e-06
6150,1e-06
6151,1e-06
6152,1e-06
6153,1e-06
6154,1e-06
6155,1e-06
6156,1e-06
6157,1e-06
6158,1e-06
6159,1e-06
6160,1e-06
6161,1e-06
6162,1e-06
6163,1e-06
6164,1e-06
6165,1e-06
6166,1e-06
6167,1e-06
6168,1e-06
6169,1e-06
6170,1e-06
6171,1e-06
6172,1e-06
6173,1e-06
6174,1e-06
6175,1e-06
6176,1e-06
6177,1e-06
6178,1e-06
6179,1e-06
6180,1e-06
6181,1e-06
6182,1e-06
6183,1e-06
6184,1e-06
6185,1e-06
6186,1e-06
6187,1e-06
6188,1e-06
6189,1e-06
6190,1e-06
6191,1e-06
6192,1e-06
6193,1e-06
6194,1e-06
6195,1e-06
6196,1e-06
6197,1e-06
6198,1e-06
6199,1e-06
6200,1e-06
6201,1e-06
6202,1e-06
6203,1e-06
6204,0.5
6205,1e-06
6206,1e-06
6207,1e-06
6208,1e-06
6209,1e-06
6210,1e-06
6211,1e-06
6212,1e-06
6213,1e-06
6214,1e-06
6215,1e-06
6216,1e-06
6217,1e-06
6218,1e-06
6219,1e-06
6220,1e-06
6221,1e-06
6222,1e-06
6223,1e-06
6224,1e-06
6225,1e-06
6226,1e-06
6227,1e-06
6228,1e-06
6229,1e-06
6230,1e-06
6231,1e-06
6232,1e-06
6233,1e-06
6234,1e-06
6235,1e-06
6236,0.49
6237,1e-06
6238,1e-06
6239,1e-06
6240,1e-06
6241,1e-06
6242,1e-06
6243,1e-06
6244,1e-06
6245,1e-06
6246,1e-06
6247,0.51
6248,1e-06
6249,1e-06
6250,1e-06
6251,1e-06
6252,1e-06
6253,1e-06
6254,1e-06
6255,1e-06
6256,0.54
6257,0.54
6258,1e-06
6259,1e-06
6260,1e-06
6261,1e-06
6262,1e-06
6263,1e-06
6264,1e-06
6265,1e-06
6266,1e-06
6267,0.48
6268,1e-06
6269,1e-06
6270,1e-06
6271,1e-06
6272,1e-06
6273,1e-06
6274,1e-06
6275,1e-06
6276,0.52
6277,1e-06
6278,1e-06
6279,1e-06
6280,1e-06
6281,1e-06
6282,1e-06
6283,1e-06
6284,0.5
6285,0.5
6286,1e-06
6287,1e-06
6288,1e-06
6289,1e-06
6290,1e-06
6291,1e-06
6292,1e-06
6293,1e-06
6294,1e-06
6295,0.49
6296,1e-06
6297,1e-06
6298,1e-06
6299,1e-06
6300,1e-06
6301,1e-06
6302,1e-06
6303,1e-06
6304,1e-06
6305,1e-06
6306,1e-06
6307,1e-06
6308,1e-06
6309,1e-06
6310,1e-06
6311,1e-06
6312,1e-06
6313,1e-06
6314,1e-06
6315,1e-06
6316,1e-06
6317,1e-06
6318,1e-06
6319,1e-06
6320,1e-06
6321,1e-06
6322,1e-06
6323,1e-06
6324,1e-06
6325,1e-06
6326,1e-06
6327,1e-06
6328,1e-06
6329,0.49
6330,1e-06
6331,1e-06
6332,1e-06
6333,1e-06
6334,1e-06
6335,1e-06
6336,1e-06
6337,1e-06
6338,1e-06
6339,1e-06
6340,1e-06
6341,1e-06
6342,1e-06
6343,1e-06
6344,1e-06
6345,1e-06
6346,1e-06
6347,1e-06
6348,1e-06
6349,1e-06
6350,1e-06
6351,1e-06
6352,1e-06
6353,0.51
6354,1e-06
6355,1e-06
6356,1e-06
6357,1e-06
6358,1e-06
6359,1e-06
6360,1e-06
6361,1e-06
6362,1e-06
6363,1e-06
6364,1e-06
6365,1e-06
6366,1e-06
6367,1e-06
6368,1e-06
6369,1e-06
6370,1e-06
6371,1e-06
6372,1e-06
6373,1e-06
6374,1e-06
6375,1e-06
6376,1e-06
6377,1e-06
6378,1e-06
6379,1e-06
6380,1e-06
6381,1e-06
6382,1e-06
6383,1e-06
6384,1e-06
6385,1e-06
6386,1e-06
6387,1e-06
6388,1e-06
6389,1e-06
6390,1e-06
6391,0.56
6392,1e-06
6393,0.55
6394,1e-06
6395,1e-06
6396,1e-06
6397,0.57
6398,0.54
6399,1e-06
6400,1e-06
6401,0.49
6402,1e-06
6403,1e-06
6404,1e-06
6405,1e-06
6406,1e-06
6407,1e-06
6408,1e-06
6409,1e-06
6410,0.53
6411,1e-06
6412,1e-06
6413,1e-06
6414,0.52
6415,1e-06
6416,1e-06
6417,1e-06
6418,1e-06
6419,1e-06
6420,1e-06
6421,1e-06
6422,1e-06
6423,1e-06
6424,1e-06
6425,1e-06
6426,1e-06
6427,0.54
6428,1e-06
6429,1e-06
6430,1e-06
6431,1e-06
6432,1e-06
6433,1e-06
6434,1e-06
6435,1e-06
6436,1e-06
6437,1e-06
6438,1e-06
6439,1e-06
6440,1e-06
6441,0.51
6442,1e-06
6443,1e-06
6444,1e-06
6445,1e-06
6446,1e-06
6447,1e-06
6448,1e-06
6449,1e-06
6450,1e-06
6451,0.5
6452,1e-06
6453,1e-06
6454,1e-06
6455,1e-06
6456,1e-06
6457,1e-06
6458,1e-06
6459,1e-06
6460,1e-06
6461,1e-06
6462,0.49
6463,1e-06
6464,1e-06
6465,1e-06
6466,1e-06
6467,1e-06
6468,1e-06
6469,1e-06
6470,1e-06
6471,1e-06
6472,1e-06
6473,1e-06
6474,1e-06
6475,1e-06
6476,1e-06
6477,1e-06
6478,1e-06
6479,1e-06
6480,1e-06
6481,1e-06
6482,1e-06
6483,1e-06
6484,1e-06
6485,1e-06
6486,1e-06
6487,1e-06
6488,1e-06
6489,1e-06
6490,1e-06
6491,1e-06
6492,1e-06
6493,1e-06
6494,1e-06
6495,1e-06
6496,1e-06
6497,1e-06
6498,1e-06
6499,1e-06
6500,1e-06
6501,1e-06
6502,0.49
6503,1e-06
6504,1e-06
6505,1e-06
6506,1e-06
6507,1e-06
6508,1e-06
6509,1e-06
6510,1e-06
6511,1e-06
6512,1e-06
6513,1e-06
6514,1e-06
6515,1e-06
6516,1e-06
6517,1e-06
6518,1e-06
6519,1e-06
6520,1e-06
6521,1e-06
6522,0.53
6523,0.49
6524,1e-06
6525,1e-06
6526,1e-06
6527,1e-06
6528,0.5
6529,1e-06
6530,1e-06
6531,1e-06
6532,1e-06
6533,1e-06
6534,1e-06
6535,1e-06
6536,1e-06
6537,1e-06
6538,1e-06
6539,1e-06
6540,1e-06
6541,0.53
6542,1e-06
6543,1e-06
6544,1e-06
6545,1e-06
6546,1e-06
6547,1e-06
6548,1e-06
6549,1e-06
6550,1e-06
6551,1e-06
6552,1e-06
6553,1e-06
6554,1e-06
6555,1e-06
6556,1e-06
6557,1e-06
6558,1e-06
6559,1e-06
6560,1e-06
6561,1e-06
6562,1e-06
6563,1e-06
6564,1e-06
6565,1e-06
6566,1e-06
6567,0.56
6568,1e-06
6569,1e-06
6570,1e-06
6571,1e-06
6572,1e-06
6573,1e-06
6574,1e-06
6575,1e-06
6576,1e-06
6577,1e-06
6578,1e-06
6579,1e-06
6580,1e-06
6581,1e-06
6582,1e-06
6583,1e-06
6584,1e-06
6585,1e-06
6586,1e-06
6587,1e-06
6588,1e-06
6589,1e-06
6590,1e-06
6591,1e-06
6592,1e-06
6593,1e-06
6594,1e-06
6595,1e-06
6596,1e-06
6597,1e-06
6598,1e-06
6599,1e-06
6600,1e-06
6601,1e-06
6602,1e-06
6603,1e-06
6604,1e-06
6605,1e-06
6606,1e-06
6607,1e-06
6608,1e-06
6609,1e-06
6610,1e-06
6611,1e-06
6612,1e-06
6613,1e-06
6614,1e-06
6615,1e-06
6616,1e-06
6617,1e-06
6618,1e-06
6619,1e-06
6620,1e-06
6621,1e-06
6622,1e-06
6623,1e-06
6624,1e-06
6625,1e-06
6626,1e-06
6627,1e-06
6628,1e-06
6629,1e-06
6630,1e-06
6631,1e-06
6632,1e-06
6633,1e-06
6634,1e-06
6635,1e-06
6636,1e-06
6637,1e-06
6638,1e-06
6639,1e-06
6640,1e-06
6641,1e-06
6642,1e-06
6643,1e-06
6644,1e-06
6645,1e-06
6646,1e-06
6647,1e-06
6648,1e-06
6649,1e-06
6650,1e-06
6651,1e-06
6652,1e-06
6653,1e-06
6654,1e-06
6655,1e-06
6656,1e-06
6657,1e-06
6658,1e-06
6659,1e-06
6660,1e-06
6661,1e-06
6662,1e-06
6663,1e-06
6664,1e-06
6665,1e-06
6666,1e-06
6667,1e-06
6668,1e-06
6669,1e-06
6670,1e-06
6671,1e-06
6672,1e-06
6673,1e-06
6674,1e-06
6675,1e-06
6676,1e-06
6677,1e-06
6678,1e-06
6679,1e-06
6680,1e-06
6681,1e-06
6682,1e-06
6683,1e-06
6684,1e-06
6685,1e-06
6686,1e-06
6687,1e-06
6688,1e-06
6689,1e-06
6690,1e-06
6691,1e-06
6692,1e-06
6693,1e-06
6694,1e-06
6695,1e-06
6696,1e-06
6697,1e-06
6698,1e-06
6699,1e-06
6700,1e-06
6701,1e-06
6702,1e-06
6703,1e-06
6704,1e-06
6705,1e-06
6706,1e-06
6707,1e-06
6708,1e-06
6709,1e-06
6710,1e-06
6711,1e-06
6712,1e-06
6713,1e-06
6714,1e-06
6715,1e-06
6716,1e-06
6717,1e-06
6718,1e-06
6719,1e-06
6720,1e-06
6721,1e-06
6722,1e-06
6723,1e-06
6724,1e-06
6725,1e-06
6726,1e-06
6727,1e-06
6728,1e-06
6729,1e-06
6730,1e-06
6731,1e-06
6732,1e-06
6733,1e-06
6734,1e-06
6735,1e-06
6736,1e-06
6737,1e-06
6738,1e-06
6739,1e-06
6740,1e-06
6741,1e-06
6742,1e-06
6743,1e-06
6744,1e-06
6745,1e-06
6746,1e-06
6747,1e-06
6748,1e-06
6749,1e-06
6750,1e-06
6751,1e-06
6752,1e-06
6753,1e-06
6754,1e-06
6755,1e-06
6756,1e-06
6757,1e-06
6758,1e-06
6759,1e-06
6760,1e-06
6761,1e-06
6762,1e-06
6763,1e-06
6764,1e-06
6765,1e-06
6766,1e-06
6767,1e-06
6768,1e-06
6769,1e-06
6770,1e-06
6771,1e-06
6772,1e-06
6773,1e-06
6774,1e-06
6775,1e-06
6776,1e-06
6777,1e-06
6778,1e-06
6779,1e-06
6780,1e-06
6781,1e-06
6782,1e-06
6783,1e-06
6784,1e-06
6785,1e-06
6786,1e-06
6787,1e-06
6788,1e-06
6789,1e-06
6790,1e-06
6791,1e-06
6792,1e-06
6793,1e-06
6794,1e-06
6795,1e-06
6796,1e-06
6797,1e-06
6798,1e-06
6799,1e-06
6800,1e-06
