,2012,2013,2014,2015
0,-0.0,0.0,0.0,0.0
1,0.0,-0.0,0.0,0.0
2,-0.0,0.0,0.0,0.0
3,-0.0,0.0,0.0,0.0
4,0.0,-0.0,0.0,0.0
5,0.6286661438095386,1.522568259043176,1.058548366459663,1.292705818693071
6,15.373178786503406,24.361103090059668,21.04249165678335,23.334491773930967
7,45.2508355966209,68.79348273489173,60.63652344935703,69.65789002397483
8,86.76600342396065,95.54672701420216,99.41946885657757,115.06531135877972
9,140.42263650272224,108.01371885142746,130.03378498886104,147.47566402308124
10,182.71782115090534,133.18369242826486,149.32641315602726,167.55445933317532
11,200.96473606395992,122.88892797230378,162.242074831165,177.23026061337038
12,202.0790235368832,117.4235565725549,161.8072912322545,175.04467449500112
13,191.5323800943238,144.37024479705187,149.8791970976837,160.97506900625143
14,170.8358579201623,130.86999776172252,124.07859117552587,137.27882336034887
15,138.04741841848175,105.2938661052207,91.93770170187062,102.43999121076865
16,95.35555510687695,66.74740335288165,58.24430419422973,65.62284718791634
17,47.010491998527044,25.715725266291788,28.051999308550513,33.13932538801964
18,8.634375888549911,4.271825026710463,5.828304422051493,5.757180265402696
19,-0.0,-0.0,-0.0,0.0
20,-0.0,-0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,-0.0,0.0,0.0
23,0.0,0.0,-0.0,-0.0
24,0.0,0.0,0.0,-0.0
25,0.0,0.0,0.0,0.0
26,-0.0,-0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,-0.0,0.0,0.0,0.0
29,1.3263612127404931,0.6600477321899358,1.2912825416010758,0.4205730620838336
30,21.820882205189328,13.622152997047632,20.552281066564966,6.271697633853263
31,71.85715973138073,39.94222164644731,72.80850021208343,23.015301436120314
32,128.39545258477762,77.52967507583344,123.35572675668794,48.819966955170585
33,170.93576006489025,126.1305926194196,161.96048752679232,90.98015310207985
34,199.61039798366474,172.02275386954994,187.74419192640184,143.72852838585845
35,214.54934307233637,196.93779785692325,201.3293883407177,150.41855651309106
36,217.08696108236117,198.87199436576424,203.412042028961,137.8639233554811
37,206.69933172472003,178.9805387429815,193.55661560569555,149.31155709679297
38,183.34704589412485,149.2200177127184,171.98063790329948,132.81175579368906
39,149.86870735118669,98.03610823990668,134.1749374878745,96.08091286605199
40,103.91157241444529,60.71731524237473,87.59042634630495,55.55855660067811
41,48.624658966819055,32.162941636979795,41.169240361115385,26.57723358650721
42,6.727146706999724,6.813827741451664,7.587491037409431,5.616570348307931
43,0.0,0.0,-0.0,0.0
44,0.0,0.0,0.0,0.0
45,-0.0,-0.0,-0.0,0.0
46,0.0,0.0,0.0,0.0
47,-0.0,0.0,0.0,0.0
48,-0.0,-0.0,0.0,0.0
49,-0.0,0.0,0.0,0.0
50,0.0,0.0,-0.0,0.0
