,2012,2013,2014,2015
0,-0.0,0.0,0.0,0.0
1,-0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,-0.0
3,0.0,0.0,0.0,-0.0
4,0.0,0.0,0.0,0.0
5,0.6287668875816166,1.2907969702177682,1.0541190700541818,1.281645219313118
6,14.597373882002165,23.482600484958084,20.191915230204614,22.631195646526617
7,38.18416321789586,72.90167867111445,58.99303120008751,71.64491560543141
8,62.45140448844922,105.703578564508,96.05363160519796,107.8450706044538
9,102.46082573008377,114.52015582964589,126.2773458376746,136.71678256417445
10,142.83471048931375,126.38976286310708,140.8490437320735,151.56069439602825
11,161.84748810669882,129.0691370965236,161.30106856745283,159.03709723304377
12,203.00555615821216,133.66212503488597,162.39031156297975,148.9315795430254
13,192.37016236641347,123.47724446489435,159.6910114174327,135.4086273952366
14,171.56148142210407,127.04217601012107,135.25963503940017,116.79372155199391
15,135.71046626376622,97.6694198238234,106.179722726466,98.39750995457857
16,88.38596433102414,56.52141015546324,66.69630446936769,77.74012292987986
17,44.690511660282844,22.62053992451117,29.901804180715434,37.36250661600871
18,8.366765462317964,3.7378212664070527,5.777972893985878,6.420768191990979
19,-0.0,-0.0,0.0,0.0
20,-0.0,-0.0,0.0,0.0
21,-0.0,0.0,0.0,-0.0
22,-0.0,0.0,-0.0,0.0
23,0.0,0.0,0.0,0.0
24,-0.0,-0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,-0.0,0.0,-0.0,0.0
28,-0.0,-0.0,0.0,0.0
29,1.3220011834723506,0.4280207934734936,1.2855963981865928,0.416777850802232
30,20.907667886689264,13.052927794798945,19.948858367998,10.006965480933994
31,68.08862054323058,49.56522125364821,72.32689756304931,35.64860302573688
32,125.97458267474795,92.42299358117631,123.05440358667259,72.66727178636035
33,170.16129464584247,118.21011996944829,162.01438807890386,103.61916748597011
34,197.27293223160584,137.9283368485108,187.79318985520754,107.7907640351208
35,212.39310597386438,146.94224307576255,200.82969079352245,99.4176488932815
36,214.99784138596723,145.28302241327876,202.62471157893629,120.9064608538497
37,204.36921999112525,125.68795065910234,193.40143440486833,136.36831840011484
38,183.18244222324978,113.76074573689272,172.9361314863168,119.43090089391225
39,150.27774880359235,90.72969164866257,139.5193035913459,88.63584175324837
40,103.31465682699869,62.25831567990655,93.78784703109285,52.9015422796909
41,48.56508519924912,31.904324984322027,41.77436073105581,26.93770979439862
42,6.458924784553021,6.3209387267900885,7.3520069259261565,5.093407373163778
43,0.0,0.0,0.0,-0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,-0.0,0.0,0.0,-0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,-0.0
49,0.0,0.0,-0.0,0.0
50,0.0,0.0,0.0,-0.0
