,2012,2013,2014,2015
0,0.0,0.0,0.0,-0.0
1,-0.0,0.0,0.0,0.0
2,0.0,-0.0,0.0,0.0
3,0.0,-0.0,-0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.6248273041852795,1.5189195879076258,1.274622611367927,1.5106253320598702
6,11.533981744240593,24.762437047330167,22.869999486489597,23.919463708553344
7,32.34071526561025,73.54564894353933,65.04538726601086,71.23580837462258
8,66.27941313117184,105.6215688553291,102.22696855097725,114.43683035061004
9,104.10677414401846,119.23565845386395,133.68866917897554,143.7820190013616
10,156.83823087347864,136.93334025916258,154.1323572929918,160.15371156981465
11,181.1394859603388,135.05584200352914,167.4036960050396,165.706885038938
12,200.18590698030326,126.96309804984638,167.54272124381214,154.95437340728952
13,190.83594704594157,122.44720317214569,160.97648806071405,140.83297468052865
14,169.66658758160074,126.21106387958567,138.13095810117042,119.25695646260641
15,136.26808704387093,104.99866387091046,108.08982051975381,93.54278711757185
16,92.67161615983251,60.66542120575574,69.21767757255809,65.63498874362526
17,45.954316452565266,22.92802153837925,31.582963453850905,33.65924592438165
18,8.096261877166176,3.9892928401231744,5.775720099766503,5.95867372141492
19,0.0,0.0,-0.0,0.0
20,-0.0,-0.0,0.0,-0.0
21,-0.0,0.0,0.0,0.0
22,-0.0,0.0,0.0,0.0
23,0.0,-0.0,0.0,0.0
24,0.0,0.0,0.0,0.0
25,0.0,-0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,1.3205303326362814,0.6567747193297959,1.5130822678217895,0.6415361896136541
30,22.723090693602206,12.533364214773382,21.21357189591265,9.773594136827008
31,70.70759249844885,38.25305689028419,73.87884421555557,32.914866251799246
32,128.3759491425748,73.87602926267613,124.3397070598001,63.99585617805573
33,170.70872203377345,113.02384178831265,162.59003122381966,99.63643051007878
34,198.20952825135336,144.67176046562437,187.67712933450574,129.42110772298895
35,212.7109498016967,165.70888858462783,200.60576122464607,112.65639570494474
36,214.93715633835743,170.6092542630318,202.34574802663678,118.55490241526243
37,204.7602936575062,153.8157967791231,192.88646191252414,125.37338621013754
38,182.5734135477795,140.25919317398953,172.04254303694248,123.3403583195239
39,148.6605386583955,103.63679240857873,138.04127875610754,92.68084610050884
40,101.93536603344576,63.220247356503975,93.05634223469352,53.95533566691141
41,47.54105844749327,32.53506573724399,42.257134282575066,25.488601185653458
42,6.445098106447529,6.2930556183966955,7.112405803216883,4.620809003289375
43,0.0,0.0,0.0,0.0
44,-0.0,0.0,0.0,0.0
45,-0.0,0.0,0.0,0.0
46,0.0,0.0,-0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,-0.0
50,-0.0,0.0,0.0,0.0
