,2012,2013,2014,2015
0,0.0,-0.0,0.0,-0.0
1,0.0,0.0,0.0,0.0
2,-0.0,0.0,-0.0,-0.0
3,0.0,0.0,-0.0,-0.0
4,0.0,0.0,0.0,0.0
5,0.9049562877234747,1.1183859980539734,0.42488052208370464,1.1168203576199753
6,21.832425336843592,22.654482991028132,14.759264503063473,20.815960101561398
7,64.48474270650473,63.39440750220742,46.69999770326721,71.38338646907904
8,112.77857417114645,101.24817049329218,93.85938028150146,122.12921397887531
9,161.4092360117211,130.94894058449,140.46151064114127,159.8000805175478
10,195.2651678487211,139.33064666044234,170.51807163153887,189.78762760989923
11,210.86128813011103,152.8123742353923,180.94922007737912,205.05184460454032
12,207.4944038585607,153.35005831954075,174.81514684055625,204.4494163706241
13,187.8038841990154,138.91829389954813,156.0074233885727,188.3874869484638
14,160.34324707426902,142.5441882765898,127.3198805082821,153.64259614068905
15,125.8100816916908,116.86170795650104,92.05554638791709,115.69523733374602
16,82.87394663362299,73.53083566081217,60.28000155062036,71.44903171014899
17,44.06444284433928,35.00519591874534,29.49794180465052,34.863121856356585
18,10.074365162266862,7.931273405799922,7.143730234800099,5.143639755232068
19,0.0,-0.0,0.0,0.0
20,0.0,0.0,-0.0,0.0
21,-0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,-0.0
23,0.0,-0.0,0.0,0.0
24,0.0,0.0,-0.0,0.0
25,0.0,0.0,0.0,-0.0
26,0.0,-0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.9013819116252156,0.43939484706413295,1.1132061609979482,0.43390421205143503
30,20.45400243035514,14.381113802462531,20.5056723325598,11.357005952649043
31,71.45489845264579,44.009658207987385,73.02329708338907,37.65713507371399
32,129.63923352367578,89.83196304621069,127.65474669505417,68.05045805073186
33,176.14884017853797,146.4732561752241,167.81176410040936,98.83065440065795
34,207.63895715542824,185.50116204607428,193.07017160328388,126.38261809465999
35,226.329928653461,195.48395913980912,202.75285825834308,142.2729230367524
36,226.524839433398,193.0716659990085,193.5521128849203,131.4790452647272
37,219.45847078498434,170.81698614966896,168.3679971915927,114.3252088451992
38,197.6144964452321,139.18360121553405,139.33663191684488,96.94258927774234
39,162.07354129157204,98.62548278203066,104.81819132261016,75.31063990374072
40,112.2483715493963,66.56382885097293,71.06915030433625,52.55662914214962
41,54.35351307032381,33.31556266287278,34.86941524091889,28.623420057272774
42,9.821729738137508,7.578771680669081,5.834456490903157,7.113931346070241
43,0.0,-0.0,0.0,0.0
44,-0.0,0.0,0.0,0.0
45,0.0,-0.0,-0.0,0.0
46,-0.0,0.0,-0.0,0.0
47,-0.0,0.0,-0.0,0.0
48,-0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
