,Fuel Cost,HouseHolds
0,0.8215680000000001,34.49345073526862
1,0.8035946666666667,26.904027230109545
2,0.8035946666666667,19.733878555476576
3,0.8143786666666667,6.52552943635433
4,0.8035946666666667,59.79004120726994
5,0.8143786666666667,16.194829051470258
6,0.8,8.392067406612853
7,0.8035946666666667,23.337841628677932
8,0.8,101.686933437393
9,0.8107840000000001,20.011818822223002
10,0.8035946666666667,13.103347951609301
11,0.8143786666666667,14.184520927825368
12,0.8467306666666667,14.369681729372319
13,0.8035946666666667,28.114172091852268
14,0.8035946666666667,28.396771393898042
15,0.8071893333333334,33.185751172656175
16,0.8035946666666667,7.998368497079718
17,0.8071893333333334,24.2156994856861
18,0.8179733333333333,34.8870086747117
19,0.8323520000000001,0.20650530255819843
20,0.8071893333333334,1.4294156311197752
21,0.8359466666666667,14.674923941569025
22,0.8431360000000001,1.8424262353587468
23,0.8970560000000001,20.78947558730166
24,0.8323520000000001,0.20650530255819843
25,0.8179733333333333,93.51035321927121
26,0.8179733333333333,0.20650530255819843
27,0.9078400000000001,40.35604082907818
28,0.8143786666666667,2.653342365466329
29,0.8107840000000001,374.0610094064002
30,0.8035946666666667,141.0847043196672
31,0.8215680000000001,1.222910328561577
32,0.8143786666666667,10.810727116453378
33,0.8071893333333334,0.6195159073821203
34,0.8107840000000001,18.80502998980824
35,0.8,5.508108005150924
36,0.8287573333333333,3.6687309868546314
37,0.8179733333333333,1.222910328561577
38,0.8323520000000001,1.4294156311197752
39,0.8215680000000001,43.33585374686569
40,0.8179733333333333,8.56037229876114
41,0.8071893333333334,5.098146616512031
42,0.8179733333333333,9.809427172037587
43,0.8071893333333334,1.222910328561577
44,0.8934613333333334,2.8739363429497122
45,0.8682986666666668,24.588053878706805
46,0.8107840000000001,231.90975100954847
47,0.8215680000000001,2.653342365466329
48,0.8682986666666668,0.20650530255819843
49,0.8251626666666667,18.542028990259073
50,0.8826773333333334,59.92260608840322
51,0.8,5.162632577116341
52,0.8,1.4294156311197752
53,0.8,4.5149393023353435
54,0.8,7.771676088981129
55,0.8,19.56656525640028
56,0.8359466666666667,2.0489315387943705
57,0.8287573333333333,3.6687309868546314
58,0.8611093333333334,1.2390318147642405
59,0.8035946666666667,5.306684728885331
60,0.8,11.961327085493373
61,0.8287573333333333,20.78947558730166
62,0.8,29.38005804338847
63,0.8035946666666667,1.0325265113286157
64,0.8107840000000001,15.763805170146892
65,0.8107840000000001,12.520281637940059
66,0.875488,18.375897916622637
67,0.8143786666666667,11.625708862096515
68,0.8,10.652586279230096
69,0.8179733333333333,2.445820657123154
70,0.8790826666666667,7.168281665461871
71,0.8143786666666667,0.41301060511639687
72,0.8467306666666667,8.56037229876114
73,0.8071893333333334,10.399749319982185
74,0.8359466666666667,4.497801408885327
75,0.8071893333333334,6.52552943635433
76,0.8323520000000001,7.750472577655759
77,0.8071893333333334,44.738701867137735
78,0.8826773333333334,22.48988247222474
79,0.9042453333333333,17.12074460044703
80,0.8287573333333333,0.20650530255819843
81,0.8251626666666667,0.20650530255819843
82,0.8107840000000001,5.92010220535977
83,0.8071893333333334,1.222910328561577
84,0.8323520000000001,0.20650530255819843
85,0.8,16.33438797823557
86,0.864704,29.10183578966595
87,0.8035946666666667,5.098146616512031
88,0.8071893333333334,97.19917511571707
89,0.8179733333333333,0.826021210817744
90,0.950976,10.196293233609012
91,0.8143786666666667,15.897834272470403
92,0.8215680000000001,58.6464150855292
93,0.8,324.40297110251475
94,0.8,7.337461970784513
95,0.8215680000000001,12.468867966364279
96,0.8143786666666667,18.542028990259073
97,0.8071893333333334,18.05975723273938
98,0.8179733333333333,1.222910328561577
99,0.8179733333333333,13.452013613592397
100,0.8071893333333334,91.3781632285223
101,0.8287573333333333,68.118473257542
102,0.8071893333333334,32.7404975863602
103,0.8395413333333334,4.119066588914112
104,0.8359466666666667,15.923978814845473
105,0.8143786666666667,43.656201050886615
106,0.8143786666666667,46.30838601093794
107,0.8143786666666667,97.97108680927872
108,0.8035946666666667,11.653886220721139
109,0.8215680000000001,4.306401188499668
110,0.8071893333333334,3.0653365633353733
111,0.8035946666666667,27.017018601863384
112,0.8287573333333333,13.077344411496531
113,0.8359466666666667,7.750472577655759
114,0.85392,9.416603672754064
115,0.8179733333333333,231.78796692319116
116,0.8251626666666667,17.12074460044703
